memory_rss%	host_moving_avg_cpu	name	sensor_count	host_cpu	container_cpu%	net_receive	memory%	timestamp	net_send	memory_active_anon%
30.36	37.54	kafka-001	54	39.2	37.18	43380.066	87.6	2019-04-23T10:13:49.197521009Z	328.503	30.36
30.36	38.43	kafka-001	56	37.18	43.02	52462.711	87.85	2019-04-23T10:13:56.210101905Z	451.524	30.36
30.36	39.52	kafka-001	58	43.02	38.32	52069.342	87.98	2019-04-23T10:14:03.222834538Z	364.148	30.36
30.36	40.24	kafka-001	60	38.32	49.64	55251.886	87.5	2019-04-23T10:14:10.235522761Z	476.63	30.36
30.36	40.79	kafka-001	61	49.64	45.07	53133.085	87.87	2019-04-23T10:14:17.24761235Z	371.867	30.36
30.36	42.07	kafka-001	63	45.07	45.52	54615.455	87.37	2019-04-23T10:14:24.260767937Z	383.94	30.36
30.36	43.12	kafka-001	65	45.52	41.99	53912.407	87.45	2019-04-23T10:14:31.270866656Z	500.013	30.36
30.36	43.93	kafka-001	66	41.99	48.35	57360.972	87.81	2019-04-23T10:14:38.284646512Z	409.301	30.36
30.36	44.82	kafka-001	68	48.35	50.81	64201.575	87.5	2019-04-23T10:14:45.298030369Z	542.163	30.36
30.36	46.9	kafka-001	70	50.81	55.57	69870.964	87.37	2019-04-23T10:14:52.312623565Z	449.184	30.36
30.36	47.88	kafka-001	71	55.57	54.45	72741.13	88.21	2019-04-23T10:14:59.327047063Z	458.671	30.36
30.36	49.45	kafka-001	73	54.45	57.66	74504.401	88.21	2019-04-23T10:15:06.34256218Z	593.068	30.36
30.36	51.47	kafka-001	74	57.66	54.92	73556.339	88.16	2019-04-23T10:15:13.369954827Z	475.515	30.36
30.36	53.63	kafka-001	76	54.92	70.46	74852.351	88.16	2019-04-23T10:15:20.383959584Z	607.777	30.36
30.36	57.31	kafka-001	77	70.46	55.15	74026.763	88.08	2019-04-23T10:15:27.399441991Z	482.618	30.36
30.36	58.04	kafka-001	79	55.15	75.6	76529.514	88.11	2019-04-23T10:15:34.413338416Z	500.536	30.36
30.36	61.37	kafka-001	80	75.6	57.45	76101.702	88.13	2019-04-23T10:15:41.424835431Z	636.268	30.36
30.36	61.87	kafka-001	82	57.45	61.42	77025.527	88.18	2019-04-23T10:15:48.435755218Z	507.808	30.36
30.36	62.5	kafka-001	83	61.42	64.62	75469.89	88.19	2019-04-23T10:15:55.446900724Z	668.797	30.36
30.36	64.12	kafka-001	85	64.62	54.07	69329.895	88.0	2019-04-23T10:16:02.458897788Z	518.535	30.36
30.36	61.38	kafka-001	86	54.07	59.93	69650.557	87.86	2019-04-23T10:16:09.472527977Z	505.213	30.36
30.36	62.18	kafka-001	87	59.93	65.59	76186.237	87.78	2019-04-23T10:16:16.486572797Z	670.411	30.36
30.36	60.51	kafka-001	89	65.59	59.45	76977.599	87.82	2019-04-23T10:16:23.502146894Z	528.523	30.36
30.36	60.85	kafka-001	90	59.45	51.45	77050.132	87.86	2019-04-23T10:16:30.51444049Z	685.895	30.36
30.36	59.18	kafka-001	91	51.45	59.68	73567.646	87.83	2019-04-23T10:16:37.528898814Z	535.472	30.36
30.36	58.36	kafka-001	93	59.68	64.25	78536.652	87.91	2019-04-23T10:16:44.541237252Z	539.213	30.36
30.36	60.06	kafka-001	94	64.25	63.81	78181.179	87.98	2019-04-23T10:16:51.555309623Z	705.049	30.36
30.36	60.71	kafka-001	95	63.81	56.59	76568.184	88.01	2019-04-23T10:16:58.567451717Z	553.14	30.36
30.36	59.21	kafka-001	97	56.59	70.67	77621.441	88.07	2019-04-23T10:17:05.577665674Z	721.846	30.36
30.36	61.08	kafka-001	98	70.67	65.01	77846.448	88.13	2019-04-23T10:17:12.592827443Z	561.421	30.36
30.36	63.34	kafka-001	99	65.01	63.77	75893.961	88.15	2019-04-23T10:17:19.607463398Z	565.674	30.36
30.36	64.02	kafka-001	100	63.77	64.19	78341.439	88.23	2019-04-23T10:17:26.621075508Z	730.016	30.36
30.36	64.01	kafka-001	102	64.19	65.94	78907.377	87.41	2019-04-23T10:17:33.633016114Z	567.537	30.36
30.36	64.36	kafka-001	103	65.94	63.4	76739.704	87.44	2019-04-23T10:17:40.646563964Z	741.781	30.36
30.36	65.5	kafka-001	104	63.4	57.27	78344.873	87.41	2019-04-23T10:17:47.662561737Z	576.797	30.36
30.36	63.26	kafka-001	105	57.27	53.25	77067.629	87.45	2019-04-23T10:17:54.672334846Z	575.015	30.36
30.36	61.3	kafka-001	106	53.25	65.73	78766.814	87.53	2019-04-23T10:18:01.686840886Z	764.581	30.36
30.36	61.63	kafka-001	108	65.73	69.47	78671.881	87.61	2019-04-23T10:18:08.701124048Z	601.405	30.36
30.36	62.51	kafka-001	109	69.47	75.59	77430.457	87.66	2019-04-23T10:18:15.710950993Z	772.33	30.36
30.36	64.12	kafka-001	110	75.59	67.9	77604.27	87.72	2019-04-23T10:18:22.72434543Z	596.284	30.36
30.36	64.87	kafka-001	111	67.9	61.23	78462.219	87.8	2019-04-23T10:18:29.735873834Z	598.138	30.36
30.36	65.53	kafka-001	112	61.23	69.14	78937.29	87.84	2019-04-23T10:18:36.74785979Z	789.474	30.36
30.36	68.18	kafka-001	113	69.14	64.5	79673.32	87.94	2019-04-23T10:18:43.755496364Z	619.818	30.36
30.36	67.97	kafka-001	115	64.5	63.68	77720.915	88.0	2019-04-23T10:18:50.765414136Z	803.071	30.36
30.36	67.01	kafka-001	116	63.68	66.51	79215.904	88.09	2019-04-23T10:18:57.779645771Z	618.431	30.36
30.36	65.49	kafka-001	117	66.51	72.37	79196.276	88.08	2019-04-23T10:19:04.795633774Z	625.824	30.36
30.36	66.24	kafka-001	118	72.37	44.22	75386.486	88.06	2019-04-23T10:19:11.808642229Z	807.62	30.36
30.36	63.4	kafka-001	119	44.22	63.96	78520.932	88.14	2019-04-23T10:19:18.821716367Z	651.174	30.36
30.36	62.54	kafka-001	120	63.96	61.99	76461.06	88.17	2019-04-23T10:19:25.829515763Z	828.866	30.36
30.36	62.12	kafka-001	121	61.99	66.72	78855.641	88.25	2019-04-23T10:19:32.84114524Z	662.923	30.36
30.36	62.63	kafka-001	122	66.72	73.44	79788.785	88.35	2019-04-23T10:19:39.849019026Z	639.67	30.36
30.36	63.78	kafka-001	124	73.44	65.7	77702.03	87.5	2019-04-23T10:19:46.861287298Z	845.871	30.36
30.36	62.67	kafka-001	125	65.7	72.3	79857.385	87.39	2019-04-23T10:19:53.873627873Z	668.131	30.36
30.36	67.35	kafka-001	126	72.3	73.12	78935.321	88.38	2019-04-23T10:20:00.883402231Z	866.301	30.36
30.36	68.88	kafka-001	127	73.12	69.99	78676.386	87.55	2019-04-23T10:20:07.892707508Z	648.468	30.36
30.36	70.21	kafka-001	128	69.99	70.09	79134.843	87.63	2019-04-23T10:20:14.900994581Z	659.284	30.36
30.36	70.77	kafka-001	129	70.09	72.38	77377.453	87.68	2019-04-23T10:20:21.912009034Z	867.4	30.36
30.36	70.6	kafka-001	130	72.38	65.37	79024.59	87.76	2019-04-23T10:20:28.938006688Z	660.403	30.36
30.36	70.54	kafka-001	131	65.37	71.32	77882.776	87.72	2019-04-23T10:20:35.956646525Z	899.774	30.36
30.36	70.38	kafka-001	132	71.32	69.88	77569.864	87.77	2019-04-23T10:20:42.964768785Z	661.66	30.36
30.36	69.84	kafka-001	133	69.88	68.72	78816.723	87.85	2019-04-23T10:20:49.972614938Z	667.084	30.36
30.36	69.63	kafka-001	134	68.72	68.93	78274.586	87.9	2019-04-23T10:20:56.983465588Z	887.788	30.36
30.36	69.43	kafka-001	135	68.93	65.54	78816.968	87.97	2019-04-23T10:21:03.990549015Z	670.477	30.36
30.36	68.29	kafka-001	136	65.54	71.02	79724.936	88.08	2019-04-23T10:21:11.001456217Z	901.028	30.36
30.36	69.24	kafka-001	137	71.02	69.08	78701.884	88.15	2019-04-23T10:21:18.010302786Z	694.095	30.36
30.36	68.86	kafka-001	138	69.08	77.26	79091.182	88.24	2019-04-23T10:21:25.02449308Z	741.001	30.36
30.36	70.09	kafka-001	139	77.26	76.38	79062.419	88.27	2019-04-23T10:21:32.034710834Z	934.274	30.36
30.36	71.37	kafka-001	140	76.38	72.65	78887.306	88.14	2019-04-23T10:21:39.047349299Z	697.639	30.36
30.36	71.99	kafka-001	141	72.65	71.55	78224.536	88.2	2019-04-23T10:21:46.05848591Z	934.355	30.36
30.36	72.99	kafka-001	142	71.55	58.88	78802.45	88.28	2019-04-23T10:21:53.075328745Z	697.15	30.36
30.36	70.97	kafka-001	143	58.88	82.63	76396.271	88.3	2019-04-23T10:22:00.084013911Z	941.296	30.36
30.36	73.23	kafka-001	144	82.63	66.41	78939.4	88.38	2019-04-23T10:22:07.095966941Z	696.797	30.36
30.36	71.42	kafka-001	145	66.41	72.95	78963.815	88.41	2019-04-23T10:22:14.104422649Z	707.382	30.36
30.36	70.84	kafka-001	146	72.95	57.48	79075.632	87.6	2019-04-23T10:22:21.115775192Z	963.409	30.36
30.36	68.32	kafka-001	147	57.48	77.3	79767.255	87.69	2019-04-23T10:22:28.122494281Z	714.829	30.36
30.36	69.27	kafka-001	148	77.3	70.99	77878.31	87.75	2019-04-23T10:22:35.132965048Z	963.753	30.36
30.36	71.29	kafka-001	149	70.99	79.25	79464.682	87.85	2019-04-23T10:22:42.143014833Z	721.698	30.36
30.36	70.73	kafka-001	150	79.25	68.95	78147.882	87.91	2019-04-23T10:22:49.154737876Z	718.822	30.36
30.36	71.15	kafka-001	151	68.95	77.96	78728.699	87.98	2019-04-23T10:22:56.167877699Z	965.198	30.36
30.36	71.99	kafka-001	152	77.96	71.59	78454.808	87.95	2019-04-23T10:23:03.180537827Z	718.104	30.36
30.36	74.34	kafka-001	153	71.59	76.96	79289.734	88.04	2019-04-23T10:23:10.19294663Z	965.641	30.36
30.36	74.28	kafka-001	154	76.96	74.19	77666.943	88.04	2019-04-23T10:23:17.210647731Z	720.381	30.36
30.36	74.82	kafka-001	154	74.19	76.78	79595.211	88.14	2019-04-23T10:23:24.227467765Z	723.652	30.36
30.36	74.4	kafka-001	155	76.78	70.06	76637.358	88.06	2019-04-23T10:23:31.240308507Z	976.176	30.36
30.36	74.59	kafka-001	156	70.06	77.3	78566.813	88.13	2019-04-23T10:23:38.252799981Z	725.336	30.36
30.36	74.48	kafka-001	157	77.3	70.14	78386.499	88.2	2019-04-23T10:23:45.268949139Z	980.576	30.36
30.36	74.24	kafka-001	158	70.14	78.26	79578.949	88.24	2019-04-23T10:23:52.280917479Z	743.259	30.36
30.36	74.46	kafka-001	159	78.26	77.75	78581.652	88.32	2019-04-23T10:23:59.292388963Z	745.658	30.36
30.36	75.05	kafka-001	160	77.75	77.33	78976.618	88.24	2019-04-23T10:24:06.306911776Z	1007.386	30.36
30.36	75.14	kafka-001	161	77.33	72.19	78228.153	88.3	2019-04-23T10:24:13.319997503Z	752.765	30.36
30.36	75.49	kafka-001	162	72.19	81.47	78731.386	88.37	2019-04-23T10:24:20.332361478Z	1014.416	30.36
30.36	76.19	kafka-001	162	81.47	71.7	78159.967	88.34	2019-04-23T10:24:27.347377874Z	765.131	30.36
30.36	76.45	kafka-001	163	71.7	81.67	78416.626	88.4	2019-04-23T10:24:34.365963738Z	755.806	30.36
30.36	77.02	kafka-001	164	81.67	77.15	77454.658	88.45	2019-04-23T10:24:41.377399545Z	1025.106	30.36
30.36	76.92	kafka-001	165	77.15	80.86	77998.47	87.5	2019-04-23T10:24:48.389462054Z	751.283	30.36
30.36	77.51	kafka-001	166	80.86	76.91	78470.359	88.36	2019-04-23T10:24:55.40206745Z	1043.725	30.36
30.36	78.29	kafka-001	167	76.91	48.97	77871.33	88.21	2019-04-23T10:25:02.413646945Z	780.702	30.36
30.36	72.88	kafka-001	168	48.97	76.81	83040.147	86.64	2019-04-23T10:25:10.426325195Z	1141.568	30.36
30.36	73.73	kafka-001	168	76.81	69.76	73202.87	85.78	2019-04-23T10:25:17.437310827Z	783.388	30.36
30.36	71.74	kafka-001	169	69.76	79.66	74318.496	86.46	2019-04-23T10:25:24.448452427Z	780.876	30.36
30.36	72.16	kafka-001	170	79.66	73.76	69132.738	86.25	2019-04-23T10:25:31.460296605Z	1039.548	30.36
30.36	70.98	kafka-001	171	73.76	73.55	67458.352	86.01	2019-04-23T10:25:38.473096421Z	754.861	30.36
30.36	70.42	kafka-001	171	73.55	77.12	76293.787	86.08	2019-04-23T10:25:45.486911388Z	1063.399	30.36
30.36	75.11	kafka-001	172	77.12	78.13	75464.227	86.12	2019-04-23T10:25:52.498825515Z	789.405	30.36
30.36	75.33	kafka-001	173	78.13	70.86	79883.782	86.27	2019-04-23T10:25:59.510137818Z	802.704	30.36
30.36	75.51	kafka-001	174	70.86	82.14	78261.338	86.39	2019-04-23T10:26:06.522281093Z	1072.806	30.36
30.36	75.93	kafka-001	175	82.14	78.85	79104.285	86.52	2019-04-23T10:26:13.53759767Z	793.379	30.36
30.36	76.77	kafka-001	175	78.85	134.47	74571.517	86.55	2019-04-23T10:26:20.553152454Z	1074.241	30.36
30.36	86.93	kafka-001	176	134.47	80.01	81241.021	86.73	2019-04-23T10:26:27.564878505Z	797.942	30.36
30.36	87.41	kafka-001	176	80.01	86.28	80960.702	86.7	2019-04-23T10:26:34.578165655Z	799.539	30.36
30.36	88.77	kafka-001	176	86.28	77.48	81193.565	86.88	2019-04-23T10:26:41.591896685Z	1088.966	30.36
30.36	89.87	kafka-001	176	77.48	81.03	81789.708	87.06	2019-04-23T10:26:48.606425879Z	804.578	30.36
30.36	89.69	kafka-001	176	81.03	92.28	80744.424	86.35	2019-04-23T10:26:55.616428511Z	1085.295	30.36
30.36	91.92	kafka-001	176	92.28	85.63	81754.66	86.53	2019-04-23T10:27:02.625344116Z	802.95	30.36
30.36	83.78	kafka-001	176	85.63	73.81	81488.748	86.72	2019-04-23T10:27:09.639591453Z	799.245	30.36
30.36	82.75	kafka-001	176	73.81	85.2	80566.857	86.88	2019-04-23T10:27:16.652276575Z	1084.346	30.36
30.36	82.57	kafka-001	176	85.2	79.95	80523.339	86.93	2019-04-23T10:27:23.664471632Z	798.091	30.36
30.36	82.98	kafka-001	177	79.95	90.96	77763.161	86.6	2019-04-23T10:27:30.680082322Z	1087.252	30.36
30.36	84.64	kafka-001	177	90.96	81.46	77998.553	86.69	2019-04-23T10:27:37.691283287Z	794.093	30.36
30.36	82.84	kafka-001	178	81.46	82.04	78910.583	86.79	2019-04-23T10:27:44.704841049Z	801.992	30.36
30.36	82.24	kafka-001	179	82.04	78.29	80433.292	86.95	2019-04-23T10:27:51.721408422Z	1099.139	30.36
30.36	82.98	kafka-001	180	78.29	70.98	76467.357	87.0	2019-04-23T10:27:58.73534036Z	801.111	30.36
30.36	80.61	kafka-001	180	70.98	84.26	77985.682	87.09	2019-04-23T10:28:05.748404326Z	1101.877	30.36
30.36	81.33	kafka-001	181	84.26	79.15	78763.12	87.2	2019-04-23T10:28:12.761720996Z	820.459	30.36
30.36	79.36	kafka-001	182	79.15	88.02	79722.342	87.33	2019-04-23T10:28:19.782194217Z	815.062	30.36
30.36	80.46	kafka-001	183	88.02	82.42	77297.008	87.4	2019-04-23T10:28:26.795524589Z	1111.75	30.36
30.36	80.52	kafka-001	183	82.42	72.21	78489.918	87.19	2019-04-23T10:28:33.806561895Z	818.151	30.36
30.36	79.51	kafka-001	184	72.21	81.69	78062.55	87.21	2019-04-23T10:28:40.817562566Z	1115.187	30.36
30.36	81.29	kafka-001	185	81.69	76.05	79250.22	87.22	2019-04-23T10:28:47.831532269Z	826.577	30.36
30.36	79.92	kafka-001	186	76.05	83.87	78397.123	87.1	2019-04-23T10:28:54.844753758Z	823.218	30.36
30.36	80.71	kafka-001	186	83.87	71.32	76371.397	87.12	2019-04-23T10:29:01.857990587Z	1127.724	30.36
30.36	77.93	kafka-001	187	71.32	80.26	78123.146	87.2	2019-04-23T10:29:08.871650247Z	816.098	30.36
30.36	77.57	kafka-001	188	80.26	84.27	79562.908	87.33	2019-04-23T10:29:15.88572809Z	1137.289	30.36
30.36	79.58	kafka-001	189	84.27	85.14	78072.25	87.41	2019-04-23T10:29:22.898850401Z	833.068	30.36
30.36	80.15	kafka-001	189	85.14	82.05	78132.87	87.27	2019-04-23T10:29:29.914600572Z	835.171	30.36
30.36	81.15	kafka-001	190	82.05	83.22	78406.345	87.36	2019-04-23T10:29:36.927681993Z	1149.731	30.36
30.36	81.04	kafka-001	191	83.22	80.34	78591.599	87.35	2019-04-23T10:29:43.939295325Z	852.835	30.36
30.36	82.55	kafka-001	191	80.34	62.96	78623.525	87.44	2019-04-23T10:29:50.947896973Z	1161.098	30.36
30.36	79.66	kafka-001	192	62.96	51.7	77263.355	87.5	2019-04-23T10:29:57.958111993Z	865.812	30.36
30.36	74.24	kafka-001	193	51.7	84.7	78233.025	87.58	2019-04-23T10:30:04.968475549Z	865.889	30.36
30.36	74.16	kafka-001	194	84.7	86.65	78498.628	87.68	2019-04-23T10:30:11.982063913Z	1169.397	30.36
30.36	74.93	kafka-001	194	86.65	68.42	78064.958	87.75	2019-04-23T10:30:18.995803629Z	848.159	30.36
30.36	72.46	kafka-001	195	68.42	64.33	79041.435	86.91	2019-04-23T10:30:26.007917479Z	1176.975	30.36
30.36	69.79	kafka-001	196	64.33	78.23	78031.879	87.78	2019-04-23T10:30:33.019275136Z	852.372	30.36
30.36	72.34	kafka-001	196	78.23	79.04	77917.929	87.01	2019-04-23T10:30:40.033083952Z	897.353	30.36
30.36	76.9	kafka-001	197	79.04	81.7	77516.455	87.02	2019-04-23T10:30:47.042667086Z	1180.062	30.36
30.36	76.4	kafka-001	198	81.7	81.11	77903.868	87.1	2019-04-23T10:30:54.055350786Z	857.411	30.36
30.36	75.47	kafka-001	198	81.11	88.09	78356.433	87.18	2019-04-23T10:31:01.111421671Z	1187.968	30.36
30.36	78.75	kafka-001	199	88.09	87.54	77737.022	87.25	2019-04-23T10:31:08.124198461Z	862.799	30.36
30.36	82.62	kafka-001	200	87.54	82.52	78771.17	87.34	2019-04-23T10:31:15.142062258Z	1194.634	30.36
30.36	83.33	kafka-001	200	82.52	83.75	80291.895	87.26	2019-04-23T10:31:22.153037714Z	871.094	30.36
30.36	84.12	kafka-001	201	83.75	91.92	79213.92	87.35	2019-04-23T10:31:29.168976292Z	873.093	30.36
30.36	85.82	kafka-001	202	91.92	81.57	80088.112	87.48	2019-04-23T10:31:36.181987167Z	1206.528	30.36
30.36	85.9	kafka-001	202	81.57	86.82	80127.435	87.34	2019-04-23T10:31:43.196504184Z	879.964	30.36
30.36	85.69	kafka-001	203	86.82	86.53	79456.859	87.23	2019-04-23T10:31:50.210837857Z	1212.341	30.36
30.36	85.52	kafka-001	203	86.53	91.77	79483.666	87.33	2019-04-23T10:31:57.223098096Z	883.651	30.36
30.36	87.06	kafka-001	204	91.77	78.8	78775.329	87.42	2019-04-23T10:32:04.232756601Z	879.959	30.36
30.36	86.24	kafka-001	204	78.8	89.15	79957.445	87.54	2019-04-23T10:32:11.244671985Z	1222.216	30.36
30.36	85.77	kafka-001	205	89.15	86.68	78361.409	87.62	2019-04-23T10:32:18.258976271Z	879.29	30.36
30.36	86.63	kafka-001	205	86.68	91.5	77773.916	87.68	2019-04-23T10:32:25.270356557Z	1225.009	30.36
30.36	87.41	kafka-001	206	91.5	84.27	79335.235	87.79	2019-04-23T10:32:32.27906969Z	889.191	30.36
30.36	87.03	kafka-001	207	84.27	89.03	78222.645	87.76	2019-04-23T10:32:39.292230667Z	888.908	30.36
30.36	86.57	kafka-001	207	89.03	81.49	81011.724	87.9	2019-04-23T10:32:46.303966366Z	1234.381	30.36
30.36	87.02	kafka-001	208	81.49	92.68	79241.571	87.98	2019-04-23T10:32:53.31743335Z	893.338	30.36
30.36	87.61	kafka-001	208	92.68	87.07	83223.985	87.28	2019-04-23T10:33:00.343445464Z	1249.458	30.36
30.36	87.67	kafka-001	209	87.07	87.89	96813.024	87.8	2019-04-23T10:33:07.357317207Z	950.474	30.36
30.36	87.07	kafka-001	209	87.89	92.78	96593.181	87.43	2019-04-23T10:33:14.370920958Z	948.144	30.36
30.36	88.49	kafka-001	210	92.78	89.94	96675.286	87.95	2019-04-23T10:33:21.383209006Z	1289.109	30.36
30.36	88.64	kafka-001	211	89.94	90.0	96980.34	87.57	2019-04-23T10:33:28.391391925Z	952.165	30.36
30.36	90.06	kafka-001	211	90.0	105.82	96778.556	87.19	2019-04-23T10:33:35.405580406Z	1294.997	30.36
30.36	92.25	kafka-001	212	105.82	96.73	96248.186	87.7	2019-04-23T10:33:42.418552236Z	957.063	30.36
30.36	93.86	kafka-001	212	96.73	100.39	93938.249	87.72	2019-04-23T10:33:49.429356506Z	954.395	30.36
30.36	95.94	kafka-001	213	100.39	93.37	95717.919	87.3	2019-04-23T10:33:56.448234965Z	1300.947	30.36
30.36	96.04	kafka-001	213	93.37	94.31	96468.729	87.81	2019-04-23T10:34:03.46272645Z	965.07	30.36
30.36	96.77	kafka-001	214	94.31	104.22	96959.122	87.22	2019-04-23T10:34:10.476030434Z	1312.375	30.36
30.36	99.14	kafka-001	214	104.22	99.29	97085.824	87.74	2019-04-23T10:34:17.48925535Z	965.72	30.36
30.36	98.05	kafka-001	215	99.29	95.39	96837.818	87.37	2019-04-23T10:34:24.499737978Z	965.472	30.36
30.36	97.83	kafka-001	215	95.39	92.39	95483.612	87.86	2019-04-23T10:34:31.51184126Z	1320.757	30.36
30.36	96.5	kafka-001	216	92.39	80.56	97216.049	87.49	2019-04-23T10:34:38.520814665Z	973.369	30.36
30.36	94.36	kafka-001	217	80.56	70.45	97082.687	88.01	2019-04-23T10:34:45.53364943Z	1322.974	30.36
30.36	90.38	kafka-001	217	70.45	96.13	96254.567	87.4	2019-04-23T10:34:52.540582707Z	976.403	30.36
30.36	89.04	kafka-001	218	96.13	104.29	97015.654	87.7	2019-04-23T10:34:59.553293362Z	974.84	30.36
30.36	89.87	kafka-001	218	104.29	74.19	93564.661	87.24	2019-04-23T10:35:06.564933816Z	1330.111	30.36
30.36	86.34	kafka-001	219	74.19	97.02	95321.1	87.72	2019-04-23T10:35:13.579672304Z	978.347	30.36
30.36	87.11	kafka-001	219	97.02	99.96	96454.87	87.11	2019-04-23T10:35:20.591418293Z	1336.363	30.36
30.36	90.34	kafka-001	220	99.96	106.83	111020.117	87.97	2019-04-23T10:35:27.605947039Z	1023.586	30.36
30.36	96.4	kafka-001	220	106.83	105.14	110867.538	87.49	2019-04-23T10:35:34.614516178Z	1024.569	30.36
30.36	97.91	kafka-001	221	105.14	98.75	111650.13	87.02	2019-04-23T10:35:41.625653194Z	1389.678	30.36
30.36	96.98	kafka-001	221	98.75	107.36	109204.711	87.83	2019-04-23T10:35:48.636529922Z	1029.564	30.36
30.36	102.51	kafka-001	222	107.36	98.71	110969.011	87.77	2019-04-23T10:35:55.652687977Z	1388.248	30.36
30.36	102.79	kafka-001	223	98.71	103.92	113096.913	87.78	2019-04-23T10:36:02.66411792Z	1037.861	30.36
30.36	103.45	kafka-001	223	103.92	120.01	113035.444	87.79	2019-04-23T10:36:09.678905355Z	1038.704	30.36
30.36	105.65	kafka-001	224	120.01	106.87	111442.937	87.76	2019-04-23T10:36:16.692197966Z	1403.769	30.36
30.36	105.94	kafka-001	224	106.87	112.7	112491.799	87.54	2019-04-23T10:36:23.707101602Z	1035.958	30.36
30.36	108.26	kafka-001	225	112.7	115.89	110625.483	87.49	2019-04-23T10:36:30.721468993Z	1416.745	30.36
30.36	109.68	kafka-001	225	115.89	97.41	112558.183	87.48	2019-04-23T10:36:37.733266661Z	1044.726	30.36
30.36	109.47	kafka-001	226	97.41	99.78	112250.021	87.26	2019-04-23T10:36:44.74562504Z	1046.062	30.36
30.36	108.78	kafka-001	226	99.78	109.37	112814.102	88.16	2019-04-23T10:36:51.759655366Z	1416.0	30.36
30.36	107.0	kafka-001	227	109.37	111.55	111480.134	88.13	2019-04-23T10:36:58.7720886Z	1046.749	30.36
30.36	107.78	kafka-001	227	111.55	103.24	112422.239	88.12	2019-04-23T10:37:05.785631387Z	1416.254	30.36
30.36	106.21	kafka-001	228	103.24	114.02	111022.937	88.09	2019-04-23T10:37:12.79904717Z	1047.965	30.36
30.36	105.9	kafka-001	228	114.02	99.79	111436.776	88.05	2019-04-23T10:37:19.809683269Z	1054.069	30.36
30.36	106.29	kafka-001	229	99.79	103.57	110999.881	88.01	2019-04-23T10:37:26.824138907Z	1431.937	30.36
30.36	106.92	kafka-001	229	103.57	109.36	112647.215	88.01	2019-04-23T10:37:33.83751804Z	1056.536	30.36
30.36	106.92	kafka-001	230	109.36	104.12	112660.472	88.02	2019-04-23T10:37:40.852103142Z	1434.068	30.36
30.36	105.68	kafka-001	230	104.12	97.14	118521.926	88.12	2019-04-23T10:37:47.868139944Z	1087.13	30.36
30.36	104.67	kafka-001	231	97.14	114.9	125592.932	87.5	2019-04-23T10:37:54.881083937Z	1096.918	30.36
30.36	104.81	kafka-001	231	114.9	95.48	125427.011	87.35	2019-04-23T10:38:01.895029139Z	1472.06	30.36
30.36	104.1	kafka-001	232	95.48	116.53	122770.406	87.58	2019-04-23T10:38:08.911568009Z	1105.406	30.36
30.36	106.26	kafka-001	232	116.53	113.82	125293.989	87.88	2019-04-23T10:38:15.92412378Z	1476.509	30.36
