memory_rss%	host_moving_avg_cpu	container_cpu%	net_send	net_receive	memory_active_anon%	sensor_count	timestamp	host_cpu	name	memory%
15.93	nan	3.25	13893184.079	13220449.579	15.93	0	2018-08-17T13:37:20.694679109Z	0	kafka-001	70.23
15.93	nan	1.93	23.654	16.013	15.93	0	2018-08-17T13:37:27.706814318Z	3.25	kafka-001	70.23
15.93	nan	2.27	25.394	17.185	15.93	0	2018-08-17T13:37:34.722710576Z	1.93	kafka-001	70.23
15.93	nan	2.06	24.198	16.728	15.93	0	2018-08-17T13:37:41.733612975Z	2.27	kafka-001	70.23
15.93	nan	3.28	25.514	17.591	15.93	0	2018-08-17T13:37:48.744668525Z	2.06	kafka-001	70.23
15.93	2.13	3.34	31.544	21.81	15.93	0	2018-08-17T13:37:55.756573607Z	3.28	kafka-001	70.23
15.93	2.69	2.38	24.202	16.091	15.93	0	2018-08-17T13:38:02.768804101Z	3.34	kafka-001	70.23
15.93	2.54	2.29	33.092	22.077	15.93	0	2018-08-17T13:38:09.782787139Z	2.38	kafka-001	70.23
15.93	2.6	2.59	23.94	16.23	15.93	0	2018-08-17T13:38:16.799925128Z	2.29	kafka-001	70.23
15.93	2.66	2.53	23.568	16.001	15.93	0	2018-08-17T13:38:23.811581707Z	2.59	kafka-001	70.23
15.93	2.74	2.71	25.972	17.634	15.93	0	2018-08-17T13:38:30.823835145Z	2.53	kafka-001	70.23
15.93	2.64	2.28	25.262	15.997	15.93	0	2018-08-17T13:38:37.835152118Z	2.71	kafka-001	70.23
