memory_rss%	host_moving_avg_cpu	container_cpu%	net_send	net_receive	memory_active_anon%	sensor_count	timestamp	host_cpu	name	memory%
38.11	nan	1.11	500525.206	2344151.393	38.11	2	2018-08-17T12:09:36.95305815Z	0	cassandra-001	76.26
38.11	nan	1.16	0.368	3.479	38.11	7	2018-08-17T12:09:43.960869488Z	1.11	cassandra-001	76.26
38.11	nan	4.13	3.569	21.701	38.11	11	2018-08-17T12:09:50.970469216Z	1.16	cassandra-001	76.26
38.11	nan	1.17	2.212	17.132	38.11	15	2018-08-17T12:09:57.978096332Z	4.13	cassandra-001	76.26
38.11	nan	1.18	2.95	21.107	38.11	19	2018-08-17T12:10:04.991102946Z	1.17	cassandra-001	76.26
38.11	1.46	1.25	4.96	49.607	38.11	22	2018-08-17T12:10:12.000436372Z	1.18	cassandra-001	76.27
38.12	1.67	1.16	2.34	28.962	38.09	26	2018-08-17T12:10:19.006992789Z	1.25	cassandra-001	76.28
38.12	1.68	5.59	7.409	67.501	38.12	29	2018-08-17T12:10:26.014587835Z	1.16	cassandra-001	76.27
38.12	2.41	1.14	4.568	38.623	38.12	32	2018-08-17T12:10:33.024606875Z	5.59	cassandra-001	76.27
38.12	1.92	1.01	4.488	35.846	38.12	35	2018-08-17T12:10:40.034368515Z	1.14	cassandra-001	76.28
38.12	1.89	1.34	9.396	89.235	38.12	37	2018-08-17T12:10:47.04608154Z	1.01	cassandra-001	76.27
38.12	1.92	1.24	6.003	49.149	38.12	40	2018-08-17T12:10:54.055721045Z	1.34	cassandra-001	76.27
38.12	1.91	4.22	12.494	103.864	38.12	42	2018-08-17T12:11:01.065692393Z	1.24	cassandra-001	76.28
38.12	2.42	1.84	5.012	52.174	38.12	44	2018-08-17T12:11:08.074927129Z	4.22	cassandra-001	76.28
38.12	1.8	7.05	11.632	107.884	38.12	46	2018-08-17T12:11:15.083441119Z	1.84	cassandra-001	76.28
38.12	2.78	1.16	6.567	59.164	38.12	48	2018-08-17T12:11:22.090497497Z	7.05	cassandra-001	76.28
38.12	2.81	1.12	6.316	61.955	38.12	50	2018-08-17T12:11:29.097282091Z	1.16	cassandra-001	76.28
38.12	2.77	1.95	12.67	128.25	38.12	53	2018-08-17T12:11:36.104900685Z	1.12	cassandra-001	76.28
38.12	2.89	1.15	6.09	66.934	38.12	55	2018-08-17T12:11:43.112474687Z	1.95	cassandra-001	76.28
38.12	2.38	10.4	13.537	134.398	38.12	57	2018-08-17T12:11:50.119643516Z	1.15	cassandra-001	76.28
38.12	3.8	1.11	5.996	72.685	38.12	58	2018-08-17T12:11:57.125463544Z	10.4	cassandra-001	76.28
38.12	2.82	1.17	6.18	70.154	38.12	60	2018-08-17T12:12:04.131383208Z	1.11	cassandra-001	76.28
38.12	2.82	0.94	14.418	150.101	38.12	62	2018-08-17T12:12:11.147340344Z	1.17	cassandra-001	76.28
38.12	2.79	1.06	5.624	77.268	38.12	64	2018-08-17T12:12:18.154592149Z	0.94	cassandra-001	76.28
38.12	2.64	8.21	16.117	163.405	38.12	66	2018-08-17T12:12:25.16465186Z	1.06	cassandra-001	76.28
38.12	3.82	1.13	9.926	84.832	38.12	67	2018-08-17T12:12:32.173294029Z	8.21	cassandra-001	76.28
38.12	2.27	1.02	7.972	85.319	38.12	69	2018-08-17T12:12:39.180666312Z	1.13	cassandra-001	76.28
38.12	2.26	1.09	17.064	171.074	38.12	71	2018-08-17T12:12:46.187569781Z	1.02	cassandra-001	76.28
38.12	2.24	1.17	8.511	88.529	38.12	72	2018-08-17T12:12:53.194441363Z	1.09	cassandra-001	76.28
38.12	2.28	8.74	16.916	184.291	38.12	74	2018-08-17T12:13:00.204642362Z	1.17	cassandra-001	76.28
38.12	3.56	1.04	7.256	92.995	38.12	76	2018-08-17T12:13:07.21202934Z	8.74	cassandra-001	76.28
38.12	2.37	1.14	7.942	95.144	38.12	77	2018-08-17T12:13:14.219443641Z	1.04	cassandra-001	76.28
38.12	2.37	1.03	15.869	184.097	38.12	79	2018-08-17T12:13:21.227534219Z	1.14	cassandra-001	76.28
38.12	2.37	1.21	10.528	100.664	38.12	80	2018-08-17T12:13:28.234840095Z	1.03	cassandra-001	76.28
38.12	2.39	10.5	19.946	205.396	38.12	82	2018-08-17T12:13:35.243465299Z	1.21	cassandra-001	76.28
38.12	3.94	100.78	11.332	103.82	38.12	83	2018-08-17T12:13:42.250576219Z	10.5	cassandra-001	76.41
38.12	19.28	2.09	13.773	106.731	38.12	85	2018-08-17T12:13:49.258241834Z	100.78	cassandra-001	76.36
38.12	19.46	1.09	24.114	216.336	38.12	86	2018-08-17T12:13:56.267621879Z	2.09	cassandra-001	76.36
38.12	19.45	1.11	12.056	109.86	38.12	88	2018-08-17T12:14:03.276086485Z	1.09	cassandra-001	76.36
38.12	19.46	9.71	23.926	222.702	38.12	89	2018-08-17T12:14:10.283943464Z	1.11	cassandra-001	76.36
38.12	20.88	1.14	12.398	110.566	38.12	90	2018-08-17T12:14:17.297312478Z	9.71	cassandra-001	76.36
38.12	19.32	1.23	12.529	115.195	38.12	92	2018-08-17T12:14:24.308085975Z	1.14	cassandra-001	76.36
38.12	2.73	1.06	24.266	224.743	38.12	93	2018-08-17T12:14:31.314726272Z	1.23	cassandra-001	76.36
38.12	2.56	1.18	11.116	116.368	38.12	95	2018-08-17T12:14:38.321220456Z	1.06	cassandra-001	76.36
38.1	2.57	12.91	23.63	240.244	38.1	96	2018-08-17T12:14:45.327806628Z	1.18	cassandra-001	76.34
38.1	4.54	1.26	15.391	124.574	38.1	98	2018-08-17T12:14:52.334708839Z	12.91	cassandra-001	76.34
38.1	3.13	1.06	13.332	122.804	38.1	99	2018-08-17T12:14:59.343562634Z	1.26	cassandra-001	76.34
38.1	3.12	1.0	30.372	253.982	38.1	100	2018-08-17T12:15:06.353044193Z	1.06	cassandra-001	76.34
38.1	3.08	1.17	14.4	127.66	38.1	102	2018-08-17T12:15:13.359797867Z	1.0	cassandra-001	76.35
38.1	3.1	9.83	20.549	252.704	38.1	103	2018-08-17T12:15:20.367125134Z	1.17	cassandra-001	76.35
38.1	4.54	1.32	12.538	129.5	38.1	104	2018-08-17T12:15:27.376071627Z	9.83	cassandra-001	76.35
38.1	2.61	1.2	11.64	126.4	38.1	106	2018-08-17T12:15:34.383315243Z	1.32	cassandra-001	76.35
38.1	2.6	1.19	30.882	264.283	38.1	107	2018-08-17T12:15:41.392695741Z	1.2	cassandra-001	76.35
38.1	2.62	1.11	15.876	134.316	38.1	108	2018-08-17T12:15:48.40066787Z	1.19	cassandra-001	76.35
38.1	2.64	11.11	24.939	271.873	38.1	109	2018-08-17T12:15:55.408391512Z	1.11	cassandra-001	76.35
38.1	4.29	1.27	13.908	139.456	38.1	111	2018-08-17T12:16:02.416891774Z	11.11	cassandra-001	76.35
38.1	2.87	1.24	12.878	140.223	38.1	112	2018-08-17T12:16:09.423882451Z	1.27	cassandra-001	76.35
38.1	2.85	1.16	25.056	279.294	38.1	113	2018-08-17T12:16:16.434746842Z	1.24	cassandra-001	76.35
38.1	2.85	1.25	14.817	142.573	38.1	114	2018-08-17T12:16:23.444186381Z	1.16	cassandra-001	76.35
38.1	2.86	14.19	30.954	290.188	38.1	115	2018-08-17T12:16:30.451138354Z	1.25	cassandra-001	76.36
38.1	5.04	1.18	15.516	144.669	38.1	117	2018-08-17T12:16:37.460648729Z	14.19	cassandra-001	76.35
38.1	3.38	1.25	16.044	146.731	38.1	118	2018-08-17T12:16:44.468939351Z	1.18	cassandra-001	76.35
38.1	3.38	0.88	35.307	294.095	38.1	119	2018-08-17T12:16:51.476078269Z	1.25	cassandra-001	76.35
38.1	3.32	1.31	18.036	152.049	38.1	120	2018-08-17T12:16:58.484503798Z	0.88	cassandra-001	76.35
38.1	3.34	12.75	32.19	301.223	38.1	121	2018-08-17T12:17:05.4932272Z	1.31	cassandra-001	76.35
38.1	5.26	1.3	17.032	153.887	38.1	122	2018-08-17T12:17:12.500028155Z	12.75	cassandra-001	76.35
38.1	3.11	1.92	15.513	155.581	38.1	123	2018-08-17T12:17:19.509277085Z	1.3	cassandra-001	76.36
38.1	3.24	1.26	27.594	308.409	38.1	125	2018-08-17T12:17:26.516916009Z	1.92	cassandra-001	76.36
38.1	3.24	1.03	11.79	154.086	38.1	126	2018-08-17T12:17:33.524929185Z	1.26	cassandra-001	76.36
38.1	3.26	12.64	33.374	313.738	38.1	127	2018-08-17T12:17:40.535216202Z	1.03	cassandra-001	76.36
38.1	5.15	1.02	16.528	158.688	38.1	128	2018-08-17T12:17:47.547843373Z	12.64	cassandra-001	76.36
38.1	3.2	1.35	18.507	161.988	38.1	129	2018-08-17T12:17:54.555451158Z	1.02	cassandra-001	76.36
38.1	3.2	1.09	34.124	324.729	38.1	130	2018-08-17T12:18:01.564357848Z	1.35	cassandra-001	76.36
38.1	3.07	1.34	17.596	159.737	38.1	131	2018-08-17T12:18:08.57450038Z	1.09	cassandra-001	76.36
38.1	3.08	17.43	34.478	329.284	38.1	132	2018-08-17T12:18:15.581985593Z	1.34	cassandra-001	76.36
38.1	5.81	1.11	20.855	169.386	38.1	133	2018-08-17T12:18:22.589051939Z	17.43	cassandra-001	76.36
38.1	3.89	1.13	19.324	167.757	38.1	134	2018-08-17T12:18:29.596109899Z	1.11	cassandra-001	76.36
38.1	3.91	1.12	38.0	337.311	38.1	135	2018-08-17T12:18:36.602482967Z	1.13	cassandra-001	76.37
38.1	3.87	1.2	20.234	172.907	38.1	136	2018-08-17T12:18:43.609989042Z	1.12	cassandra-001	76.36
38.1	3.89	16.86	37.087	341.234	38.1	137	2018-08-17T12:18:50.616379895Z	1.2	cassandra-001	76.37
38.1	6.48	1.18	21.104	174.328	38.1	138	2018-08-17T12:18:57.623819943Z	16.86	cassandra-001	76.37
38.1	3.77	1.26	21.5	175.691	38.1	140	2018-08-17T12:19:04.634252673Z	1.18	cassandra-001	76.37
38.1	3.79	1.08	40.108	351.97	38.1	141	2018-08-17T12:19:11.641794082Z	1.26	cassandra-001	76.37
38.1	3.78	1.11	15.902	177.67	38.1	142	2018-08-17T12:19:18.647811749Z	1.08	cassandra-001	76.37
38.1	3.78	16.57	37.941	359.942	38.1	143	2018-08-17T12:19:25.654253989Z	1.11	cassandra-001	76.37
38.1	6.34	1.21	19.98	180.525	38.1	144	2018-08-17T12:19:32.661939831Z	16.57	cassandra-001	76.37
38.1	3.74	1.11	15.518	175.694	38.1	145	2018-08-17T12:19:39.669727538Z	1.21	cassandra-001	76.37
38.1	3.72	1.28	33.768	360.253	38.1	146	2018-08-17T12:19:46.677373321Z	1.11	cassandra-001	76.38
38.1	3.73	1.25	17.721	182.134	38.1	147	2018-08-17T12:19:53.690170881Z	1.28	cassandra-001	76.37
38.1	3.76	19.85	32.354	362.65	38.1	148	2018-08-17T12:20:00.698204141Z	1.25	cassandra-001	76.38
38.1	6.88	5.49	19.45	184.912	38.09	149	2018-08-17T12:20:07.705425298Z	19.85	cassandra-001	76.38
38.1	5.03	1.24	18.75	183.386	38.1	150	2018-08-17T12:20:14.71186533Z	5.49	cassandra-001	76.38
38.1	5.04	1.17	38.753	372.319	38.1	151	2018-08-17T12:20:21.721921879Z	1.24	cassandra-001	76.39
38.1	5.05	1.07	20.254	189.127	38.1	152	2018-08-17T12:20:28.728836468Z	1.17	cassandra-001	76.38
38.1	5.01	16.34	38.818	375.182	38.1	153	2018-08-17T12:20:35.736180255Z	1.07	cassandra-001	76.39
38.1	7.53	1.17	19.778	195.147	38.1	154	2018-08-17T12:20:42.742563517Z	16.34	cassandra-001	76.39
38.1	4.41	2.23	18.497	193.781	38.1	155	2018-08-17T12:20:49.750065765Z	1.17	cassandra-001	76.39
38.1	3.87	1.25	45.112	396.152	38.1	155	2018-08-17T12:20:56.759917412Z	2.23	cassandra-001	76.39
38.1	3.87	1.2	18.378	194.723	38.1	156	2018-08-17T12:21:03.766683329Z	1.25	cassandra-001	76.39
38.1	3.88	18.08	38.946	390.346	38.1	157	2018-08-17T12:21:10.772676994Z	1.2	cassandra-001	76.39
38.1	6.71	1.07	17.902	198.076	38.1	158	2018-08-17T12:21:17.782547133Z	18.08	cassandra-001	76.39
38.1	4.17	1.18	16.119	197.251	38.1	159	2018-08-17T12:21:24.789314681Z	1.07	cassandra-001	76.39
38.1	4.17	1.07	36.634	399.092	38.1	160	2018-08-17T12:21:31.795604021Z	1.18	cassandra-001	76.39
38.1	3.98	1.17	17.122	198.621	38.1	161	2018-08-17T12:21:38.803108826Z	1.07	cassandra-001	76.4
38.1	3.96	18.04	33.372	400.356	38.1	162	2018-08-17T12:21:45.81032633Z	1.17	cassandra-001	76.4
38.1	6.77	1.11	19.985	202.02	38.1	163	2018-08-17T12:21:52.816828938Z	18.04	cassandra-001	76.4
38.1	3.94	1.17	23.338	207.465	38.1	164	2018-08-17T12:21:59.828853866Z	1.11	cassandra-001	76.4
38.1	3.96	1.17	37.726	407.816	38.1	165	2018-08-17T12:22:06.837112284Z	1.17	cassandra-001	76.4
38.1	3.96	1.23	21.674	205.85	38.1	166	2018-08-17T12:22:13.843608868Z	1.17	cassandra-001	76.4
38.1	3.98	19.57	41.301	410.444	38.1	166	2018-08-17T12:22:20.852439432Z	1.23	cassandra-001	76.4
38.1	7.05	1.16	22.294	210.243	38.1	167	2018-08-17T12:22:27.859041268Z	19.57	cassandra-001	76.4
38.1	4.24	1.05	20.34	207.745	38.1	168	2018-08-17T12:22:34.869260432Z	1.16	cassandra-001	76.4
38.1	4.23	1.08	42.052	424.369	38.1	169	2018-08-17T12:22:41.877636421Z	1.05	cassandra-001	76.41
38.1	4.21	1.26	22.108	212.051	38.1	170	2018-08-17T12:22:48.886647236Z	1.08	cassandra-001	76.41
38.1	4.23	16.64	42.591	429.798	38.1	171	2018-08-17T12:22:55.892629553Z	1.26	cassandra-001	76.41
38.1	6.79	1.26	19.256	216.147	38.1	172	2018-08-17T12:23:02.90013423Z	16.64	cassandra-001	76.41
38.1	3.74	1.22	21.302	212.619	38.1	173	2018-08-17T12:23:09.906671708Z	1.26	cassandra-001	76.41
38.1	3.75	1.09	44.266	429.468	38.1	173	2018-08-17T12:23:16.912934943Z	1.22	cassandra-001	76.41
38.1	3.76	1.24	22.383	216.206	38.1	174	2018-08-17T12:23:23.919802939Z	1.09	cassandra-001	76.41
38.1	3.79	16.66	49.98	442.651	38.1	175	2018-08-17T12:23:30.927030815Z	1.24	cassandra-001	76.41
