memory_rss%	host_moving_avg_cpu	container_cpu%	net_send	net_receive	memory_active_anon%	sensor_count	timestamp	host_cpu	name	memory%
15.93	nan	3.51	11172281.688	10430798.321	15.93	2	2018-08-17T07:29:50.33211718Z	0	kafka-001	51.03
15.93	nan	3.98	40.007	38.957	15.93	7	2018-08-17T07:29:57.344160976Z	3.51	kafka-001	51.03
15.93	nan	4.14	51.977	60.539	15.93	11	2018-08-17T07:30:04.356302771Z	3.98	kafka-001	51.03
15.93	nan	6.13	92.378	81.926	15.93	15	2018-08-17T07:30:11.367947426Z	4.14	kafka-001	51.03
15.93	nan	7.07	80.489	94.097	15.93	19	2018-08-17T07:30:18.379487869Z	6.13	kafka-001	51.03
15.93	4.14	7.6	132.678	112.472	15.93	23	2018-08-17T07:30:25.395818802Z	7.07	kafka-001	51.03
15.93	5.4	7.78	114.654	128.653	15.93	26	2018-08-17T07:30:32.409753277Z	7.6	kafka-001	51.03
15.93	6.12	8.79	118.69	139.424	15.93	29	2018-08-17T07:30:39.420561062Z	7.78	kafka-001	51.03
15.93	6.92	9.83	184.769	155.551	15.93	32	2018-08-17T07:30:46.430869553Z	8.79	kafka-001	51.03
15.93	7.87	10.75	139.008	165.633	15.93	35	2018-08-17T07:30:53.441116465Z	9.83	kafka-001	51.04
15.93	8.64	10.86	210.03	177.554	15.93	37	2018-08-17T07:31:00.453409441Z	10.75	kafka-001	51.04
15.93	9.27	10.11	154.023	182.933	15.93	40	2018-08-17T07:31:07.466178476Z	10.86	kafka-001	51.04
15.93	9.69	11.65	161.685	194.057	15.93	42	2018-08-17T07:31:14.477237708Z	10.11	kafka-001	51.04
15.93	10.33	11.85	250.374	204.308	15.93	44	2018-08-17T07:31:21.488118599Z	11.65	kafka-001	51.04
15.93	10.84	12.05	174.51	205.987	15.93	47	2018-08-17T07:31:28.500906197Z	11.85	kafka-001	51.04
15.93	11.21	20.87	269.202	220.354	15.93	49	2018-08-17T07:31:35.517510686Z	12.05	kafka-001	51.04
15.93	12.9	11.79	187.979	224.549	15.93	51	2018-08-17T07:31:42.528300595Z	20.87	kafka-001	51.04
15.93	13.05	13.52	197.334	230.951	15.93	53	2018-08-17T07:31:49.541252909Z	11.79	kafka-001	51.04
15.93	13.62	13.88	299.339	244.832	15.93	55	2018-08-17T07:31:56.55090499Z	13.52	kafka-001	51.04
15.93	13.99	16.04	207.201	249.997	15.93	57	2018-08-17T07:32:03.562461639Z	13.88	kafka-001	51.05
15.93	14.69	16.57	321.316	261.656	15.93	59	2018-08-17T07:32:10.573862241Z	16.04	kafka-001	51.05
15.93	15.44	15.4	217.404	266.217	15.93	61	2018-08-17T07:32:17.5853808Z	16.57	kafka-001	51.05
15.93	14.53	15.98	226.808	271.303	15.93	62	2018-08-17T07:32:24.59480332Z	15.4	kafka-001	51.05
15.93	15.23	16.84	345.306	282.176	15.93	64	2018-08-17T07:32:31.606839984Z	15.98	kafka-001	51.06
15.93	15.78	16.01	240.418	284.893	15.93	66	2018-08-17T07:32:38.61750804Z	16.84	kafka-001	51.06
15.93	16.14	18.29	362.148	294.644	15.93	67	2018-08-17T07:32:45.62797711Z	16.01	kafka-001	51.06
15.93	16.52	17.15	251.258	296.505	15.93	69	2018-08-17T07:32:52.639776809Z	18.29	kafka-001	51.06
15.93	16.61	17.59	258.826	310.323	15.93	71	2018-08-17T07:32:59.650785004Z	17.15	kafka-001	51.06
15.93	16.98	19.07	391.006	321.556	15.93	73	2018-08-17T07:33:06.662352338Z	17.59	kafka-001	51.07
15.93	17.49	19.86	271.356	325.695	15.93	74	2018-08-17T07:33:13.673506697Z	19.07	kafka-001	51.07
15.93	18.0	22.61	414.426	340.108	15.93	76	2018-08-17T07:33:20.684254999Z	19.86	kafka-001	51.07
15.93	19.09	19.15	282.75	337.283	15.93	77	2018-08-17T07:33:27.695355139Z	22.61	kafka-001	51.07
15.93	19.24	20.6	279.644	342.433	15.93	79	2018-08-17T07:33:34.704188211Z	19.15	kafka-001	51.07
15.93	19.81	19.99	440.34	355.534	15.93	81	2018-08-17T07:33:41.716769936Z	20.6	kafka-001	51.08
15.93	20.21	22.08	297.266	355.303	15.93	82	2018-08-17T07:33:48.731385602Z	19.99	kafka-001	51.08
15.93	20.71	22.12	447.664	364.794	15.93	84	2018-08-17T07:33:55.751869775Z	22.08	kafka-001	51.08
15.93	21.09	22.01	313.046	374.641	15.93	85	2018-08-17T07:34:02.763193498Z	22.12	kafka-001	51.08
15.93	20.99	22.26	312.058	378.117	15.93	87	2018-08-17T07:34:09.774885429Z	22.01	kafka-001	51.09
15.93	21.51	21.88	471.038	380.194	15.93	88	2018-08-17T07:34:16.787128089Z	22.26	kafka-001	51.09
15.93	21.72	23.68	324.936	394.349	15.93	90	2018-08-17T07:34:23.799011711Z	21.88	kafka-001	51.09
15.93	22.34	31.85	482.276	397.118	15.93	91	2018-08-17T07:34:30.813297765Z	23.68	kafka-001	51.1
15.93	23.97	23.25	335.77	403.531	15.93	92	2018-08-17T07:34:37.824543341Z	31.85	kafka-001	51.1
15.93	24.15	31.4	335.414	401.471	15.93	94	2018-08-17T07:34:44.835870605Z	23.25	kafka-001	51.1
15.93	25.72	22.88	509.273	412.736	15.93	95	2018-08-17T07:34:51.846580962Z	31.4	kafka-001	51.1
15.93	25.82	24.91	346.952	416.532	15.93	97	2018-08-17T07:34:58.858123742Z	22.88	kafka-001	51.1
15.93	26.33	23.92	525.266	428.753	15.93	98	2018-08-17T07:35:05.871424093Z	24.91	kafka-001	51.11
15.93	26.37	25.41	347.992	419.087	15.93	99	2018-08-17T07:35:12.881397595Z	23.92	kafka-001	51.11
15.93	25.3	22.63	354.088	424.531	15.93	101	2018-08-17T07:35:19.892940373Z	25.41	kafka-001	51.11
