memory_rss%	host_moving_avg_cpu	container_cpu%	net_send	net_receive	memory_active_anon%	sensor_count	timestamp	host_cpu	name	memory%
38.11	nan	1.1	442930.335	1765221.77	38.11	2	2018-08-17T09:02:54.219769305Z	0	cassandra-001	75.9
38.11	nan	1.07	1.356	8.663	38.11	7	2018-08-17T09:03:01.226593356Z	1.1	cassandra-001	75.9
38.12	nan	1.37	1.554	10.695	38.12	10	2018-08-17T09:03:08.23306387Z	1.07	cassandra-001	75.9
38.12	nan	6.85	4.437	32.058	38.12	14	2018-08-17T09:03:15.241259414Z	1.37	cassandra-001	75.9
38.12	nan	1.21	2.554	20.302	38.12	18	2018-08-17T09:03:22.251819483Z	6.85	cassandra-001	75.9
38.12	1.93	1.07	3.134	23.111	38.12	21	2018-08-17T09:03:29.25846392Z	1.21	cassandra-001	75.9
38.12	2.11	1.05	6.146	55.371	38.12	24	2018-08-17T09:03:36.265847084Z	1.07	cassandra-001	75.9
38.12	2.1	1.33	3.487	32.093	38.12	28	2018-08-17T09:03:43.272055493Z	1.05	cassandra-001	75.9
38.12	2.15	8.73	8.82	72.633	38.12	30	2018-08-17T09:03:50.277852404Z	1.33	cassandra-001	75.9
38.12	3.37	1.02	3.762	38.672	38.12	33	2018-08-17T09:03:57.285637196Z	8.73	cassandra-001	75.9
38.12	2.4	1.09	4.844	42.376	38.12	36	2018-08-17T09:04:04.292514719Z	1.02	cassandra-001	75.9
38.12	2.38	1.22	9.58	91.922	38.12	38	2018-08-17T09:04:11.299878715Z	1.09	cassandra-001	75.91
38.12	2.41	1.19	5.105	48.907	38.12	41	2018-08-17T09:04:18.30981686Z	1.22	cassandra-001	75.9
38.12	2.43	6.36	11.648	105.712	38.12	43	2018-08-17T09:04:25.316993746Z	1.19	cassandra-001	75.91
38.12	3.27	1.22	6.252	55.929	38.12	45	2018-08-17T09:04:32.324919991Z	6.36	cassandra-001	75.91
38.12	2.02	1.3	6.278	56.626	38.12	47	2018-08-17T09:04:39.333784626Z	1.22	cassandra-001	75.91
38.12	2.06	1.19	10.811	117.248	38.12	49	2018-08-17T09:04:46.344509695Z	1.3	cassandra-001	75.91
38.12	2.08	1.23	7.398	58.674	38.12	51	2018-08-17T09:04:53.352332333Z	1.19	cassandra-001	75.91
38.12	2.08	9.83	14.86	133.987	38.12	53	2018-08-17T09:05:00.360547776Z	1.23	cassandra-001	75.91
38.12	3.52	1.23	7.898	68.722	38.12	55	2018-08-17T09:05:07.367950029Z	9.83	cassandra-001	75.91
38.12	2.67	1.23	8.121	71.718	38.12	57	2018-08-17T09:05:14.378204604Z	1.23	cassandra-001	75.91
38.12	2.67	1.15	17.232	144.809	38.12	59	2018-08-17T09:05:21.386232856Z	1.23	cassandra-001	75.91
38.12	2.64	1.14	8.622	73.49	38.12	61	2018-08-17T09:05:28.394021443Z	1.15	cassandra-001	75.91
38.12	2.64	7.68	15.262	151.91	38.12	63	2018-08-17T09:05:35.402785045Z	1.14	cassandra-001	75.91
38.12	3.71	2.21	9.227	80.38	38.12	65	2018-08-17T09:05:42.411227741Z	7.68	cassandra-001	75.92
38.12	2.44	1.34	9.966	82.289	38.12	66	2018-08-17T09:05:49.420391922Z	2.21	cassandra-001	75.91
38.12	2.46	1.13	17.568	167.815	38.12	68	2018-08-17T09:05:56.429652012Z	1.34	cassandra-001	75.91
38.12	2.44	1.39	9.186	85.644	38.12	70	2018-08-17T09:06:03.437310203Z	1.13	cassandra-001	75.91
38.12	2.48	8.51	20.284	179.122	38.12	72	2018-08-17T09:06:10.447586462Z	1.39	cassandra-001	75.92
38.12	3.71	1.2	10.451	92.608	38.12	73	2018-08-17T09:06:17.454478769Z	8.51	cassandra-001	75.92
38.11	2.63	103.18	8.854	87.089	38.11	75	2018-08-17T09:06:24.462588229Z	1.2	cassandra-001	75.78
38.11	19.46	1.22	19.33	189.95	38.11	77	2018-08-17T09:06:31.470152387Z	103.18	cassandra-001	75.58
38.11	19.44	1.23	11.466	98.229	38.11	78	2018-08-17T09:06:38.481171694Z	1.22	cassandra-001	75.58
38.11	19.46	11.53	22.719	200.403	38.11	80	2018-08-17T09:06:45.491706274Z	1.23	cassandra-001	75.58
38.11	21.15	1.14	8.97	99.086	38.11	81	2018-08-17T09:06:52.499345032Z	11.53	cassandra-001	75.58
38.11	19.92	1.01	8.666	102.439	38.11	83	2018-08-17T09:06:59.506874155Z	1.14	cassandra-001	75.58
38.11	19.89	1.39	20.894	209.06	38.11	84	2018-08-17T09:07:06.513213005Z	1.01	cassandra-001	75.58
38.11	2.92	1.38	9.931	104.955	38.11	86	2018-08-17T09:07:13.519821416Z	1.39	cassandra-001	75.58
38.11	2.95	14.74	19.334	210.757	38.11	87	2018-08-17T09:07:20.527846109Z	1.38	cassandra-001	75.58
38.11	5.2	1.18	11.62	111.254	38.11	89	2018-08-17T09:07:27.535754417Z	14.74	cassandra-001	75.58
38.11	3.47	1.11	12.834	112.596	38.11	90	2018-08-17T09:07:34.54637702Z	1.18	cassandra-001	75.58
38.11	3.47	2.09	26.907	229.599	38.11	92	2018-08-17T09:07:41.553734285Z	1.11	cassandra-001	75.58
38.11	3.65	1.13	12.648	115.04	38.11	93	2018-08-17T09:07:48.560640033Z	2.09	cassandra-001	75.58
38.11	3.61	11.47	24.978	238.914	38.11	94	2018-08-17T09:07:55.570698019Z	1.13	cassandra-001	75.58
38.11	5.29	1.23	12.396	118.548	38.11	96	2018-08-17T09:08:02.578712433Z	11.47	cassandra-001	75.58
38.11	3.04	1.25	11.762	119.352	38.11	97	2018-08-17T09:08:09.587059197Z	1.23	cassandra-001	75.58
38.11	3.05	1.11	25.225	246.377	38.11	98	2018-08-17T09:08:16.599563395Z	1.25	cassandra-001	75.58
38.11	3.05	1.38	9.847	121.004	38.11	100	2018-08-17T09:08:23.609242694Z	1.11	cassandra-001	75.58
38.11	2.93	12.23	20.934	245.8	38.11	101	2018-08-17T09:08:30.615756188Z	1.38	cassandra-001	75.58
38.11	4.78	1.12	14.73	128.703	38.11	102	2018-08-17T09:08:37.623716337Z	12.23	cassandra-001	75.59
38.11	3.05	1.11	11.891	128.105	38.11	104	2018-08-17T09:08:44.630055387Z	1.12	cassandra-001	75.58
38.11	3.03	1.31	27.61	262.706	38.11	105	2018-08-17T09:08:51.638253357Z	1.11	cassandra-001	75.59
38.11	3.04	1.16	12.326	128.673	38.11	106	2018-08-17T09:08:58.64906448Z	1.31	cassandra-001	75.59
38.11	3.05	19.76	25.72	265.295	38.11	108	2018-08-17T09:09:05.657767209Z	1.16	cassandra-001	75.59
38.11	6.12	1.12	14.687	135.031	38.11	109	2018-08-17T09:09:12.666208146Z	19.76	cassandra-001	75.59
38.11	4.26	1.14	15.07	135.111	38.11	110	2018-08-17T09:09:19.6747162Z	1.12	cassandra-001	75.59
38.11	4.27	1.03	22.694	275.054	38.11	111	2018-08-17T09:09:26.683016772Z	1.14	cassandra-001	75.59
38.11	4.25	1.22	12.706	140.214	38.11	113	2018-08-17T09:09:33.691725582Z	1.03	cassandra-001	75.59
38.11	4.24	12.54	23.062	278.683	38.11	114	2018-08-17T09:09:40.700056563Z	1.22	cassandra-001	75.59
38.11	6.14	1.14	13.259	138.844	38.11	115	2018-08-17T09:09:47.707927053Z	12.54	cassandra-001	75.59
38.11	3.03	1.1	14.104	144.707	38.11	116	2018-08-17T09:09:54.7162973Z	1.14	cassandra-001	75.59
38.11	3.03	1.05	34.688	294.655	38.11	117	2018-08-17T09:10:01.722796825Z	1.1	cassandra-001	75.59
38.11	3.01	1.03	18.274	149.746	38.11	119	2018-08-17T09:10:08.730138768Z	1.05	cassandra-001	75.6
38.11	3.01	14.75	34.237	297.713	38.11	120	2018-08-17T09:10:15.737919321Z	1.03	cassandra-001	75.6
38.11	5.27	1.17	17.996	151.714	38.11	121	2018-08-17T09:10:22.746901865Z	14.75	cassandra-001	75.6
38.11	3.37	0.97	18.682	153.27	38.11	122	2018-08-17T09:10:29.758584779Z	1.17	cassandra-001	75.6
38.11	3.34	1.27	36.624	311.872	38.11	123	2018-08-17T09:10:36.771798838Z	0.97	cassandra-001	75.6
38.11	3.37	1.2	19.235	158.438	38.11	124	2018-08-17T09:10:43.780384862Z	1.27	cassandra-001	75.6
38.11	3.4	14.4	31.672	312.721	38.11	125	2018-08-17T09:10:50.787217954Z	1.2	cassandra-001	75.6
38.11	5.63	1.14	15.38	158.294	38.11	126	2018-08-17T09:10:57.796741302Z	14.4	cassandra-001	75.6
38.11	3.36	1.21	16.832	157.681	38.11	127	2018-08-17T09:11:04.804402694Z	1.14	cassandra-001	75.6
38.11	3.36	2.63	31.273	320.902	38.11	129	2018-08-17T09:11:11.811651187Z	1.21	cassandra-001	75.6
38.11	3.64	1.12	17.636	163.911	38.11	130	2018-08-17T09:11:18.819792798Z	2.63	cassandra-001	75.6
38.11	3.62	12.74	27.84	324.526	38.11	131	2018-08-17T09:11:25.826448677Z	1.12	cassandra-001	75.61
38.11	5.54	1.19	16.632	166.898	38.11	132	2018-08-17T09:11:32.833584196Z	12.74	cassandra-001	75.61
38.11	3.34	1.29	14.678	162.314	38.11	133	2018-08-17T09:11:39.84055167Z	1.19	cassandra-001	75.61
38.11	3.36	1.2	28.299	332.294	38.11	134	2018-08-17T09:11:46.849698941Z	1.29	cassandra-001	75.61
38.11	3.36	1.29	17.238	169.968	38.11	135	2018-08-17T09:11:53.861436698Z	1.2	cassandra-001	75.61
38.11	3.14	16.5	31.096	338.86	38.11	136	2018-08-17T09:12:00.868072425Z	1.29	cassandra-001	75.61
38.11	5.7	1.36	13.924	168.883	38.11	137	2018-08-17T09:12:07.878115032Z	16.5	cassandra-001	75.61
38.11	3.8	2.87	13.857	170.183	38.11	138	2018-08-17T09:12:14.886226055Z	1.36	cassandra-001	75.61
38.11	4.08	1.2	30.526	342.49	38.11	139	2018-08-17T09:12:21.893681159Z	2.87	cassandra-001	75.61
38.11	4.07	1.09	13.87	171.817	38.11	140	2018-08-17T09:12:28.90271192Z	1.2	cassandra-001	75.61
38.11	4.05	15.05	32.834	348.717	38.11	141	2018-08-17T09:12:35.913053056Z	1.09	cassandra-001	75.62
38.11	6.34	1.13	16.865	177.567	38.11	142	2018-08-17T09:12:42.921653023Z	15.05	cassandra-001	75.62
38.11	3.78	1.08	13.288	176.958	38.11	143	2018-08-17T09:12:49.93009499Z	1.13	cassandra-001	75.62
38.11	3.74	1.27	30.522	356.683	38.11	144	2018-08-17T09:12:56.941343806Z	1.08	cassandra-001	75.62
38.11	3.47	1.17	15.122	180.539	38.11	145	2018-08-17T09:13:03.951379297Z	1.27	cassandra-001	75.62
38.11	3.46	15.12	30.652	360.813	38.11	146	2018-08-17T09:13:10.958076489Z	1.17	cassandra-001	75.62
38.11	5.8	1.21	21.232	180.998	38.11	147	2018-08-17T09:13:17.967650365Z	15.12	cassandra-001	75.62
38.11	3.5	1.1	17.774	184.747	38.11	148	2018-08-17T09:13:24.975124775Z	1.21	cassandra-001	75.62
38.11	3.49	1.13	32.168	364.194	38.11	149	2018-08-17T09:13:31.984103858Z	1.1	cassandra-001	75.62
38.11	3.5	1.12	16.77	185.973	38.11	150	2018-08-17T09:13:38.991773519Z	1.13	cassandra-001	75.62
38.11	3.47	15.34	37.327	381.137	38.11	151	2018-08-17T09:13:46.000018237Z	1.12	cassandra-001	75.63
