memory_rss%	host_moving_avg_cpu	container_cpu%	net_send	net_receive	memory_active_anon%	sensor_count	timestamp	host_cpu	name	memory%
15.93	nan	3.19	10488745.985	9733657.038	15.93	2	2018-08-17T05:56:05.889118265Z	0	kafka-001	46.22
15.93	nan	3.59	32.924	39.658	15.93	7	2018-08-17T05:56:12.901969814Z	3.19	kafka-001	46.22
15.93	nan	4.64	38.674	61.35	15.93	11	2018-08-17T05:56:19.918977063Z	3.59	kafka-001	46.22
15.93	nan	6.71	46.129	77.471	15.93	15	2018-08-17T05:56:26.931575864Z	4.64	kafka-001	46.22
15.93	nan	6.9	138.122	89.649	15.93	18	2018-08-17T05:56:33.943083414Z	6.71	kafka-001	46.22
15.93	4.17	7.45	221.192	112.065	15.93	21	2018-08-17T05:56:40.95376773Z	6.9	kafka-001	46.22
15.93	5.41	7.15	107.838	123.683	15.93	24	2018-08-17T05:56:47.96585621Z	7.45	kafka-001	46.22
15.93	6.07	7.65	115.776	132.949	15.93	27	2018-08-17T05:56:54.979140146Z	7.15	kafka-001	46.22
15.93	6.75	16.44	176.849	147.282	15.93	30	2018-08-17T05:57:01.990736515Z	7.65	kafka-001	46.22
15.93	8.72	9.68	133.679	158.449	15.93	33	2018-08-17T05:57:09.001961767Z	16.44	kafka-001	46.22
15.93	9.21	10.79	210.958	168.324	15.93	35	2018-08-17T05:57:16.013347479Z	9.68	kafka-001	46.23
15.93	9.86	10.04	148.197	166.225	15.93	38	2018-08-17T05:57:23.025540194Z	10.79	kafka-001	46.23
15.93	10.29	11.75	155.058	181.17	15.93	40	2018-08-17T05:57:30.037402598Z	10.04	kafka-001	46.23
15.93	11.06	11.75	236.351	193.997	15.93	42	2018-08-17T05:57:37.04831825Z	11.75	kafka-001	46.23
15.93	11.74	13.22	174.215	200.649	15.93	45	2018-08-17T05:57:44.059973885Z	11.75	kafka-001	46.23
15.93	11.2	10.73	267.802	212.658	15.93	47	2018-08-17T05:57:51.070516296Z	13.22	kafka-001	46.23
15.93	11.38	12.06	188.192	216.209	15.93	49	2018-08-17T05:57:58.081758029Z	10.73	kafka-001	46.23
15.93	11.59	13.82	272.954	214.738	15.93	51	2018-08-17T05:58:05.094198914Z	12.06	kafka-001	46.23
15.93	12.22	13.73	194.22	225.599	15.93	53	2018-08-17T05:58:12.105460216Z	13.82	kafka-001	46.24
