memory_rss%	host_moving_avg_cpu	container_cpu%	net_send	net_receive	memory_active_anon%	sensor_count	timestamp	host_cpu	name	memory%
15.92	nan	3.2	12533225.302	11825834.518	15.92	3	2018-08-17T10:36:21.183232309Z	0	kafka-001	60.61
15.92	nan	3.77	40.209	42.745	15.92	7	2018-08-17T10:36:28.193979906Z	3.2	kafka-001	60.62
15.92	nan	5.43	75.106	65.188	15.92	12	2018-08-17T10:36:35.205808249Z	3.77	kafka-001	60.62
15.92	nan	5.4	70.121	81.549	15.92	16	2018-08-17T10:36:42.219141913Z	5.43	kafka-001	60.62
15.92	nan	6.68	83.582	98.973	15.92	19	2018-08-17T10:36:49.231002007Z	5.4	kafka-001	60.62
15.92	4.08	7.33	130.672	113.686	15.92	23	2018-08-17T10:36:56.242534294Z	6.68	kafka-001	60.62
15.92	5.3	8.91	107.354	127.139	15.92	26	2018-08-17T10:37:03.254112051Z	7.33	kafka-001	60.62
15.92	6.25	20.28	163.033	137.578	15.92	29	2018-08-17T10:37:10.265566266Z	8.91	kafka-001	60.62
15.92	9.0	9.34	128.309	151.711	15.92	32	2018-08-17T10:37:17.27627455Z	20.28	kafka-001	60.62
15.92	9.66	10.05	134.65	162.889	15.92	35	2018-08-17T10:37:24.287594283Z	9.34	kafka-001	60.62
15.92	10.43	11.04	205.987	171.454	15.92	37	2018-08-17T10:37:31.299131868Z	10.05	kafka-001	60.62
15.92	11.16	11.62	153.281	180.761	15.92	40	2018-08-17T10:37:38.310723356Z	11.04	kafka-001	60.62
15.92	11.87	12.13	233.698	193.076	15.92	42	2018-08-17T10:37:45.324293999Z	11.62	kafka-001	60.62
15.92	12.41	12.05	171.232	202.645	15.92	45	2018-08-17T10:37:52.335222358Z	12.13	kafka-001	60.62
15.92	11.04	12.64	176.022	209.637	15.92	47	2018-08-17T10:37:59.347675112Z	12.05	kafka-001	60.63
15.92	11.59	12.79	269.86	219.81	15.92	49	2018-08-17T10:38:06.359034797Z	12.64	kafka-001	60.63
15.92	12.04	14.12	187.004	228.917	15.92	51	2018-08-17T10:38:13.370678034Z	12.79	kafka-001	60.63
15.92	12.56	15.42	296.246	240.954	15.92	53	2018-08-17T10:38:20.382843014Z	14.12	kafka-001	60.63
15.92	13.19	15.1	211.596	242.947	15.92	55	2018-08-17T10:38:27.394484647Z	15.42	kafka-001	60.63
15.92	13.69	11.78	211.248	243.997	15.92	57	2018-08-17T10:38:34.405343843Z	15.1	kafka-001	60.63
15.92	13.64	14.85	328.322	265.755	15.92	59	2018-08-17T10:38:41.428394468Z	11.78	kafka-001	60.64
15.92	14.01	14.78	228.492	271.512	15.92	61	2018-08-17T10:38:48.440176009Z	14.85	kafka-001	60.64
15.92	14.34	17.76	350.094	284.456	15.92	63	2018-08-17T10:38:55.451642016Z	14.78	kafka-001	60.64
15.92	14.95	16.87	239.164	287.629	15.92	65	2018-08-17T10:39:02.46198554Z	17.76	kafka-001	60.64
15.92	15.19	17.16	247.133	295.151	15.92	67	2018-08-17T10:39:09.474183701Z	16.87	kafka-001	60.64
