host_cpu	memory_rss%	container_cpu%	name	host_moving_avg_cpu	memory_active_anon%	timestamp	net_send	memory%	sensor_count	net_receive
1.8	15.95	1.67	kafka-001	1.85	15.95	2018-08-18T04:03:27.237630464Z	1.232	89.13	80	2.065
1.67	15.95	1.72	kafka-001	1.84	15.95	2018-08-18T04:03:34.250445557Z	1.052	89.13	81	1.865
1.72	15.95	1.61	kafka-001	1.88	15.95	2018-08-18T04:03:41.265675372Z	1.682	89.13	82	2.922
1.61	15.95	2.44	kafka-001	1.81	15.95	2018-08-18T04:03:48.289692567Z	1.318	89.13	84	2.209
2.44	15.95	2.04	kafka-001	1.92	15.95	2018-08-18T04:03:55.302670956Z	1.94	89.13	85	2.928
2.04	15.95	1.58	kafka-001	1.88	15.95	2018-08-18T04:04:02.313674418Z	1.752	89.13	87	2.681
1.58	15.95	1.45	kafka-001	1.84	15.95	2018-08-18T04:04:09.3223091Z	1.536	89.13	88	2.485
1.45	15.95	1.69	kafka-001	1.81	15.95	2018-08-18T04:04:16.332734585Z	1.581	89.13	89	2.666
1.69	15.95	2.47	kafka-001	1.8	15.95	2018-08-18T04:04:23.3443409Z	1.138	89.13	91	2.009
2.47	15.95	1.75	kafka-001	1.94	15.95	2018-08-18T04:04:30.356934843Z	1.682	89.13	92	2.922
1.75	15.95	1.52	kafka-001	1.83	15.95	2018-08-18T04:04:37.368619844Z	1.36	89.13	94	2.251
1.52	15.95	1.58	kafka-001	1.74	15.95	2018-08-18T04:04:44.379587147Z	0.966	89.13	95	1.721
1.58	15.95	1.72	kafka-001	1.74	15.95	2018-08-18T04:04:51.389902168Z	1.682	89.13	96	2.922
1.72	15.95	2.83	kafka-001	1.79	15.95	2018-08-18T04:04:58.403703245Z	1.404	89.13	98	2.353
2.83	15.95	1.85	kafka-001	1.98	15.95	2018-08-18T04:05:05.413184914Z	1.69	89.13	99	2.954
1.85	15.95	1.64	kafka-001	1.87	15.95	2018-08-18T04:05:12.423364309Z	1.728	89.13	100	2.657
1.64	15.95	1.6	kafka-001	1.86	15.95	2018-08-18T04:05:19.430982056Z	1.866	89.13	102	2.815
1.6	15.95	1.63	kafka-001	1.87	15.95	2018-08-18T04:05:26.442107381Z	1.49	89.13	103	2.556
1.63	15.95	2.39	kafka-001	1.88	15.95	2018-08-18T04:05:33.451683031Z	1.138	89.13	104	2.009
2.39	15.95	1.79	kafka-001	1.99	15.95	2018-08-18T04:05:40.464400272Z	1.682	89.13	105	2.922
1.79	15.95	1.61	kafka-001	1.82	15.95	2018-08-18T04:05:47.473178217Z	1.318	89.13	106	2.209
1.61	15.95	1.46	kafka-001	1.78	15.95	2018-08-18T04:05:54.483936926Z	1.008	89.13	108	1.763
1.46	15.95	1.7	kafka-001	1.75	15.95	2018-08-18T04:06:01.495085929Z	1.682	89.13	109	2.922
1.7	15.95	2.68	kafka-001	1.76	15.95	2018-08-18T04:06:08.507591154Z	1.482	89.13	110	2.353
2.68	15.95	1.94	kafka-001	1.94	15.95	2018-08-18T04:06:15.52110278Z	1.338	89.13	111	2.346
1.94	15.95	1.47	kafka-001	1.86	15.95	2018-08-18T04:06:22.533030839Z	1.356	89.13	112	2.285
1.47	15.95	1.48	kafka-001	1.81	15.95	2018-08-18T04:06:29.544522769Z	2.06	89.13	114	3.067
1.48	15.95	1.61	kafka-001	1.79	15.95	2018-08-18T04:06:36.556003068Z	1.734	89.13	115	2.742
1.61	15.95	2.44	kafka-001	1.81	15.95	2018-08-18T04:06:43.5698735Z	1.138	89.13	116	2.009
2.44	15.95	1.84	kafka-001	1.94	15.95	2018-08-18T04:06:50.58241792Z	1.682	89.13	117	2.922
1.84	15.95	1.59	kafka-001	1.8	15.95	2018-08-18T04:06:57.594355454Z	1.36	89.13	118	2.251
1.59	15.95	1.45	kafka-001	1.74	15.95	2018-08-18T04:07:04.605699663Z	0.966	89.13	119	1.721
1.45	15.95	1.59	kafka-001	1.73	15.95	2018-08-18T04:07:11.618153886Z	1.682	89.13	120	2.922
1.59	15.95	2.27	kafka-001	1.75	15.95	2018-08-18T04:07:18.630280616Z	1.404	89.13	121	2.353
2.27	15.95	2.25	kafka-001	1.86	15.95	2018-08-18T04:07:25.644444551Z	1.424	89.13	123	2.49
2.25	15.95	1.56	kafka-001	1.83	15.95	2018-08-18T04:07:32.656728633Z	1.18	89.13	124	2.051
1.56	15.95	1.53	kafka-001	1.78	15.95	2018-08-18T04:07:39.668766033Z	1.82	89.13	125	2.827
1.53	15.95	1.73	kafka-001	1.77	15.95	2018-08-18T04:07:46.68028271Z	1.886	89.13	126	2.952
1.73	15.95	2.38	kafka-001	1.82	15.95	2018-08-18T04:07:53.692568753Z	1.316	89.13	127	2.129
2.38	15.95	1.89	kafka-001	1.95	15.95	2018-08-18T04:08:00.705693122Z	1.724	89.13	128	2.964
1.89	15.95	1.66	kafka-001	1.89	15.95	2018-08-18T04:08:07.718654965Z	1.318	89.13	129	2.209
1.66	15.95	1.56	kafka-001	1.79	15.95	2018-08-18T04:08:14.731319221Z	0.966	89.13	130	1.721
1.56	15.95	1.58	kafka-001	1.79	15.95	2018-08-18T04:08:21.744512878Z	1.682	89.13	131	2.922
1.58	15.95	2.43	kafka-001	1.8	15.95	2018-08-18T04:08:28.758213523Z	1.446	89.13	132	2.395
2.43	15.95	2.06	kafka-001	1.92	15.95	2018-08-18T04:08:35.773825074Z	1.424	89.13	133	2.49
2.06	15.95	1.57	kafka-001	1.86	15.95	2018-08-18T04:08:42.785613763Z	1.138	89.13	134	2.009
1.57	15.95	1.5	kafka-001	1.81	15.95	2018-08-18T04:08:49.799758589Z	1.49	89.13	135	2.497
1.5	15.95	1.7	kafka-001	1.78	15.95	2018-08-18T04:08:56.812942005Z	2.448	89.13	136	3.973
1.7	15.95	2.31	kafka-001	1.81	15.95	2018-08-18T04:09:03.824276661Z	1.902	89.13	137	3.069
2.31	15.95	1.91	kafka-001	1.93	15.95	2018-08-18T04:09:10.835768819Z	2.022	89.13	138	3.596
1.91	15.95	1.59	kafka-001	1.84	15.95	2018-08-18T04:09:17.848224989Z	1.683	89.13	139	2.927
1.59	15.95	1.6	kafka-001	1.76	15.95	2018-08-18T04:09:24.862338367Z	1.482	89.13	140	2.649
1.6	15.95	1.68	kafka-001	1.77	15.95	2018-08-18T04:09:31.875892184Z	1.804	89.13	141	3.32
1.68	15.95	2.26	kafka-001	1.8	15.95	2018-08-18T04:09:38.889190908Z	1.612	89.13	141	2.895
2.26	15.95	2.31	kafka-001	1.89	15.95	2018-08-18T04:09:45.903374807Z	1.632	89.13	141	3.032
2.31	15.95	1.55	kafka-001	1.89	15.95	2018-08-18T04:09:52.914808319Z	1.568	89.13	141	2.793
1.55	15.95	1.48	kafka-001	1.83	15.95	2018-08-18T04:09:59.925638071Z	1.842	89.13	141	3.039
1.48	15.95	1.67	kafka-001	1.81	15.95	2018-08-18T04:10:06.936727817Z	1.49	89.13	141	2.556
1.67	15.95	2.51	kafka-001	1.82	15.95	2018-08-18T04:10:13.948230059Z	2.028	89.13	141	3.281
2.51	15.95	2.22	kafka-001	1.96	15.95	2018-08-18T04:10:20.96067926Z	2.67	89.13	141	4.034
2.22	15.95	1.49	kafka-001	1.96	15.95	2018-08-18T04:10:27.972652387Z	1.138	89.13	141	2.009
1.49	15.95	1.49	kafka-001	1.82	15.95	2018-08-18T04:10:34.985275082Z	1.232	89.13	141	2.065
1.49	15.95	1.72	kafka-001	1.81	15.95	2018-08-18T04:10:41.998297403Z	1.596	89.13	141	2.778
1.72	15.95	2.33	kafka-001	1.85	15.95	2018-08-18T04:10:49.012858092Z	1.224	89.13	141	2.153
2.33	15.95	1.71	kafka-001	1.96	15.95	2018-08-18T04:10:56.023727546Z	1.466	89.13	141	2.532
