host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
nan	cassandra-001	38.39	737087.187	2018-08-18T01:18:45.099231763Z	73.88	4699013.385	0	1.24	0	38.39
nan	cassandra-001	38.36	0.171	2018-08-18T01:18:52.104823163Z	73.88	0.141	1.24	1.84	0	38.39
nan	cassandra-001	38.39	0.0	2018-08-18T01:18:59.111007176Z	73.88	0.0	1.84	1.08	0	38.39
nan	cassandra-001	38.39	0.171	2018-08-18T01:19:06.117898069Z	73.88	0.141	1.08	1.06	0	38.39
nan	cassandra-001	38.39	0.0	2018-08-18T01:19:13.123350748Z	73.88	0.0	1.06	1.02	0	38.39
1.04	cassandra-001	38.39	0.0	2018-08-18T01:19:20.129342436Z	73.88	0.0	1.02	0.99	0	38.39
1.2	cassandra-001	38.39	0.171	2018-08-18T01:19:27.136027363Z	73.88	0.141	0.99	1.07	0	38.39
1.18	cassandra-001	38.39	0.0	2018-08-18T01:19:34.1429481Z	73.88	0.0	1.07	1.04	0	38.39
1.04	cassandra-001	38.39	0.171	2018-08-18T01:19:41.149066882Z	73.88	0.141	1.04	1.04	0	38.39
1.04	cassandra-001	38.39	0.0	2018-08-18T01:19:48.155871632Z	73.88	0.0	1.04	1.05	0	38.39
1.04	cassandra-001	38.39	0.171	2018-08-18T01:19:55.162283415Z	73.88	0.141	1.05	1.06	0	38.39
1.04	cassandra-001	38.39	0.0	2018-08-18T01:20:02.169472602Z	73.88	0.0	1.06	1.02	0	38.39
