host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
99.61	cassandra-001	38.2	0.0	2018-08-18T00:33:59.929287068Z	92.13	0.0	121.23	122.19	99	38.2
104.77	cassandra-001	38.2	0.171	2018-08-18T00:34:06.939147697Z	88.36	0.141	122.19	28.68	100	38.2
95.93	cassandra-001	38.19	0.0	2018-08-18T00:34:13.94740907Z	87.27	0.0	28.68	78.18	101	38.19
95.72	cassandra-001	38.19	0.171	2018-08-18T00:34:20.956863935Z	87.79	0.141	78.18	88.42	103	38.19
92.14	cassandra-001	38.19	0.0	2018-08-18T00:34:27.963069993Z	88.31	0.0	88.42	108.95	104	38.19
91.27	cassandra-001	38.19	0.171	2018-08-18T00:34:34.971825369Z	88.54	0.141	108.95	95.47	105	38.19
86.98	cassandra-001	38.19	0.0	2018-08-18T00:34:41.979388659Z	89.08	0.0	95.47	92.86	106	38.19
82.09	cassandra-001	38.19	0.0	2018-08-18T00:34:48.987446285Z	89.62	0.0	92.86	94.74	108	38.19
93.1	cassandra-001	38.2	0.171	2018-08-18T00:34:55.994787799Z	91.46	0.141	94.74	128.98	109	38.2
101.57	cassandra-001	38.2	0.171	2018-08-18T00:35:03.00165879Z	90.42	0.141	128.98	89.27	110	38.2
101.71	cassandra-001	38.2	0.0	2018-08-18T00:35:10.009272339Z	90.98	0.0	89.27	105.05	111	38.2
101.06	cassandra-001	38.2	0.0	2018-08-18T00:35:17.015961726Z	91.54	0.0	105.05	94.23	112	38.2
100.85	cassandra-001	38.2	0.171	2018-08-18T00:35:24.025781925Z	91.83	0.141	94.23	131.12	113	38.2
107.23	cassandra-001	38.2	0.0	2018-08-18T00:35:31.034244574Z	92.04	0.0	131.12	124.44	115	38.2
112.18	cassandra-001	38.2	0.171	2018-08-18T00:35:38.040518911Z	92.23	0.141	124.44	142.36	116	38.2
114.41	cassandra-001	38.2	0.0	2018-08-18T00:35:45.0479233Z	91.95	0.0	142.36	194.63	117	38.2
131.97	cassandra-001	38.25	0.171	2018-08-18T00:35:52.054762593Z	91.01	0.141	194.63	64.99	118	38.25
125.29	cassandra-001	38.25	0.0	2018-08-18T00:35:59.060722593Z	86.45	0.0	64.99	101.98	119	38.25
126.59	cassandra-001	38.27	0.171	2018-08-18T00:36:06.067664649Z	87.09	0.141	101.98	111.89	120	38.27
123.38	cassandra-001	38.25	0.0	2018-08-18T00:36:13.078002039Z	87.77	0.0	111.89	103.8	121	38.25
119.94	cassandra-001	38.25	0.0	2018-08-18T00:36:20.085666104Z	88.39	0.0	103.8	100.23	122	38.25
112.92	cassandra-001	38.24	0.171	2018-08-18T00:36:27.093951427Z	89.0	0.141	100.23	102.99	124	38.24
97.65	cassandra-001	38.27	0.171	2018-08-18T00:36:34.100793529Z	89.74	0.141	102.99	118.21	125	38.27
106.52	cassandra-001	38.34	0.0	2018-08-18T00:36:41.108405741Z	90.46	0.0	118.21	99.44	126	38.34
106.09	cassandra-001	38.33	0.0	2018-08-18T00:36:48.115045712Z	91.08	0.0	99.44	100.04	127	38.33
104.12	cassandra-001	38.33	0.171	2018-08-18T00:36:55.131729078Z	91.07	0.141	100.04	153.78	128	38.33
112.45	cassandra-001	38.33	0.0	2018-08-18T00:37:02.140496321Z	92.06	0.0	153.78	142.65	129	38.33
119.52	cassandra-001	38.33	0.171	2018-08-18T00:37:09.148322696Z	92.0	0.141	142.65	158.13	129	38.33
128.71	cassandra-001	38.33	0.0	2018-08-18T00:37:16.156074887Z	92.2	0.0	158.13	131.95	129	38.33
131.0	cassandra-001	38.27	0.171	2018-08-18T00:37:23.163382653Z	91.08	0.141	131.95	81.39	129	38.27
127.99	cassandra-001	38.3	0.0	2018-08-18T00:37:30.169606274Z	87.72	0.0	81.39	130.01	129	38.3
132.98	cassandra-001	38.3	0.171	2018-08-18T00:37:37.176247859Z	90.97	0.141	130.01	215.59	129	38.3
143.29	cassandra-001	38.3	0.0	2018-08-18T00:37:44.183942207Z	91.98	0.0	215.59	147.53	129	38.3
144.1	cassandra-001	38.31	0.171	2018-08-18T00:37:51.194662357Z	92.18	0.141	147.53	152.83	129	38.31
143.22	cassandra-001	38.31	0.0	2018-08-18T00:37:58.200714708Z	92.06	0.0	152.83	154.16	129	38.31
146.92	cassandra-001	38.3	0.171	2018-08-18T00:38:05.207393585Z	90.69	0.141	154.16	130.88	129	38.3
155.17	cassandra-001	38.29	0.0	2018-08-18T00:38:12.215326948Z	92.3	0.0	130.88	68.75	129	38.29
144.96	cassandra-001	38.29	0.0	2018-08-18T00:38:19.223365673Z	92.28	0.0	68.75	137.48	129	38.29
131.94	cassandra-001	38.29	0.171	2018-08-18T00:38:26.231317045Z	91.48	0.141	137.48	131.34	129	38.29
