host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
nan	cassandra-001	38.28	737225.829	2018-08-18T01:45:51.724160908Z	92.43	4699034.663	0	44.13	0	38.28
nan	cassandra-001	38.28	0.0	2018-08-18T01:45:58.734576656Z	92.72	0.0	44.13	33.16	0	38.28
nan	cassandra-001	38.27	0.0	2018-08-18T01:46:05.74816739Z	92.59	0.0	33.16	49.66	0	38.27
nan	cassandra-001	38.27	0.342	2018-08-18T01:46:12.76403575Z	92.62	0.282	49.66	30.19	0	38.27
nan	cassandra-001	38.27	0.0	2018-08-18T01:46:20.145013641Z	92.4	0.0	30.19	5.07	0	38.27
27.03	cassandra-001	38.27	0.0	2018-08-18T01:46:27.151809793Z	92.59	0.0	5.07	29.88	0	38.27
32.01	cassandra-001	38.27	0.0	2018-08-18T01:46:34.159517213Z	92.47	0.0	29.88	42.5	0	38.27
31.74	cassandra-001	38.27	0.342	2018-08-18T01:46:41.166118961Z	92.68	0.282	42.5	34.28	0	38.27
31.93	cassandra-001	38.27	0.0	2018-08-18T01:46:48.176457978Z	92.48	0.0	34.28	19.2	0	38.27
26.85	cassandra-001	38.27	0.0	2018-08-18T01:46:55.18349109Z	92.58	0.0	19.2	4.2	0	38.27
22.52	cassandra-001	38.27	0.0	2018-08-18T01:47:02.190137206Z	92.54	0.0	4.2	30.93	0	38.27
26.83	cassandra-001	38.27	0.0	2018-08-18T01:47:09.19819441Z	92.46	0.0	30.93	41.46	0	38.27
