host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
nan	kafka-001	15.93	18679576.815	2018-08-18T01:51:09.432634026Z	89.11	18155446.533	0	1.55	2	15.93
nan	kafka-001	15.93	2.062	2018-08-18T01:51:16.44657395Z	89.11	3.816	1.55	1.55	6	15.93
nan	kafka-001	15.93	1.44	2018-08-18T01:51:23.457784777Z	89.11	2.607	1.55	2.45	10	15.93
nan	kafka-001	15.93	1.682	2018-08-18T01:51:30.469022818Z	89.11	2.922	2.45	1.92	14	15.93
nan	kafka-001	15.93	1.224	2018-08-18T01:51:37.479781119Z	89.11	2.153	1.92	1.65	17	15.93
1.52	kafka-001	15.93	1.212	2018-08-18T01:51:44.491364127Z	89.1	1.987	1.65	1.46	20	15.93
1.76	kafka-001	15.93	2.058	2018-08-18T01:51:51.504038209Z	89.1	3.24	1.46	1.69	24	15.93
1.79	kafka-001	15.93	1.814	2018-08-18T01:51:58.516879198Z	89.1	2.801	1.69	2.34	27	15.93
1.92	kafka-001	15.93	1.404	2018-08-18T01:52:05.528225728Z	89.1	2.412	2.34	2.02	30	15.93
1.85	kafka-001	15.93	1.526	2018-08-18T01:52:12.540158457Z	89.1	2.751	2.02	1.53	32	15.93
1.78	kafka-001	15.93	1.31	2018-08-18T01:52:19.551979321Z	89.1	2.297	1.53	1.59	35	15.93
1.77	kafka-001	15.93	1.956	2018-08-18T01:52:26.563949229Z	89.1	3.232	1.59	1.68	37	15.93
1.81	kafka-001	15.93	1.094	2018-08-18T01:52:33.577898356Z	89.11	1.907	1.68	2.66	40	15.93
1.97	kafka-001	15.93	1.89	2018-08-18T01:52:40.589095695Z	89.11	3.464	2.66	1.63	42	15.93
1.85	kafka-001	15.93	1.612	2018-08-18T01:52:47.600821192Z	89.11	2.895	1.63	1.54	44	15.93
1.77	kafka-001	15.93	0.966	2018-08-18T01:52:54.613364036Z	89.11	1.721	1.54	1.41	46	15.93
1.75	kafka-001	15.93	2.39	2018-08-18T01:53:01.624898567Z	89.11	4.26	1.41	1.71	48	15.93
1.77	kafka-001	15.93	1.772	2018-08-18T01:53:08.636220684Z	89.11	2.759	1.71	2.46	50	15.93
1.9	kafka-001	15.93	2.465	2018-08-18T01:53:15.655130947Z	89.1	3.702	2.46	2.37	52	15.93
1.85	kafka-001	15.93	1.736	2018-08-18T01:53:22.665579376Z	89.1	2.751	2.37	1.45	54	15.93
1.82	kafka-001	15.93	1.31	2018-08-18T01:53:29.677704123Z	89.1	2.297	1.45	1.61	56	15.93
1.84	kafka-001	15.93	1.862	2018-08-18T01:53:36.690892953Z	89.1	3.176	1.61	1.61	58	15.93
1.87	kafka-001	15.93	1.146	2018-08-18T01:53:43.702596711Z	89.1	1.921	1.61	2.47	60	15.93
2.0	kafka-001	15.93	1.89	2018-08-18T01:53:50.716382298Z	89.1	3.464	2.47	1.95	62	15.93
1.91	kafka-001	15.93	1.446	2018-08-18T01:53:57.728705075Z	89.1	2.395	1.95	2.0	63	15.93
1.85	kafka-001	15.93	1.576	2018-08-18T01:54:04.740351014Z	89.1	2.463	2.0	1.5	65	15.93
1.86	kafka-001	15.93	1.804	2018-08-18T01:54:11.75292313Z	89.1	3.32	1.5	1.64	67	15.93
1.86	kafka-001	15.93	1.82	2018-08-18T01:54:18.765136469Z	89.1	2.827	1.64	2.36	68	15.93
1.99	kafka-001	15.93	1.886	2018-08-18T01:54:25.776743575Z	89.1	2.952	2.36	2.08	70	15.93
1.92	kafka-001	15.93	1.316	2018-08-18T01:54:32.791129925Z	89.1	2.129	2.08	1.47	72	15.93
1.84	kafka-001	15.93	1.532	2018-08-18T01:54:39.802720701Z	89.1	2.539	1.47	1.55	73	15.93
