host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
1.77	kafka-001	15.93	1.51	2018-08-18T01:54:46.813733456Z	89.1	2.634	1.55	1.63	75	15.93
1.79	kafka-001	15.93	1.052	2018-08-18T01:54:53.824649624Z	89.1	1.865	1.63	2.46	76	15.93
1.93	kafka-001	15.93	1.596	2018-08-18T01:55:00.835587576Z	89.1	2.778	2.46	1.82	78	15.93
1.84	kafka-001	15.93	1.404	2018-08-18T01:55:07.84683404Z	89.1	2.353	1.82	1.79	79	15.93
1.79	kafka-001	15.93	1.008	2018-08-18T01:55:14.859806748Z	89.1	1.763	1.79	1.62	81	15.93
1.81	kafka-001	15.93	1.674	2018-08-18T01:55:21.871761287Z	89.1	2.778	1.62	1.78	82	15.93
1.85	kafka-001	15.93	1.49	2018-08-18T01:55:28.883003718Z	89.1	2.497	1.78	2.01	84	15.93
1.91	kafka-001	15.93	1.886	2018-08-18T01:55:35.895253499Z	89.1	2.952	2.01	2.12	85	15.93
1.86	kafka-001	15.93	1.556	2018-08-18T01:55:42.908789974Z	89.1	2.369	2.12	1.53	87	15.93
1.81	kafka-001	15.93	1.774	2018-08-18T01:55:49.919936236Z	89.1	2.839	1.53	1.52	88	15.93
1.76	kafka-001	15.93	1.424	2018-08-18T01:55:56.931213113Z	89.1	2.49	1.52	1.66	90	15.93
1.77	kafka-001	15.93	1.052	2018-08-18T01:56:03.942191215Z	89.1	1.865	1.66	2.49	91	15.93
1.89	kafka-001	15.93	2.278	2018-08-18T01:56:10.952993428Z	89.1	4.206	2.49	2.19	92	15.93
1.92	kafka-001	15.93	1.654	2018-08-18T01:56:17.964061052Z	89.1	2.937	2.19	1.66	94	15.93
1.84	kafka-001	15.93	1.268	2018-08-18T01:56:24.9759539Z	89.1	2.397	1.66	1.48	95	15.93
1.83	kafka-001	15.93	2.336	2018-08-18T01:56:31.989878778Z	89.11	3.984	1.48	1.6	96	15.93
1.85	kafka-001	15.93	1.396	2018-08-18T01:56:39.001081021Z	89.1	2.441	1.6	2.33	97	15.93
1.96	kafka-001	15.93	2.002	2018-08-18T01:56:46.012670261Z	89.1	3.22	2.33	1.74	99	15.93
1.83	kafka-001	15.93	1.944	2018-08-18T01:56:53.023424415Z	89.1	3.111	1.74	1.49	100	15.93
1.72	kafka-001	15.93	2.23	2018-08-18T01:57:00.034025717Z	89.1	3.528	1.49	1.85	101	15.93
1.75	kafka-001	15.93	1.138	2018-08-18T01:57:07.045365224Z	89.1	2.009	1.85	1.53	103	15.93
1.76	kafka-001	15.93	1.146	2018-08-18T01:57:14.057540266Z	89.1	1.921	1.53	2.39	104	15.93
1.89	kafka-001	15.93	1.724	2018-08-18T01:57:21.069169813Z	89.1	2.964	2.39	1.6	105	15.93
1.77	kafka-001	15.93	1.224	2018-08-18T01:57:28.079501061Z	89.1	2.153	1.6	1.79	106	15.93
1.77	kafka-001	15.93	1.338	2018-08-18T01:57:35.090481729Z	89.1	2.346	1.79	1.75	108	15.93
1.82	kafka-001	15.93	1.404	2018-08-18T01:57:42.100739175Z	89.1	2.353	1.75	1.63	109	15.93
1.78	kafka-001	15.93	1.31	2018-08-18T01:57:49.111769051Z	89.1	2.297	1.63	2.14	110	15.93
1.88	kafka-001	15.93	1.38	2018-08-18T01:57:56.122913091Z	89.1	2.388	2.14	1.76	111	15.93
1.78	kafka-001	15.93	1.516	2018-08-18T01:58:03.135315Z	89.1	2.407	1.76	1.78	112	15.93
1.81	kafka-001	15.93	2.367	2018-08-18T01:58:10.147375567Z	89.1	3.626	1.78	1.91	113	15.93
1.83	kafka-001	15.93	1.468	2018-08-18T01:58:17.159324317Z	89.11	2.339	1.91	1.6	115	15.93
1.8	kafka-001	15.93	1.146	2018-08-18T01:58:24.17104786Z	89.1	1.921	1.6	2.02	116	15.93
1.87	kafka-001	15.93	1.802	2018-08-18T01:58:31.181266139Z	89.11	2.964	2.02	1.54	117	15.93
1.77	kafka-001	15.93	1.224	2018-08-18T01:58:38.19213462Z	89.11	2.153	1.54	2.1	118	15.93
1.82	kafka-001	15.93	1.338	2018-08-18T01:58:45.201678488Z	89.11	2.346	2.1	1.68	119	15.93
1.81	kafka-001	15.93	1.404	2018-08-18T01:58:52.213166783Z	89.11	2.353	1.68	1.47	120	15.93
1.73	kafka-001	15.93	1.31	2018-08-18T01:58:59.223351784Z	89.11	2.297	1.47	1.7	121	15.93
1.75	kafka-001	15.93	1.38	2018-08-18T01:59:06.236379656Z	89.11	2.388	1.7	1.66	122	15.93
1.69	kafka-001	15.93	1.604	2018-08-18T01:59:13.247897949Z	89.11	2.751	1.66	2.3	123	15.93
1.82	kafka-001	15.93	2.078	2018-08-18T01:59:20.261402099Z	89.11	3.318	2.3	1.86	125	15.93
1.78	kafka-001	15.93	1.6	2018-08-18T01:59:27.274251046Z	89.1	2.471	1.86	1.58	126	15.93
1.76	kafka-001	15.93	1.386	2018-08-18T01:59:34.287227858Z	89.1	2.161	1.58	1.44	127	15.93
1.76	kafka-001	15.93	1.682	2018-08-18T01:59:41.30616872Z	89.1	2.922	1.44	1.55	128	15.93
1.73	kafka-001	15.93	1.224	2018-08-18T01:59:48.317817354Z	89.1	2.153	1.55	2.57	129	15.93
1.88	kafka-001	15.93	1.424	2018-08-18T01:59:55.328696393Z	89.1	2.49	2.57	1.79	129	15.93
1.8	kafka-001	15.93	1.36	2018-08-18T02:00:02.340125274Z	89.1	2.251	1.79	1.4	129	15.93
1.72	kafka-001	15.93	1.31	2018-08-18T02:00:09.350385091Z	89.1	2.297	1.4	1.45	129	15.93
1.7	kafka-001	15.93	1.424	2018-08-18T02:00:16.360853929Z	89.1	2.49	1.45	1.71	129	15.93
1.74	kafka-001	15.93	1.274	2018-08-18T02:00:23.376017464Z	89.1	2.107	1.71	2.46	129	15.93
1.9	kafka-001	15.93	1.89	2018-08-18T02:00:30.38631701Z	89.1	3.464	2.46	2.99	129	15.93
1.97	kafka-001	15.93	2.276	2018-08-18T02:00:37.397390318Z	89.1	3.279	2.99	1.45	129	15.93
1.91	kafka-001	15.93	1.556	2018-08-18T02:00:44.409030732Z	89.1	2.369	1.45	1.64	129	15.93
1.95	kafka-001	15.93	2.402	2018-08-18T02:00:51.418173418Z	89.1	4.128	1.64	1.62	129	15.93
1.98	kafka-001	15.93	1.224	2018-08-18T02:00:58.428995287Z	89.1	2.153	1.62	2.58	129	15.93
2.12	kafka-001	15.93	1.812	2018-08-18T02:01:05.437566727Z	89.1	3.232	2.58	2.2	129	15.93
2.08	kafka-001	15.93	1.18	2018-08-18T02:01:12.449521575Z	89.1	2.051	2.2	1.5	129	15.93
