host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
1.82	kafka-001	15.93	1.612	2018-08-18T01:02:37.780845809Z	89.1	2.895	2.28	1.55	109	15.93
1.78	kafka-001	15.93	1.698	2018-08-18T01:02:44.792459454Z	89.1	3.039	1.55	1.5	110	15.93
1.77	kafka-001	15.93	1.703	2018-08-18T01:02:51.80432761Z	89.1	3.064	1.5	1.59	111	15.93
1.81	kafka-001	15.93	1.724	2018-08-18T01:02:58.81638754Z	89.1	2.949	1.59	2.27	112	15.93
1.92	kafka-001	15.93	2.186	2018-08-18T01:03:05.829501077Z	89.1	3.426	2.27	1.99	113	15.93
1.86	kafka-001	15.93	1.448	2018-08-18T01:03:12.841976832Z	89.1	2.261	1.99	1.58	115	15.93
1.75	kafka-001	15.93	1.232	2018-08-18T01:03:19.857749051Z	89.1	2.065	1.58	1.44	116	15.93
1.73	kafka-001	15.93	1.682	2018-08-18T01:03:26.872028601Z	89.1	2.922	1.44	1.6	117	15.93
1.74	kafka-001	15.93	1.224	2018-08-18T01:03:33.884945448Z	89.1	2.153	1.6	2.37	118	15.93
1.88	kafka-001	15.93	1.338	2018-08-18T01:03:40.896902151Z	89.1	2.346	2.37	1.81	119	15.93
1.8	kafka-001	15.93	1.446	2018-08-18T01:03:47.908533868Z	89.1	2.395	1.81	1.44	120	15.93
1.71	kafka-001	15.93	1.31	2018-08-18T01:03:54.923116533Z	89.1	2.297	1.44	1.53	121	15.93
1.7	kafka-001	15.93	1.338	2018-08-18T01:04:01.93614528Z	89.1	2.346	1.53	1.61	122	15.93
1.73	kafka-001	15.93	1.318	2018-08-18T01:04:08.947136049Z	89.1	2.209	1.61	2.44	124	15.93
1.87	kafka-001	15.93	2.012	2018-08-18T01:04:15.959313812Z	89.1	3.252	2.44	1.98	125	15.93
1.8	kafka-001	15.93	1.556	2018-08-18T01:04:22.970282534Z	89.1	2.369	1.98	1.61	126	15.93
1.77	kafka-001	15.93	1.496	2018-08-18T01:04:29.983286988Z	89.1	2.329	1.61	1.46	127	15.93
1.77	kafka-001	15.93	1.682	2018-08-18T01:04:36.997673671Z	89.1	2.922	1.46	1.54	128	15.93
1.77	kafka-001	15.93	1.224	2018-08-18T01:04:44.008078195Z	89.1	2.153	1.54	2.38	129	15.93
1.9	kafka-001	15.93	1.424	2018-08-18T01:04:51.019840482Z	89.1	2.49	2.38	1.7	129	15.93
1.78	kafka-001	15.93	1.36	2018-08-18T01:04:58.030747262Z	89.1	2.251	1.7	1.76	129	15.93
1.74	kafka-001	15.93	1.682	2018-08-18T01:05:05.040900345Z	89.1	2.922	1.76	1.44	129	15.93
1.71	kafka-001	15.93	1.052	2018-08-18T01:05:12.053231503Z	89.1	1.865	1.44	1.56	129	15.93
1.73	kafka-001	15.93	1.318	2018-08-18T01:05:19.066619399Z	89.1	2.209	1.56	2.4	129	15.93
1.87	kafka-001	15.93	1.596	2018-08-18T01:05:26.077832441Z	89.1	2.778	2.4	1.61	129	15.93
1.74	kafka-001	15.93	1.642	2018-08-18T01:05:33.089707317Z	89.1	2.513	1.61	1.74	129	15.93
1.75	kafka-001	15.93	1.886	2018-08-18T01:05:40.10298316Z	89.1	2.952	1.74	1.75	129	15.93
1.75	kafka-001	15.93	1.622	2018-08-18T01:05:47.113351371Z	89.1	2.629	1.75	1.72	129	15.93
1.8	kafka-001	15.93	1.138	2018-08-18T01:05:54.127397167Z	89.1	2.009	1.72	2.09	129	15.93
1.88	kafka-001	15.93	1.424	2018-08-18T01:06:01.140523078Z	89.1	2.49	2.09	1.74	129	15.93
1.78	kafka-001	15.93	1.36	2018-08-18T01:06:08.153209499Z	89.1	2.251	1.74	1.9	129	15.93
