host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
nan	kafka-001	15.93	18678925.212	2018-08-18T00:56:05.12517426Z	89.1	18154371.574	0	2.18	1	15.93
nan	kafka-001	15.93	1.44	2018-08-18T00:56:12.139171047Z	89.1	2.607	2.18	1.79	5	15.93
nan	kafka-001	15.93	1.44	2018-08-18T00:56:19.149786261Z	89.1	2.607	1.79	1.72	9	15.93
nan	kafka-001	15.93	1.682	2018-08-18T00:56:26.162464346Z	89.1	2.922	1.72	1.75	13	15.93
nan	kafka-001	15.93	1.712	2018-08-18T00:56:33.171925586Z	89.1	2.793	1.75	1.89	16	15.93
1.56	kafka-001	15.93	1.568	2018-08-18T00:56:40.186837915Z	89.1	2.556	1.89	1.87	20	15.93
1.87	kafka-001	15.93	2.074	2018-08-18T00:56:47.197501129Z	89.1	3.357	1.87	1.43	23	15.93
1.74	kafka-001	15.93	2.074	2018-08-18T00:56:54.210163602Z	89.1	3.357	1.43	1.93	26	15.93
1.76	kafka-001	15.93	1.532	2018-08-18T00:57:01.221277836Z	89.1	2.598	1.93	1.53	29	15.93
1.73	kafka-001	15.93	1.138	2018-08-18T00:57:08.233534119Z	89.1	2.009	1.53	2.32	32	15.93
1.83	kafka-001	15.93	1.682	2018-08-18T00:57:15.245961306Z	89.1	2.922	2.32	1.81	35	15.93
1.81	kafka-001	15.93	1.232	2018-08-18T00:57:22.260949802Z	89.1	2.065	1.81	1.67	37	15.93
1.78	kafka-001	15.93	1.094	2018-08-18T00:57:29.272338249Z	89.1	1.907	1.67	1.55	40	15.93
1.8	kafka-001	15.93	1.682	2018-08-18T00:57:36.282846583Z	89.1	2.922	1.55	1.69	42	15.93
1.76	kafka-001	15.93	1.318	2018-08-18T00:57:43.29356131Z	89.1	2.209	1.69	2.4	44	15.93
1.91	kafka-001	15.93	1.647	2018-08-18T00:57:50.304901778Z	89.1	2.666	2.4	1.93	46	15.93
1.84	kafka-001	15.93	1.422	2018-08-18T00:57:57.315382299Z	89.1	2.351	1.93	1.63	49	15.93
1.81	kafka-001	15.93	1.908	2018-08-18T00:58:04.332138549Z	89.1	2.857	1.63	1.5	51	15.93
1.78	kafka-001	15.93	1.82	2018-08-18T00:58:11.34384404Z	89.1	2.886	1.5	1.5	53	15.93
1.77	kafka-001	15.93	1.138	2018-08-18T00:58:18.35597585Z	89.1	2.009	1.5	2.4	55	15.93
1.89	kafka-001	15.93	1.682	2018-08-18T00:58:25.36918Z	89.1	2.922	2.4	1.75	56	15.93
1.78	kafka-001	15.93	1.232	2018-08-18T00:58:32.381193781Z	89.1	2.065	1.75	1.49	58	15.93
1.71	kafka-001	15.93	1.052	2018-08-18T00:58:39.395185322Z	89.1	1.865	1.49	1.34	60	15.93
1.66	kafka-001	15.93	1.724	2018-08-18T00:58:46.407769071Z	89.1	2.964	1.34	1.65	62	15.93
1.69	kafka-001	15.93	1.318	2018-08-18T00:58:53.41884067Z	89.1	2.209	1.65	2.6	64	15.93
1.87	kafka-001	15.93	1.424	2018-08-18T00:59:00.429360294Z	89.1	2.49	2.6	2.05	65	15.93
1.81	kafka-001	15.93	1.224	2018-08-18T00:59:07.439828567Z	89.1	2.153	2.05	1.49	67	15.93
1.77	kafka-001	15.93	1.668	2018-08-18T00:59:14.451529781Z	89.1	2.617	1.49	1.51	69	15.93
1.77	kafka-001	15.93	2.16	2018-08-18T00:59:21.462203895Z	89.1	3.56	1.51	1.59	70	15.93
1.82	kafka-001	15.93	1.832	2018-08-18T00:59:28.472800353Z	89.1	3.057	1.59	2.53	72	15.93
1.96	kafka-001	15.93	2.5	2018-08-18T00:59:35.482876596Z	89.1	4.206	2.53	2.22	73	15.93
1.9	kafka-001	15.93	1.662	2018-08-18T00:59:42.493401939Z	89.1	2.607	2.22	1.65	75	15.93
1.83	kafka-001	15.93	1.052	2018-08-18T00:59:49.50751697Z	89.1	1.865	1.65	1.39	77	15.93
1.82	kafka-001	15.93	2.422	2018-08-18T00:59:56.517880825Z	89.1	4.206	1.39	1.59	78	15.93
1.83	kafka-001	15.93	1.138	2018-08-18T01:00:03.527129086Z	89.1	2.009	1.59	2.39	80	15.93
1.96	kafka-001	15.93	1.854	2018-08-18T01:00:10.538107588Z	89.1	3.274	2.39	2.27	81	15.93
1.92	kafka-001	15.93	1.69	2018-08-18T01:00:17.549431838Z	89.1	2.895	2.27	1.43	82	15.93
1.79	kafka-001	15.93	1.224	2018-08-18T01:00:24.562870735Z	89.1	2.153	1.43	1.47	84	15.93
1.76	kafka-001	15.93	2.482	2018-08-18T01:00:31.57177657Z	89.1	4.236	1.47	1.64	85	15.93
1.8	kafka-001	15.93	1.6	2018-08-18T01:00:38.582815609Z	89.1	2.471	1.64	2.49	87	15.93
1.95	kafka-001	15.93	2.202	2018-08-18T01:00:45.593061337Z	89.1	3.796	2.49	2.21	88	15.93
1.92	kafka-001	15.93	1.094	2018-08-18T01:00:52.604773684Z	89.1	1.907	2.21	1.45	90	15.93
1.78	kafka-001	15.93	1.232	2018-08-18T01:00:59.61732988Z	89.1	2.065	1.45	1.39	91	15.93
1.78	kafka-001	15.93	1.89	2018-08-18T01:01:06.628088037Z	89.1	3.464	1.39	1.59	92	15.93
1.8	kafka-001	15.93	1.526	2018-08-18T01:01:13.638928827Z	89.1	2.751	1.59	2.53	94	15.93
1.94	kafka-001	15.93	1.632	2018-08-18T01:01:20.650751631Z	89.1	3.032	2.53	1.88	95	15.93
1.84	kafka-001	15.93	1.404	2018-08-18T01:01:27.663488216Z	89.1	2.353	1.88	1.54	96	15.93
1.73	kafka-001	15.93	1.74	2018-08-18T01:01:34.675057833Z	89.1	3.081	1.54	1.54	98	15.93
1.74	kafka-001	15.93	1.822	2018-08-18T01:01:41.687800731Z	89.1	2.954	1.54	1.54	99	15.93
1.77	kafka-001	15.93	2.054	2018-08-18T01:01:48.699354634Z	89.1	3.279	1.54	2.3	100	15.93
1.89	kafka-001	15.93	2.352	2018-08-18T01:01:55.710455405Z	89.1	3.926	2.3	1.77	101	15.93
1.76	kafka-001	15.93	1.44	2018-08-18T01:02:02.722552914Z	89.1	2.607	1.77	1.56	103	15.93
1.71	kafka-001	15.93	1.052	2018-08-18T01:02:09.73537202Z	89.1	1.865	1.56	1.38	104	15.93
1.68	kafka-001	15.93	1.682	2018-08-18T01:02:16.746935518Z	89.1	2.922	1.38	1.59	105	15.93
1.69	kafka-001	15.93	1.798	2018-08-18T01:02:23.757797484Z	89.1	2.937	1.59	2.34	106	15.93
1.82	kafka-001	15.93	1.934	2018-08-18T01:02:30.768857943Z	89.1	3.63	2.34	2.28	107	15.93
