host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
76.14	cassandra-001	38.47	0.342	2018-08-18T01:55:28.542350528Z	71.1	0.282	82.29	77.89	84	38.47
78.53	cassandra-001	38.47	0.0	2018-08-18T01:55:35.552916719Z	71.53	0.0	77.89	72.5	85	38.47
79.29	cassandra-001	38.47	0.0	2018-08-18T01:55:42.559533703Z	72.8	0.0	72.5	123.71	87	38.47
85.67	cassandra-001	38.47	0.0	2018-08-18T01:55:49.565489009Z	74.65	0.0	123.71	95.8	88	38.47
87.04	cassandra-001	38.47	0.342	2018-08-18T01:55:56.571963814Z	76.5	0.282	95.8	104.88	89	38.47
92.84	cassandra-001	38.47	0.0	2018-08-18T01:56:03.578558141Z	78.36	0.0	104.88	108.74	91	38.47
97.25	cassandra-001	38.47	0.0	2018-08-18T01:56:10.585198666Z	79.47	0.0	108.74	78.64	92	38.47
97.38	cassandra-001	38.47	0.0	2018-08-18T01:56:17.591467288Z	74.84	0.0	78.64	93.5	93	38.47
100.88	cassandra-001	38.47	0.0	2018-08-18T01:56:24.597530411Z	75.32	0.0	93.5	76.27	95	38.47
92.97	cassandra-001	38.47	0.342	2018-08-18T01:56:31.608311038Z	75.8	0.282	76.27	75.57	96	38.47
89.6	cassandra-001	38.47	0.0	2018-08-18T01:56:38.614097668Z	76.29	0.0	75.57	77.14	97	38.47
84.98	cassandra-001	38.47	0.0	2018-08-18T01:56:45.620752951Z	76.49	0.0	77.14	95.42	99	38.47
82.76	cassandra-001	38.47	0.0	2018-08-18T01:56:52.628100154Z	76.98	0.0	95.42	88.18	100	38.47
84.35	cassandra-001	38.47	0.342	2018-08-18T01:56:59.635878497Z	77.5	0.282	88.18	91.41	101	38.47
84.0	cassandra-001	38.47	0.0	2018-08-18T01:57:06.64199039Z	78.01	0.0	91.41	76.06	102	38.47
83.96	cassandra-001	38.47	0.0	2018-08-18T01:57:13.649132946Z	78.24	0.0	76.06	92.82	104	38.47
86.84	cassandra-001	38.47	0.0	2018-08-18T01:57:20.658412392Z	78.77	0.0	92.82	82.11	105	38.47
87.67	cassandra-001	38.47	0.342	2018-08-18T01:57:27.666521309Z	79.3	0.282	82.11	92.45	106	38.47
87.17	cassandra-001	38.47	0.0	2018-08-18T01:57:34.672804696Z	80.59	0.0	92.45	159.46	107	38.47
99.05	cassandra-001	38.47	0.0	2018-08-18T01:57:41.680489938Z	81.71	0.0	159.46	107.04	108	38.47
101.66	cassandra-001	38.23	0.0	2018-08-18T01:57:48.689478961Z	83.43	0.0	107.04	132.71	110	38.23
111.1	cassandra-001	38.22	0.171	2018-08-18T01:57:55.695463724Z	85.38	0.141	132.71	119.16	111	38.22
115.49	cassandra-001	38.21	0.171	2018-08-18T01:58:02.70178049Z	88.41	0.141	119.16	88.77	112	38.21
116.6	cassandra-001	38.24	0.0	2018-08-18T01:58:09.729429827Z	82.63	0.0	88.77	102.23	113	38.24
118.23	cassandra-001	38.24	0.0	2018-08-18T01:58:16.73680053Z	83.2	0.0	102.23	90.36	114	38.24
106.71	cassandra-001	38.24	0.0	2018-08-18T01:58:23.744331521Z	83.97	0.0	90.36	105.99	115	38.24
106.54	cassandra-001	38.24	0.342	2018-08-18T01:58:30.756969516Z	84.08	0.282	105.99	106.27	117	38.24
102.13	cassandra-001	38.24	0.0	2018-08-18T01:58:37.764091444Z	84.68	0.0	106.27	106.99	118	38.24
100.1	cassandra-001	38.24	0.0	2018-08-18T01:58:44.773463635Z	85.28	0.0	106.99	89.04	119	38.24
100.15	cassandra-001	38.24	0.0	2018-08-18T01:58:51.780069882Z	85.6	0.0	89.04	93.14	120	38.24
98.63	cassandra-001	38.24	0.342	2018-08-18T01:58:58.786472336Z	86.21	0.282	93.14	88.8	121	38.24
98.37	cassandra-001	38.24	0.0	2018-08-18T01:59:05.793343681Z	86.83	0.0	88.8	109.64	122	38.24
98.98	cassandra-001	38.24	0.0	2018-08-18T01:59:12.803886351Z	87.17	0.0	109.64	108.52	123	38.24
99.35	cassandra-001	38.24	0.0	2018-08-18T01:59:19.81244795Z	89.4	0.0	108.52	132.12	124	38.24
103.54	cassandra-001	38.24	0.342	2018-08-18T01:59:26.818755443Z	91.44	0.282	132.12	125.82	125	38.24
109.67	cassandra-001	38.24	0.0	2018-08-18T01:59:33.824970765Z	92.55	0.0	125.82	208.24	126	38.24
128.86	cassandra-001	38.24	0.0	2018-08-18T01:59:40.832576724Z	92.46	0.0	208.24	95.58	127	38.24
129.99	cassandra-001	38.24	0.0	2018-08-18T01:59:47.839871893Z	89.37	0.0	95.58	133.25	128	38.24
133.92	cassandra-001	38.24	0.0	2018-08-18T01:59:54.84580671Z	92.27	0.0	133.25	212.02	129	38.24
151.17	cassandra-001	38.24	0.342	2018-08-18T02:00:01.851909017Z	92.54	0.282	212.02	126.52	129	38.24
150.24	cassandra-001	38.24	0.0	2018-08-18T02:00:08.857926989Z	92.63	0.0	126.52	126.15	129	38.24
150.29	cassandra-001	38.24	0.0	2018-08-18T02:00:15.864513836Z	92.64	0.0	126.15	166.78	129	38.24
143.38	cassandra-001	38.25	0.0	2018-08-18T02:00:22.871250986Z	92.07	0.0	166.78	135.98	129	38.25
150.12	cassandra-001	38.25	0.342	2018-08-18T02:00:29.877785038Z	92.43	0.282	135.98	134.77	129	38.25
150.37	cassandra-001	38.25	0.0	2018-08-18T02:00:36.890431564Z	92.79	0.0	134.77	125.49	129	38.25
135.95	cassandra-001	38.25	0.0	2018-08-18T02:00:43.896816886Z	91.98	0.0	125.49	132.05	129	38.25
136.87	cassandra-001	38.24	0.0	2018-08-18T02:00:50.903196957Z	92.24	0.0	132.05	122.74	129	38.24
136.3	cassandra-001	38.24	0.342	2018-08-18T02:00:57.90995771Z	92.71	0.282	122.74	137.74	129	38.24
131.46	cassandra-001	38.24	0.0	2018-08-18T02:01:04.918022318Z	92.38	0.0	137.74	128.66	129	38.24
130.24	cassandra-001	38.24	0.0	2018-08-18T02:01:11.924499501Z	92.66	0.0	128.66	115.96	129	38.24
