host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
nan	kafka-001	15.93	18678580.147	2018-08-18T00:28:17.463639556Z	89.1	18153801.215	0	1.49	1	15.93
nan	kafka-001	15.93	1.482	2018-08-18T00:28:24.476640428Z	89.1	2.649	1.49	1.46	4	15.93
nan	kafka-001	15.93	2.106	2018-08-18T00:28:31.488616391Z	89.1	3.918	1.46	1.51	8	15.93
nan	kafka-001	15.93	1.224	2018-08-18T00:28:38.497992158Z	89.1	2.153	1.51	2.48	12	15.93
nan	kafka-001	15.93	2.234	2018-08-18T00:28:45.508926303Z	89.1	4.104	2.48	2.22	15	15.93
1.53	kafka-001	15.93	1.032	2018-08-18T00:28:52.517834681Z	89.1	1.787	2.22	1.51	19	15.93
1.78	kafka-001	15.93	2.386	2018-08-18T00:28:59.531804614Z	89.1	3.794	1.51	1.41	22	15.93
1.76	kafka-001	15.93	2.848	2018-08-18T00:29:06.542470524Z	89.1	4.776	1.41	1.84	25	15.93
1.83	kafka-001	15.93	1.44	2018-08-18T00:29:13.555860349Z	89.1	2.607	1.84	2.45	28	15.93
1.98	kafka-001	15.93	2.02	2018-08-18T00:29:20.567405376Z	89.1	3.774	2.45	2.21	31	15.93
1.94	kafka-001	15.93	1.962	2018-08-18T00:29:27.579843108Z	89.1	3.081	2.21	1.37	34	15.93
1.8	kafka-001	15.93	1.748	2018-08-18T00:29:34.591351991Z	89.1	2.751	1.37	1.56	36	15.93
1.81	kafka-001	15.93	1.424	2018-08-18T00:29:41.602503697Z	89.1	2.49	1.56	1.65	39	15.93
1.85	kafka-001	15.93	1.654	2018-08-18T00:29:48.614472585Z	89.1	2.937	1.65	2.6	41	15.93
1.97	kafka-001	15.93	1.804	2018-08-18T00:29:55.626861343Z	89.1	3.32	2.6	1.8	43	15.93
1.86	kafka-001	15.93	1.146	2018-08-18T00:30:02.637113392Z	89.1	1.921	1.8	1.22	46	15.93
1.7	kafka-001	15.93	1.852	2018-08-18T00:30:09.649310282Z	89.1	3.135	1.22	1.29	48	15.93
1.69	kafka-001	15.93	2.352	2018-08-18T00:30:16.660389524Z	89.1	3.926	1.29	1.72	50	15.93
1.71	kafka-001	15.93	1.628	2018-08-18T00:30:23.672143454Z	89.1	2.461	1.72	2.45	52	15.93
1.85	kafka-001	15.93	1.552	2018-08-18T00:30:30.684729775Z	89.1	2.676	2.45	2.07	54	15.93
1.76	kafka-001	15.93	1.224	2018-08-18T00:30:37.696130997Z	89.1	2.153	2.07	1.44	56	15.93
1.7	kafka-001	15.93	1.318	2018-08-18T00:30:44.707005763Z	89.1	2.209	1.44	1.54	58	15.93
1.75	kafka-001	15.93	1.466	2018-08-18T00:30:51.71784306Z	89.1	2.532	1.54	1.51	59	15.93
1.79	kafka-001	15.93	1.224	2018-08-18T00:30:58.729052134Z	89.1	2.153	1.51	2.42	61	15.93
1.9	kafka-001	15.93	1.596	2018-08-18T00:31:05.741065698Z	89.1	2.778	2.42	1.84	63	15.93
1.8	kafka-001	15.93	1.274	2018-08-18T00:31:12.751854724Z	89.1	2.107	1.84	1.78	65	15.93
1.75	kafka-001	15.93	1.138	2018-08-18T00:31:19.762456277Z	89.1	2.009	1.78	1.4	67	15.93
1.75	kafka-001	15.93	2.012	2018-08-18T00:31:26.773073806Z	89.1	3.252	1.4	1.7	68	15.93
1.77	kafka-001	15.93	1.736	2018-08-18T00:31:33.784113258Z	89.1	2.569	1.7	2.29	70	15.93
1.9	kafka-001	15.93	1.774	2018-08-18T00:31:40.796289304Z	89.1	2.898	2.29	2.16	71	15.93
1.86	kafka-001	15.93	1.224	2018-08-18T00:31:47.808384933Z	89.1	2.153	2.16	1.45	73	15.93
1.8	kafka-001	15.93	1.36	2018-08-18T00:31:54.819195314Z	89.1	2.251	1.45	1.67	74	15.93
1.78	kafka-001	15.93	1.424	2018-08-18T00:32:01.831672501Z	89.1	2.49	1.67	1.54	76	15.93
1.8	kafka-001	15.93	1.31	2018-08-18T00:32:08.848061073Z	89.1	2.297	1.54	2.48	77	15.93
1.93	kafka-001	15.93	1.552	2018-08-18T00:32:15.861081712Z	89.1	2.676	2.48	1.92	79	15.93
1.87	kafka-001	15.93	1.44	2018-08-18T00:32:22.876380386Z	89.1	2.607	1.92	1.66	80	15.93
1.79	kafka-001	15.93	1.67	2018-08-18T00:32:29.892444871Z	89.1	2.751	1.66	1.47	82	15.93
1.79	kafka-001	15.93	2.299	2018-08-18T00:32:36.905405566Z	89.1	3.682	1.47	1.82	83	15.93
1.81	kafka-001	15.93	1.902	2018-08-18T00:32:43.923370237Z	89.1	3.069	1.82	2.32	85	15.93
1.94	kafka-001	15.93	2.18	2018-08-18T00:32:50.934542471Z	89.1	3.638	2.32	2.04	86	15.93
1.87	kafka-001	15.93	1.872	2018-08-18T00:32:57.944994752Z	89.1	3.213	2.04	6.56	87	15.93
2.64	kafka-001	15.93	1.44	2018-08-18T00:33:04.956562672Z	89.1	2.607	6.56	1.55	89	15.93
2.63	kafka-001	15.93	1.632	2018-08-18T00:33:11.966682656Z	89.1	3.032	1.55	1.52	90	15.93
2.63	kafka-001	15.93	1.49	2018-08-18T00:33:18.979545463Z	89.1	2.497	1.52	2.41	92	15.93
2.73	kafka-001	15.93	1.596	2018-08-18T00:33:25.993509719Z	89.1	2.712	2.41	1.94	93	15.93
2.67	kafka-001	15.93	0.966	2018-08-18T00:33:33.004698515Z	89.1	1.787	1.94	1.76	94	15.93
2.62	kafka-001	15.93	1.638	2018-08-18T00:33:40.016026825Z	89.1	2.82	1.76	1.64	96	15.93
1.8	kafka-001	15.93	1.404	2018-08-18T00:33:47.027405141Z	89.1	2.353	1.64	1.64	97	15.93
1.82	kafka-001	15.93	1.184	2018-08-18T00:33:54.043809268Z	89.1	1.997	1.64	2.28	98	15.93
1.94	kafka-001	15.93	1.972	2018-08-18T00:34:01.054116144Z	89.1	3.096	2.28	1.66	99	15.93
1.82	kafka-001	15.93	1.952	2018-08-18T00:34:08.066760202Z	89.1	2.959	1.66	1.58	100	15.93
1.76	kafka-001	15.93	1.424	2018-08-18T00:34:15.078776067Z	89.1	2.49	1.58	1.89	102	15.93
1.78	kafka-001	15.93	1.094	2018-08-18T00:34:22.090159126Z	89.1	1.907	1.89	1.5	103	15.93
1.76	kafka-001	15.93	1.49	2018-08-18T00:34:29.101291852Z	89.1	2.497	1.5	2.12	104	15.93
1.84	kafka-001	15.93	1.948	2018-08-18T00:34:36.112897352Z	89.1	3.32	2.12	1.64	106	15.93
1.73	kafka-001	15.93	1.498	2018-08-18T00:34:43.126121518Z	89.1	2.463	1.64	2.01	107	15.93
1.79	kafka-001	15.93	1.804	2018-08-18T00:34:50.138253548Z	89.1	3.32	2.01	1.91	108	15.93
1.84	kafka-001	15.93	1.404	2018-08-18T00:34:57.152882154Z	89.1	2.353	1.91	1.78	109	15.93
1.83	kafka-001	15.93	1.094	2018-08-18T00:35:04.170981947Z	89.1	1.907	1.78	1.66	110	15.93
1.85	kafka-001	15.93	1.774	2018-08-18T00:35:11.1831253Z	89.1	2.898	1.66	1.72	112	15.93
1.79	kafka-001	15.93	1.952	2018-08-18T00:35:18.195725078Z	89.1	2.959	1.72	2.06	113	15.93
1.86	kafka-001	15.93	1.754	2018-08-18T00:35:25.208312838Z	89.1	2.82	2.06	2.02	114	15.93
1.86	kafka-001	15.93	1.052	2018-08-18T00:35:32.220696417Z	89.1	1.865	2.02	1.54	115	15.93
1.8	kafka-001	15.93	1.49	2018-08-18T00:35:39.234990687Z	89.1	2.497	1.54	1.68	116	15.93
1.78	kafka-001	15.93	1.638	2018-08-18T00:35:46.247597232Z	89.1	2.82	1.68	1.65	117	15.93
1.78	kafka-001	15.93	0.966	2018-08-18T00:35:53.259094734Z	89.1	1.721	1.65	2.41	118	15.93
1.89	kafka-001	15.93	1.596	2018-08-18T00:36:00.271602274Z	89.1	2.778	2.41	1.6	120	15.93
1.82	kafka-001	15.93	1.49	2018-08-18T00:36:07.283232402Z	89.1	2.497	1.6	1.6	121	15.93
1.75	kafka-001	15.93	0.966	2018-08-18T00:36:14.301636184Z	89.1	1.721	1.6	1.42	122	15.93
1.73	kafka-001	15.93	1.588	2018-08-18T00:36:21.312476098Z	89.1	2.634	1.42	1.63	123	15.93
1.72	kafka-001	15.93	1.862	2018-08-18T00:36:28.323414526Z	89.1	2.869	1.63	2.45	124	15.93
1.85	kafka-001	15.93	2.038	2018-08-18T00:36:35.335541921Z	89.1	3.162	2.45	2.0	125	15.93
1.78	kafka-001	15.93	1.164	2018-08-18T00:36:42.346921412Z	89.1	1.919	2.0	1.61	126	15.93
1.78	kafka-001	15.93	1.49	2018-08-18T00:36:49.357779143Z	89.1	2.497	1.61	1.43	127	15.93
1.76	kafka-001	15.93	1.596	2018-08-18T00:36:56.37380653Z	89.1	2.778	1.43	1.71	128	15.93
1.8	kafka-001	15.93	1.052	2018-08-18T00:37:03.386195011Z	89.1	1.865	1.71	2.49	129	15.93
1.95	kafka-001	15.93	1.552	2018-08-18T00:37:10.399736293Z	89.1	2.676	2.49	1.76	129	15.93
1.83	kafka-001	15.93	1.49	2018-08-18T00:37:17.41027441Z	89.1	2.497	1.76	1.52	129	15.93
1.75	kafka-001	15.93	1.052	2018-08-18T00:37:24.421425428Z	89.1	1.865	1.52	1.43	129	15.93
1.72	kafka-001	15.93	1.424	2018-08-18T00:37:31.437191227Z	89.1	2.49	1.43	1.54	129	15.93
1.74	kafka-001	15.93	1.713	2018-08-18T00:37:38.450350531Z	89.1	2.673	1.54	2.36	129	15.93
1.85	kafka-001	15.93	2.038	2018-08-18T00:37:45.462904554Z	89.1	3.162	2.36	1.95	129	15.93
1.76	kafka-001	15.93	1.556	2018-08-18T00:37:52.474688398Z	89.1	2.369	1.95	1.56	129	15.93
1.73	kafka-001	15.93	1.678	2018-08-18T00:37:59.48616795Z	89.1	2.961	1.56	1.44	129	15.93
1.71	kafka-001	15.93	2.192	2018-08-18T00:38:06.497124337Z	89.1	4.062	1.44	1.66	129	15.93
1.75	kafka-001	15.93	1.584	2018-08-18T00:38:13.50797924Z	89.1	2.607	1.66	2.37	129	15.93
1.89	kafka-001	15.93	2.25	2018-08-18T00:38:20.519704473Z	89.1	3.918	2.37	3.02	129	15.93
