host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
nan	cassandra-001	38.17	737363.193	2018-08-18T02:12:06.094286912Z	71.35	4699055.305	0	1.04	0	38.17
nan	cassandra-001	38.17	0.0	2018-08-18T02:12:13.100327358Z	71.35	0.0	1.04	1.05	0	38.17
nan	cassandra-001	38.17	0.0	2018-08-18T02:12:20.107004888Z	71.35	0.0	1.05	1.05	0	38.17
nan	cassandra-001	38.17	0.342	2018-08-18T02:12:27.115545008Z	71.35	0.282	1.05	2.3	0	38.17
nan	cassandra-001	38.17	0.0	2018-08-18T02:12:34.124660311Z	71.35	0.0	2.3	1.07	0	38.17
1.08	cassandra-001	38.17	0.0	2018-08-18T02:12:41.131835125Z	71.35	0.0	1.07	1.01	0	38.17
1.25	cassandra-001	38.17	0.0	2018-08-18T02:12:48.13792844Z	71.35	0.0	1.01	1.15	0	38.17
1.27	cassandra-001	38.17	0.0	2018-08-18T02:12:55.144580608Z	71.35	0.0	1.15	1.14	0	38.17
1.29	cassandra-001	38.17	0.342	2018-08-18T02:13:02.151286706Z	71.35	0.282	1.14	1.11	0	38.17
1.3	cassandra-001	38.17	0.0	2018-08-18T02:13:09.187281693Z	71.35	0.0	1.11	1.12	0	38.17
1.1	cassandra-001	38.17	0.0	2018-08-18T02:13:16.19554387Z	71.35	0.0	1.12	1.36	0	38.17
1.15	cassandra-001	38.17	0.0	2018-08-18T02:13:23.201662464Z	71.35	0.0	1.36	0.97	0	38.17
