container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
2.05	18992299.988	0	15.96	18490150.491	0	nan	kafka-001	15.96	2018-08-19T03:30:50.720474903Z	89.09
1.85	1.589	0	15.96	2.639	2.05	nan	kafka-001	15.96	2018-08-19T03:30:57.734634675Z	89.09
1.63	1.224	0	15.96	2.153	1.85	nan	kafka-001	15.96	2018-08-19T03:31:04.745972622Z	89.09
1.65	2.278	0	15.96	4.206	1.63	nan	kafka-001	15.96	2018-08-19T03:31:11.757675565Z	89.09
2.63	1.052	0	15.96	1.865	1.65	nan	kafka-001	15.96	2018-08-19T03:31:18.769347076Z	89.09
2.23	1.854	0	15.96	3.274	2.63	1.63	kafka-001	15.96	2018-08-19T03:31:25.780048248Z	89.09
1.75	2.226	0	15.96	3.567	2.23	2.01	kafka-001	15.96	2018-08-19T03:31:32.793981226Z	89.09
1.63	1.988	0	15.96	3.213	1.75	1.96	kafka-001	15.96	2018-08-19T03:31:39.806358795Z	89.09
1.83	1.612	0	15.96	2.954	1.63	1.92	kafka-001	15.96	2018-08-19T03:31:46.819271633Z	89.09
2.34	1.776	0	15.96	3.039	1.83	1.95	kafka-001	15.96	2018-08-19T03:31:53.828795531Z	89.09
2.2	2.414	0	15.96	4.14	2.34	2.07	kafka-001	15.96	2018-08-19T03:32:00.840027968Z	89.09
1.71	1.008	0	15.96	1.685	2.2	2.0	kafka-001	15.96	2018-08-19T03:32:07.851431168Z	89.09
