container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
4.13	1613.743	2	38.19	1345.394	0	nan	cassandra-001	38.19	2018-08-19T01:50:30.59084029Z	74.57
1.18	0.895	6	38.19	5.334	4.13	nan	cassandra-001	38.19	2018-08-19T01:50:37.598682877Z	74.56
1.21	1.33	10	38.19	9.204	1.18	nan	cassandra-001	38.19	2018-08-19T01:50:44.605804291Z	74.57
1.04	3.884	14	38.19	28.51	1.21	nan	cassandra-001	38.19	2018-08-19T01:50:51.619310246Z	74.57
1.14	2.224	18	38.2	19.417	1.04	nan	cassandra-001	38.2	2018-08-19T01:50:58.626196709Z	74.57
10.28	5.752	22	38.22	50.333	1.14	1.45	cassandra-001	38.22	2018-08-19T01:51:05.633240344Z	74.6
1.13	3.633	25	38.19	29.895	10.28	3.16	cassandra-001	38.19	2018-08-19T01:51:12.639533761Z	74.56
1.17	3.712	28	38.24	33.206	1.13	2.66	cassandra-001	38.24	2018-08-19T01:51:19.646559012Z	74.62
1.08	8.636	31	38.18	72.988	1.17	2.66	cassandra-001	38.18	2018-08-19T01:51:26.653732837Z	74.56
1.1	4.858	33	38.18	39.235	1.08	2.64	cassandra-001	38.18	2018-08-19T01:51:33.662172186Z	74.56
6.04	11.403	35	38.18	88.495	1.1	2.65	cassandra-001	38.18	2018-08-19T01:51:40.668793266Z	74.56
1.14	5.714	38	38.18	47.407	6.04	3.47	cassandra-001	38.18	2018-08-19T01:51:47.676101195Z	74.56
1.06	6.228	40	38.2	50.514	1.14	1.94	cassandra-001	38.2	2018-08-19T01:51:54.684727039Z	74.58
1.1	11.596	43	38.2	104.374	1.06	1.93	cassandra-001	38.2	2018-08-19T01:52:01.692838666Z	74.58
1.22	6.529	45	38.19	57.038	1.1	1.92	cassandra-001	38.19	2018-08-19T01:52:08.699846217Z	74.57
8.89	11.46	47	38.11	113.235	1.22	1.94	cassandra-001	38.11	2018-08-19T01:52:15.712071702Z	74.49
