container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
1.24	14954.333	0	38.46	132599.778	0	nan	cassandra-001	38.46	2018-08-19T03:30:50.765493909Z	91.71
1.24	0.0	0	38.46	0.0	1.24	nan	cassandra-001	38.46	2018-08-19T03:30:57.772252643Z	91.71
1.25	0.171	0	38.46	0.141	1.24	nan	cassandra-001	38.46	2018-08-19T03:31:04.778622293Z	91.71
1.3	0.171	0	38.46	0.141	1.25	nan	cassandra-001	38.46	2018-08-19T03:31:11.787575984Z	89.66
1.34	0.0	0	38.47	0.0	1.3	nan	cassandra-001	38.45	2018-08-19T03:31:18.795017408Z	89.67
2.84	0.0	0	38.46	0.0	1.34	1.06	cassandra-001	38.44	2018-08-19T03:31:25.80178021Z	89.66
1.34	0.171	0	38.48	0.141	2.84	1.54	cassandra-001	38.48	2018-08-19T03:31:32.810692857Z	89.68
1.38	0.0	0	38.5	0.0	1.34	1.55	cassandra-001	38.5	2018-08-19T03:31:39.81954588Z	89.7
1.22	0.171	0	38.5	0.141	1.38	1.58	cassandra-001	38.5	2018-08-19T03:31:46.82654775Z	89.7
1.2	0.0	0	38.5	0.0	1.22	1.57	cassandra-001	38.5	2018-08-19T03:31:53.833950937Z	89.7
2.13	0.171	0	38.5	0.141	1.2	1.55	cassandra-001	38.48	2018-08-19T03:32:00.841675473Z	89.7
1.29	0.0	0	38.5	0.0	2.13	1.68	cassandra-001	38.5	2018-08-19T03:32:07.848371533Z	89.7
