container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
5.48	18840844.42	2	15.96	18331347.313	0	nan	kafka-001	15.96	2018-08-19T02:43:20.716773819Z	89.02
2.76	16.496	6	15.96	26.353	5.48	nan	kafka-001	15.96	2018-08-19T02:43:27.730566075Z	89.02
3.44	27.665	10	15.96	42.665	2.76	nan	kafka-001	15.96	2018-08-19T02:43:34.741998063Z	89.02
5.04	62.342	15	15.96	62.082	3.44	nan	kafka-001	15.96	2018-08-19T02:43:41.754840049Z	89.02
6.42	56.345	18	15.96	77.291	5.04	nan	kafka-001	15.96	2018-08-19T02:43:48.768685412Z	89.02
7.31	104.024	22	15.96	94.76	6.42	3.86	kafka-001	15.96	2018-08-19T02:43:55.779187407Z	89.02
7.3	82.63	25	15.96	109.493	7.31	5.08	kafka-001	15.96	2018-08-19T02:44:02.794998585Z	89.02
7.76	90.898	28	15.96	122.187	7.3	5.38	kafka-001	15.96	2018-08-19T02:44:09.805472977Z	89.02
8.88	152.502	31	15.96	135.6	7.76	6.21	kafka-001	15.96	2018-08-19T02:44:16.81782701Z	89.02
9.56	110.486	34	15.96	144.283	8.88	7.12	kafka-001	15.96	2018-08-19T02:44:23.829524311Z	89.02
10.81	182.521	37	15.96	159.678	9.56	7.87	kafka-001	15.96	2018-08-19T02:44:30.842265676Z	89.02
10.47	128.837	39	15.96	164.855	10.81	8.6	kafka-001	15.96	2018-08-19T02:44:37.853828158Z	89.03
10.27	133.344	41	15.96	169.211	10.47	9.13	kafka-001	15.96	2018-08-19T02:44:44.866874529Z	89.03
10.33	216.772	44	15.96	184.384	10.27	9.62	kafka-001	15.96	2018-08-19T02:44:51.87815513Z	89.03
12.93	146.964	46	15.96	192.755	10.33	10.05	kafka-001	15.96	2018-08-19T02:44:58.889047498Z	89.03
10.63	239.459	48	15.96	201.338	12.93	10.73	kafka-001	15.96	2018-08-19T02:45:05.901689223Z	89.03
11.74	165.824	50	15.96	209.133	10.63	10.91	kafka-001	15.96	2018-08-19T02:45:12.912787382Z	89.03
12.31	172.388	52	15.96	219.073	11.74	11.06	kafka-001	15.96	2018-08-19T02:45:19.926089892Z	89.03
13.66	272.564	54	15.96	228.466	12.31	11.37	kafka-001	15.96	2018-08-19T02:45:26.937474739Z	89.03
