memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
38.16	91.07	0	1415.459	0	cassandra-001	2018-08-19T00:32:37.888429846Z	37.39	nan	38.16	704.042
38.16	91.37	0	0.0	37.39	cassandra-001	2018-08-19T00:32:44.895660056Z	39.8	nan	38.16	0.0
38.16	91.24	0	0.0	39.8	cassandra-001	2018-08-19T00:32:51.903926989Z	37.46	nan	38.16	0.0
38.16	91.24	0	0.0	37.46	cassandra-001	2018-08-19T00:32:58.910779088Z	37.28	nan	38.16	0.0
38.16	91.18	0	0.0	37.28	cassandra-001	2018-08-19T00:33:05.916852288Z	38.67	nan	38.16	0.0
38.16	91.24	0	0.342	38.67	cassandra-001	2018-08-19T00:33:12.924427145Z	40.09	31.77	38.16	0.282
38.16	91.24	0	0.0	40.09	cassandra-001	2018-08-19T00:33:19.93214062Z	8.19	38.45	38.16	0.0
38.16	91.26	0	0.0	8.19	cassandra-001	2018-08-19T00:33:26.939984054Z	40.54	33.58	38.16	0.0
38.16	91.1	0	0.0	40.54	cassandra-001	2018-08-19T00:33:33.94672505Z	36.69	33.71	38.16	0.0
38.17	91.16	0	0.342	36.69	cassandra-001	2018-08-19T00:33:40.954996283Z	39.2	33.58	38.17	0.282
38.17	91.08	0	0.0	39.2	cassandra-001	2018-08-19T00:33:47.961798234Z	45.56	33.9	38.17	0.0
38.17	91.34	0	0.0	45.56	cassandra-001	2018-08-19T00:33:54.969004088Z	6.5	35.05	38.17	0.0
