memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.9	120	1.25	1.67	kafka-001	2018-08-18T21:58:34.486268068Z	1.47	1.8	15.95	2.063
15.95	88.9	121	1.552	1.47	kafka-001	2018-08-18T21:58:41.496693642Z	1.76	1.79	15.95	2.676
15.95	88.91	122	1.49	1.76	kafka-001	2018-08-18T21:58:48.509344803Z	2.43	1.82	15.95	2.497
15.95	88.91	123	1.338	2.43	kafka-001	2018-08-18T21:58:55.518720022Z	2.03	1.95	15.95	2.346
15.95	88.91	124	1.138	2.03	kafka-001	2018-08-18T21:59:02.532792716Z	1.52	1.87	15.95	2.009
15.95	88.91	124	1.576	1.52	kafka-001	2018-08-18T21:59:09.546365057Z	1.6	1.81	15.95	2.641
15.95	88.91	125	1.674	1.6	kafka-001	2018-08-18T21:59:16.559311981Z	1.7	1.8	15.95	3.074
15.95	88.91	125	1.44	1.7	kafka-001	2018-08-18T21:59:23.572533336Z	2.54	1.84	15.95	2.607
15.95	88.91	126	1.956	2.54	kafka-001	2018-08-18T21:59:30.584472656Z	1.76	1.97	15.95	3.53
15.95	88.91	127	1.78	1.76	kafka-001	2018-08-18T21:59:37.596768782Z	1.47	1.86	15.95	2.671
15.95	88.91	128	1.556	1.47	kafka-001	2018-08-18T21:59:44.607738454Z	1.48	1.76	15.95	2.369
15.95	88.91	129	1.576	1.48	kafka-001	2018-08-18T21:59:51.620560028Z	1.67	1.76	15.95	2.7
15.95	88.91	130	1.49	1.67	kafka-001	2018-08-18T21:59:58.634940867Z	2.39	1.77	15.95	2.497
15.95	88.91	131	1.424	2.39	kafka-001	2018-08-18T22:00:05.644155799Z	1.63	1.88	15.95	2.49
15.95	88.91	132	1.052	1.63	kafka-001	2018-08-18T22:00:12.655791787Z	1.4	1.73	15.95	1.865
15.95	88.91	133	1.618	1.4	kafka-001	2018-08-18T22:00:19.668103031Z	1.56	1.67	15.95	2.683
15.95	88.91	134	1.502	1.56	kafka-001	2018-08-18T22:00:26.68422506Z	1.55	1.69	15.95	2.49
15.95	88.91	135	1.052	1.55	kafka-001	2018-08-18T22:00:33.69796052Z	2.5	1.7	15.95	1.865
15.95	88.91	136	1.682	2.5	kafka-001	2018-08-18T22:00:40.709614449Z	1.82	1.84	15.95	2.922
15.95	88.91	137	1.558	1.82	kafka-001	2018-08-18T22:00:47.719992675Z	1.85	1.74	15.95	2.449
15.95	88.91	138	1.514	1.85	kafka-001	2018-08-18T22:00:54.731565333Z	1.48	1.78	15.95	2.327
15.95	88.9	139	1.906	1.48	kafka-001	2018-08-18T22:01:01.744668097Z	1.64	1.79	15.95	3.03
15.95	88.9	140	1.49	1.64	kafka-001	2018-08-18T22:01:08.757751491Z	2.39	1.81	15.95	2.497
15.95	88.91	141	1.424	2.39	kafka-001	2018-08-18T22:01:15.770892932Z	2.13	1.95	15.95	2.49
15.95	88.91	142	1.094	2.13	kafka-001	2018-08-18T22:01:22.783776922Z	1.45	1.88	15.95	1.907
15.95	88.91	143	1.576	1.45	kafka-001	2018-08-18T22:01:29.795673855Z	1.6	1.82	15.95	2.641
15.95	88.91	143	1.424	1.6	kafka-001	2018-08-18T22:01:36.807749053Z	1.71	1.78	15.95	2.49
15.95	88.91	144	1.052	1.71	kafka-001	2018-08-18T22:01:43.824858473Z	2.44	1.82	15.95	1.865
15.95	88.91	145	2.398	2.44	kafka-001	2018-08-18T22:01:50.83719136Z	2.02	1.95	15.95	4.248
15.95	88.91	146	1.526	2.02	kafka-001	2018-08-18T22:01:57.849465968Z	1.71	1.89	15.95	2.751
15.95	88.91	147	1.382	1.71	kafka-001	2018-08-18T22:02:04.861605583Z	1.6	1.82	15.95	2.195
15.95	88.91	148	1.906	1.6	kafka-001	2018-08-18T22:02:11.874499062Z	1.75	1.85	15.95	3.03
15.95	88.91	149	1.862	1.75	kafka-001	2018-08-18T22:02:18.889403208Z	2.34	1.87	15.95	2.869
15.95	88.91	150	1.424	2.34	kafka-001	2018-08-18T22:02:25.902365342Z	2.15	1.98	15.95	2.49
15.95	88.91	151	1.138	2.15	kafka-001	2018-08-18T22:02:32.912889208Z	1.64	1.93	15.95	2.009
15.95	88.91	151	1.49	1.64	kafka-001	2018-08-18T22:02:39.926272031Z	1.58	1.86	15.95	2.497
15.95	88.91	152	1.424	1.58	kafka-001	2018-08-18T22:02:46.937193621Z	1.46	1.84	15.95	2.49
15.95	88.91	152	1.094	1.46	kafka-001	2018-08-18T22:02:53.9480414Z	2.48	1.82	15.95	1.907
15.95	88.91	152	1.682	2.48	kafka-001	2018-08-18T22:03:00.960277506Z	1.83	1.94	15.95	2.922
15.95	88.91	152	1.526	1.83	kafka-001	2018-08-18T22:03:07.972006153Z	1.67	1.86	15.95	2.751
15.95	88.91	152	1.052	1.67	kafka-001	2018-08-18T22:03:14.983286465Z	1.49	1.78	15.95	1.865
15.95	88.91	152	2.976	1.49	kafka-001	2018-08-18T22:03:21.996333134Z	1.67	1.75	15.95	4.422
15.95	88.91	152	2.251	1.67	kafka-001	2018-08-18T22:03:29.010385372Z	2.36	1.77	15.95	3.611
15.95	88.91	152	1.908	2.36	kafka-001	2018-08-18T22:03:36.020553221Z	1.84	1.92	15.95	3.23
15.95	88.91	152	1.36	1.84	kafka-001	2018-08-18T22:03:43.031010088Z	1.62	1.81	15.95	2.251
15.95	88.91	152	1.682	1.62	kafka-001	2018-08-18T22:03:50.042011586Z	1.85	1.77	15.95	2.922
15.95	88.91	152	1.052	1.85	kafka-001	2018-08-18T22:03:57.053044496Z	1.48	1.8	15.95	1.865
15.95	88.91	152	1.318	1.48	kafka-001	2018-08-18T22:04:04.064133868Z	2.43	1.8	15.95	2.209
