memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
38.03	87.75	0	1203.887	0	cassandra-001	2018-08-18T22:18:22.509569629Z	1.17	nan	38.03	622.392
38.04	87.77	0	0.342	1.17	cassandra-001	2018-08-18T22:18:29.51552602Z	1.16	nan	38.04	0.282
38.04	87.77	0	0.0	1.16	cassandra-001	2018-08-18T22:18:36.521787817Z	1.15	nan	38.04	0.0
38.04	87.77	0	0.0	1.15	cassandra-001	2018-08-18T22:18:43.528293516Z	1.11	nan	38.04	0.0
38.04	87.77	0	0.0	1.11	cassandra-001	2018-08-18T22:18:50.535460529Z	1.25	nan	38.04	0.0
38.04	87.77	0	0.0	1.25	cassandra-001	2018-08-18T22:18:57.546168486Z	1.26	0.97	38.04	0.0
38.05	87.79	0	0.342	1.26	cassandra-001	2018-08-18T22:19:04.554684835Z	1.07	1.18	38.07	0.282
38.05	87.8	0	0.0	1.07	cassandra-001	2018-08-18T22:19:11.56067916Z	3.7	1.17	38.08	0.0
38.04	87.79	0	0.0	3.7	cassandra-001	2018-08-18T22:19:18.567852144Z	1.13	1.59	38.07	0.0
38.05	87.8	0	0.0	1.13	cassandra-001	2018-08-18T22:19:25.574357862Z	2.7	1.59	38.07	0.0
38.07	87.8	0	0.342	2.7	cassandra-001	2018-08-18T22:19:32.581232036Z	1.26	1.85	38.07	0.282
38.07	87.8	0	0.0	1.26	cassandra-001	2018-08-18T22:19:39.589559338Z	1.2	1.85	38.07	0.0
