memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
38.25	73.09	0	1231.379	0	cassandra-001	2018-08-18T22:57:56.296106956Z	1.18	nan	38.27	644.88
38.25	73.09	3	0.342	1.18	cassandra-001	2018-08-18T22:58:03.304619275Z	1.24	nan	38.27	0.282
38.27	73.09	6	0.0	1.24	cassandra-001	2018-08-18T22:58:10.312721673Z	1.22	nan	38.27	0.0
38.27	73.1	8	0.0	1.22	cassandra-001	2018-08-18T22:58:17.321224259Z	19.36	nan	38.27	0.0
38.11	72.98	12	0.0	19.36	cassandra-001	2018-08-18T22:58:24.335849056Z	16.99	nan	38.11	0.0
38.11	73.05	15	0.342	16.99	cassandra-001	2018-08-18T22:58:31.345296002Z	20.16	6.66	38.11	0.282
38.11	73.14	18	0.0	20.16	cassandra-001	2018-08-18T22:58:38.351773656Z	20.2	10.02	38.11	0.0
38.1	73.24	21	0.0	20.2	cassandra-001	2018-08-18T22:58:45.358475459Z	27.79	13.19	38.1	0.0
38.1	73.36	24	0.0	27.79	cassandra-001	2018-08-18T22:58:52.364537335Z	35.1	17.62	38.1	0.0
38.1	73.48	27	0.0	35.1	cassandra-001	2018-08-18T22:58:59.371369132Z	33.81	23.27	38.1	0.0
38.1	73.63	30	0.342	33.81	cassandra-001	2018-08-18T22:59:06.380558862Z	40.5	25.68	38.1	0.282
38.11	74.52	32	0.0	40.5	cassandra-001	2018-08-18T22:59:13.388219329Z	108.51	29.59	38.11	0.0
38.11	76.15	35	0.0	108.51	cassandra-001	2018-08-18T22:59:20.397118541Z	71.38	44.32	38.11	0.0
38.11	78.07	37	0.0	71.38	cassandra-001	2018-08-18T22:59:27.404978792Z	90.57	52.85	38.11	0.0
38.11	79.99	39	0.342	90.57	cassandra-001	2018-08-18T22:59:34.411572155Z	76.06	63.31	38.11	0.282
38.11	81.83	41	0.0	76.06	cassandra-001	2018-08-18T22:59:41.418606248Z	77.25	70.14	38.11	0.0
38.1	76.86	44	0.0	77.25	cassandra-001	2018-08-18T22:59:48.426607162Z	64.3	77.38	38.1	0.0
38.11	77.09	45	0.0	64.3	cassandra-001	2018-08-18T22:59:55.435632325Z	58.3	81.34	38.11	0.0
38.11	77.34	47	0.342	58.3	cassandra-001	2018-08-18T23:00:02.442443565Z	50.38	72.98	38.11	0.282
38.11	77.59	49	0.0	50.38	cassandra-001	2018-08-18T23:00:09.449854605Z	51.72	69.48	38.11	0.0
38.09	77.83	51	0.0	51.72	cassandra-001	2018-08-18T23:00:16.456988096Z	75.05	63.0	38.09	0.0
38.1	78.21	53	0.0	75.05	cassandra-001	2018-08-18T23:00:23.463512527Z	62.81	62.83	38.1	0.0
38.07	78.45	55	0.342	62.81	cassandra-001	2018-08-18T23:00:30.47320799Z	66.79	60.43	38.07	0.282
38.07	78.74	56	0.0	66.79	cassandra-001	2018-08-18T23:00:37.481942234Z	60.4	60.84	38.07	0.0
38.07	79.04	58	0.0	60.4	cassandra-001	2018-08-18T23:00:44.491178718Z	64.81	61.19	38.07	0.0
38.07	79.33	60	0.0	64.81	cassandra-001	2018-08-18T23:00:51.498623414Z	35.67	63.6	38.07	0.0
38.07	79.63	61	0.0	35.67	cassandra-001	2018-08-18T23:00:58.504850765Z	58.62	60.92	38.07	0.0
38.07	80.39	63	0.342	58.62	cassandra-001	2018-08-18T23:01:05.51182472Z	100.67	58.18	38.07	0.282
38.07	80.37	65	0.0	100.67	cassandra-001	2018-08-18T23:01:12.517808404Z	59.31	64.49	38.07	0.0
38.06	80.71	66	0.0	59.31	cassandra-001	2018-08-18T23:01:19.525618289Z	98.49	63.25	38.06	0.0
38.07	81.05	68	0.0	98.49	cassandra-001	2018-08-18T23:01:26.535220332Z	93.74	69.6	38.07	0.0
38.07	81.41	69	0.342	93.74	cassandra-001	2018-08-18T23:01:33.541640465Z	53.1	74.42	38.07	0.282
38.07	81.75	70	0.0	53.1	cassandra-001	2018-08-18T23:01:40.548331067Z	64.13	77.32	38.07	0.0
38.07	83.41	72	0.0	64.13	cassandra-001	2018-08-18T23:01:47.557275868Z	134.05	78.24	38.07	0.0
38.07	82.18	73	0.0	134.05	cassandra-001	2018-08-18T23:01:54.565430021Z	71.72	83.8	38.07	0.0
38.07	82.56	74	0.342	71.72	cassandra-001	2018-08-18T23:02:01.574145476Z	67.52	85.87	38.07	0.282
38.07	82.93	75	0.0	67.52	cassandra-001	2018-08-18T23:02:08.581214996Z	60.46	80.71	38.07	0.0
38.07	83.33	77	0.0	60.46	cassandra-001	2018-08-18T23:02:15.587900053Z	71.33	75.16	38.07	0.0
38.07	83.93	78	0.0	71.33	cassandra-001	2018-08-18T23:02:22.595649162Z	100.84	78.2	38.07	0.0
38.08	85.73	80	0.0	100.84	cassandra-001	2018-08-18T23:02:29.602436684Z	103.45	84.32	38.08	0.0
38.08	87.55	81	0.342	103.45	cassandra-001	2018-08-18T23:02:36.609022185Z	102.49	79.22	38.08	0.282
38.07	89.36	82	0.0	102.49	cassandra-001	2018-08-18T23:02:43.615631419Z	106.55	84.35	38.07	0.0
38.07	91.05	83	0.0	106.55	cassandra-001	2018-08-18T23:02:50.621938333Z	85.41	90.85	38.07	0.0
38.08	87.27	85	0.0	85.41	cassandra-001	2018-08-18T23:02:57.628038798Z	150.15	95.01	38.08	0.0
38.08	86.82	86	0.342	150.15	cassandra-001	2018-08-18T23:03:04.637468672Z	85.18	108.15	38.08	0.282
38.08	87.26	88	0.0	85.18	cassandra-001	2018-08-18T23:03:11.644915879Z	77.95	105.54	38.08	0.0
38.08	87.7	89	0.0	77.95	cassandra-001	2018-08-18T23:03:18.653416835Z	70.98	101.29	38.08	0.0
38.08	88.16	90	0.0	70.98	cassandra-001	2018-08-18T23:03:25.661065488Z	85.83	96.04	38.08	0.0
38.08	88.71	92	0.342	85.83	cassandra-001	2018-08-18T23:03:32.666867156Z	84.0	92.58	38.08	0.282
38.08	89.18	93	0.0	84.0	cassandra-001	2018-08-18T23:03:39.674322836Z	86.19	92.35	38.08	0.0
38.08	89.66	94	0.0	86.19	cassandra-001	2018-08-18T23:03:46.682284319Z	75.61	81.69	38.08	0.0
38.08	90.13	96	0.0	75.61	cassandra-001	2018-08-18T23:03:53.68999988Z	77.6	80.09	38.08	0.0
38.07	90.7	97	0.342	77.6	cassandra-001	2018-08-18T23:04:00.69873614Z	86.81	80.04	38.07	0.282
38.07	91.2	98	0.0	86.81	cassandra-001	2018-08-18T23:04:07.706211503Z	96.04	82.67	38.07	0.0
38.07	91.69	99	0.0	96.04	cassandra-001	2018-08-18T23:04:14.714216734Z	100.86	84.37	38.07	0.0
38.06	92.19	100	0.0	100.86	cassandra-001	2018-08-18T23:04:21.720598744Z	79.87	87.18	38.06	0.0
38.08	90.82	101	0.0	79.87	cassandra-001	2018-08-18T23:04:28.728282893Z	105.23	86.13	38.08	0.0
38.07	92.27	103	0.342	105.23	cassandra-001	2018-08-18T23:04:35.734230827Z	123.24	91.07	38.07	0.282
38.07	92.31	104	0.0	123.24	cassandra-001	2018-08-18T23:04:42.742432323Z	135.76	98.68	38.07	0.0
38.07	92.37	105	0.0	135.76	cassandra-001	2018-08-18T23:04:49.750451116Z	122.68	106.83	38.07	0.0
38.07	92.31	106	0.0	122.68	cassandra-001	2018-08-18T23:04:56.757210374Z	95.9	111.27	38.07	0.0
38.07	86.08	107	0.342	95.9	cassandra-001	2018-08-18T23:05:03.766275402Z	103.55	110.45	38.07	0.282
38.07	86.63	109	0.0	103.55	cassandra-001	2018-08-18T23:05:10.773595079Z	106.47	114.39	38.07	0.0
38.07	87.19	110	0.0	106.47	cassandra-001	2018-08-18T23:05:17.780334716Z	109.56	114.6	38.07	0.0
38.07	87.85	111	0.0	109.56	cassandra-001	2018-08-18T23:05:24.786343104Z	111.92	112.32	38.07	0.0
38.07	88.41	112	0.342	111.92	cassandra-001	2018-08-18T23:05:31.795379169Z	90.61	108.35	38.07	0.282
38.07	88.99	113	0.0	90.61	cassandra-001	2018-08-18T23:05:38.802372501Z	103.7	103.0	38.07	0.0
38.07	90.75	115	0.0	103.7	cassandra-001	2018-08-18T23:05:45.809212024Z	153.46	104.3	38.07	0.0
38.07	90.51	116	0.0	153.46	cassandra-001	2018-08-18T23:05:52.815132848Z	101.25	112.62	38.07	0.0
38.07	91.09	117	0.0	101.25	cassandra-001	2018-08-18T23:05:59.821519651Z	68.82	111.75	38.07	0.0
38.07	91.68	118	0.342	68.82	cassandra-001	2018-08-18T23:06:06.828578047Z	109.92	104.96	38.07	0.282
38.07	91.61	119	0.0	109.92	cassandra-001	2018-08-18T23:06:13.836277571Z	122.67	104.63	38.07	0.0
38.07	92.35	120	0.0	122.67	cassandra-001	2018-08-18T23:06:20.84244533Z	141.83	109.97	38.07	0.0
38.07	92.41	121	0.0	141.83	cassandra-001	2018-08-18T23:06:27.849261531Z	133.13	116.33	38.07	0.0
38.07	92.38	122	0.342	133.13	cassandra-001	2018-08-18T23:06:34.857126424Z	119.32	112.94	38.07	0.282
38.07	86.86	123	0.0	119.32	cassandra-001	2018-08-18T23:06:41.863241553Z	166.61	115.95	38.07	0.0
38.07	88.89	125	0.0	166.61	cassandra-001	2018-08-18T23:06:48.86972002Z	152.45	132.25	38.07	0.0
38.07	92.22	126	0.0	152.45	cassandra-001	2018-08-18T23:06:55.876331841Z	199.0	139.34	38.07	0.0
38.07	92.37	127	0.342	199.0	cassandra-001	2018-08-18T23:07:02.884172269Z	137.75	152.06	38.07	0.282
38.07	92.26	128	0.0	137.75	cassandra-001	2018-08-18T23:07:09.892123916Z	134.44	151.38	38.07	0.0
38.07	91.42	129	0.0	134.44	cassandra-001	2018-08-18T23:07:16.999372707Z	237.16	151.6	38.07	0.0
38.07	92.54	130	0.0	237.16	cassandra-001	2018-08-18T23:07:24.006400258Z	133.75	171.24	38.07	0.0
38.07	92.26	131	0.342	133.75	cassandra-001	2018-08-18T23:07:31.012750138Z	134.23	165.76	38.07	0.282
38.07	92.42	132	0.0	134.23	cassandra-001	2018-08-18T23:07:38.024326048Z	143.97	162.72	38.07	0.0
38.07	91.59	133	0.0	143.97	cassandra-001	2018-08-18T23:07:45.033851474Z	129.04	153.55	38.07	0.0
38.07	92.43	134	0.0	129.04	cassandra-001	2018-08-18T23:07:52.040886735Z	155.83	152.1	38.07	0.0
38.07	92.31	135	0.0	155.83	cassandra-001	2018-08-18T23:07:59.052817419Z	133.96	155.66	38.07	0.0
38.07	92.16	136	0.342	133.96	cassandra-001	2018-08-18T23:08:06.059628653Z	138.73	138.46	38.07	0.282
38.1	91.45	137	0.0	138.73	cassandra-001	2018-08-18T23:08:13.067064408Z	63.98	139.29	38.1	0.0
38.1	92.47	138	0.0	63.98	cassandra-001	2018-08-18T23:08:20.073854483Z	128.62	127.58	38.1	0.0
38.09	91.79	139	0.0	128.62	cassandra-001	2018-08-18T23:08:27.079837995Z	151.41	125.03	38.09	0.0
38.09	92.49	140	0.342	151.41	cassandra-001	2018-08-18T23:08:34.086986662Z	116.28	128.75	38.09	0.282
38.08	91.88	141	0.0	116.28	cassandra-001	2018-08-18T23:08:41.093730316Z	157.92	122.16	38.08	0.0
