memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
37.94	72.76	0	1227.959	0	cassandra-001	2018-08-18T22:52:40.096341748Z	1.13	nan	37.94	642.06
37.94	72.76	0	0.0	1.13	cassandra-001	2018-08-18T22:52:47.103981621Z	1.13	nan	37.94	0.0
37.94	72.76	0	0.0	1.13	cassandra-001	2018-08-18T22:52:54.110617233Z	1.08	nan	37.94	0.0
37.94	72.76	0	0.342	1.08	cassandra-001	2018-08-18T22:53:01.11823314Z	1.23	nan	37.94	0.282
37.94	72.76	0	0.0	1.23	cassandra-001	2018-08-18T22:53:08.124414523Z	1.15	nan	37.94	0.0
37.94	72.76	0	0.0	1.15	cassandra-001	2018-08-18T22:53:15.131078449Z	1.2	0.95	37.94	0.0
37.94	72.76	0	0.0	1.2	cassandra-001	2018-08-18T22:53:22.138455208Z	1.23	1.15	37.94	0.0
37.94	72.76	0	0.0	1.23	cassandra-001	2018-08-18T22:53:29.188349719Z	1.16	1.17	37.94	0.0
37.94	72.76	0	0.342	1.16	cassandra-001	2018-08-18T22:53:36.196522221Z	1.17	1.18	37.94	0.282
37.94	72.76	0	0.0	1.17	cassandra-001	2018-08-18T22:53:43.204467195Z	1.23	1.19	37.94	0.0
37.94	72.76	0	0.0	1.23	cassandra-001	2018-08-18T22:53:50.213229283Z	1.15	1.19	37.94	0.0
37.94	72.76	0	0.0	1.15	cassandra-001	2018-08-18T22:53:57.220480944Z	1.16	1.19	37.94	0.0
