memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
38.03	91.97	1	1277.549	0	cassandra-001	2018-08-19T00:05:11.440472116Z	42.78	nan	38.03	682.95
38.03	91.97	4	0.0	42.78	cassandra-001	2018-08-19T00:05:18.449750198Z	36.15	nan	38.03	0.0
38.01	91.97	7	0.0	36.15	cassandra-001	2018-08-19T00:05:25.460192744Z	5.2	nan	38.04	0.0
38.04	91.96	11	0.0	5.2	cassandra-001	2018-08-19T00:05:32.467985382Z	50.36	nan	38.04	0.0
38.04	91.98	15	0.342	50.36	cassandra-001	2018-08-19T00:05:39.474702918Z	53.46	nan	38.04	0.282
38.07	92.01	19	0.0	53.46	cassandra-001	2018-08-19T00:05:46.482210753Z	61.15	31.33	38.07	0.0
38.08	91.95	22	59.787	61.15	cassandra-001	2018-08-19T00:05:53.488155966Z	63.47	41.52	38.08	3.229
38.09	92.19	24	0.0	63.47	cassandra-001	2018-08-19T00:06:00.494266324Z	33.2	44.97	38.09	0.0
38.09	92.15	28	0.0	33.2	cassandra-001	2018-08-19T00:06:07.501387703Z	71.63	44.47	38.09	0.0
38.08	91.89	30	0.0	71.63	cassandra-001	2018-08-19T00:06:14.507684585Z	63.09	55.55	38.08	0.0
38.08	92.08	33	0.408	63.09	cassandra-001	2018-08-19T00:06:21.51442595Z	74.49	57.67	38.08	0.282
38.09	92.12	36	0.0	74.49	cassandra-001	2018-08-19T00:06:28.520511226Z	77.08	61.17	38.09	0.0
38.09	92.01	38	0.0	77.08	cassandra-001	2018-08-19T00:06:35.527147778Z	86.3	63.83	38.09	0.0
38.09	92.1	40	0.0	86.3	cassandra-001	2018-08-19T00:06:42.537790261Z	54.4	67.63	38.09	0.0
38.1	92.13	42	0.0	54.4	cassandra-001	2018-08-19T00:06:49.547164488Z	89.91	71.17	38.1	0.0
38.1	92.22	45	0.342	89.91	cassandra-001	2018-08-19T00:06:56.555691253Z	83.23	74.21	38.1	0.282
38.1	92.08	47	0.0	83.23	cassandra-001	2018-08-19T00:07:03.563983625Z	91.67	77.57	38.1	0.0
38.1	92.14	49	0.0	91.67	cassandra-001	2018-08-19T00:07:10.576651182Z	105.45	80.43	38.1	0.0
38.12	92.08	51	0.0	105.45	cassandra-001	2018-08-19T00:07:17.58411861Z	66.83	85.16	38.12	0.0
38.1	92.11	53	0.342	66.83	cassandra-001	2018-08-19T00:07:24.591850022Z	92.63	81.92	38.1	0.282
38.1	91.81	55	0.0	92.63	cassandra-001	2018-08-19T00:07:31.599560715Z	59.91	88.29	38.1	0.0
38.1	92.04	57	0.0	59.91	cassandra-001	2018-08-19T00:07:38.610085381Z	84.19	83.29	38.1	0.0
38.1	92.1	59	0.0	84.19	cassandra-001	2018-08-19T00:07:45.617063469Z	74.19	83.45	38.1	0.0
38.12	91.97	60	0.342	74.19	cassandra-001	2018-08-19T00:07:52.624896686Z	73.91	80.53	38.12	0.282
38.12	92.01	62	0.0	73.91	cassandra-001	2018-08-19T00:07:59.631098095Z	105.64	75.28	38.12	0.0
38.12	91.99	64	0.0	105.64	cassandra-001	2018-08-19T00:08:06.843098443Z	80.98	81.75	38.12	0.0
38.12	92.07	66	0.0	80.98	cassandra-001	2018-08-19T00:08:13.849397603Z	90.01	79.8	38.12	0.0
38.12	92.14	67	0.342	90.01	cassandra-001	2018-08-19T00:08:20.856784686Z	111.51	84.82	38.12	0.282
38.13	91.87	69	0.0	111.51	cassandra-001	2018-08-19T00:08:27.864841009Z	90.49	89.37	38.13	0.0
38.13	92.14	71	0.0	90.49	cassandra-001	2018-08-19T00:08:34.871154688Z	101.99	92.09	38.13	0.0
38.13	92.15	72	0.0	101.99	cassandra-001	2018-08-19T00:08:41.87883936Z	122.03	96.77	38.13	0.0
38.13	92.07	74	0.0	122.03	cassandra-001	2018-08-19T00:08:48.885035896Z	101.82	99.5	38.13	0.0
38.13	91.75	75	0.342	101.82	cassandra-001	2018-08-19T00:08:55.891642196Z	108.55	102.98	38.13	0.282
38.14	92.1	77	0.0	108.55	cassandra-001	2018-08-19T00:09:02.900235148Z	69.81	106.07	38.14	0.0
38.14	92.04	78	0.0	69.81	cassandra-001	2018-08-19T00:09:09.907401732Z	117.43	99.12	38.14	0.0
38.14	92.18	80	0.0	117.43	cassandra-001	2018-08-19T00:09:16.91660438Z	114.04	103.61	38.14	0.0
38.14	92.07	81	0.342	114.04	cassandra-001	2018-08-19T00:09:23.923977485Z	143.01	105.61	38.14	0.282
38.15	91.74	83	0.0	143.01	cassandra-001	2018-08-19T00:09:30.931160912Z	212.38	109.11	38.15	0.0
38.18	92.03	84	0.0	212.38	cassandra-001	2018-08-19T00:09:37.937557762Z	86.76	127.54	38.18	0.0
38.18	92.04	86	0.0	86.76	cassandra-001	2018-08-19T00:09:44.961502642Z	110.26	123.91	38.18	0.0
38.18	91.9	87	0.342	110.26	cassandra-001	2018-08-19T00:09:51.968846024Z	116.21	130.65	38.18	0.282
38.18	91.96	88	0.0	116.21	cassandra-001	2018-08-19T00:09:58.97814571Z	106.34	130.44	38.18	0.0
38.18	88.1	90	0.0	106.34	cassandra-001	2018-08-19T00:10:05.984168445Z	72.32	129.16	38.18	0.0
38.17	89.13	91	0.0	72.32	cassandra-001	2018-08-19T00:10:12.990959608Z	100.92	117.38	38.17	0.0
38.17	92.09	92	0.0	100.92	cassandra-001	2018-08-19T00:10:19.997037526Z	120.66	98.8	38.17	0.0
38.17	92.11	94	0.342	120.66	cassandra-001	2018-08-19T00:10:27.003702393Z	111.46	104.45	38.17	0.282
38.17	92.13	95	0.0	111.46	cassandra-001	2018-08-19T00:10:34.011081605Z	164.82	104.65	38.17	0.0
38.19	92.13	96	0.0	164.82	cassandra-001	2018-08-19T00:10:41.022698894Z	86.56	112.75	38.19	0.0
38.23	92.15	98	0.0	86.56	cassandra-001	2018-08-19T00:10:48.03066209Z	119.48	109.46	38.23	0.0
38.23	91.87	99	0.342	119.48	cassandra-001	2018-08-19T00:10:55.039578449Z	105.38	117.32	38.23	0.282
38.23	91.77	100	0.0	105.38	cassandra-001	2018-08-19T00:11:02.045718943Z	226.54	118.06	38.23	0.0
38.23	92.1	101	0.0	226.54	cassandra-001	2018-08-19T00:11:09.051709294Z	128.59	135.71	38.23	0.0
38.23	91.88	102	0.0	128.59	cassandra-001	2018-08-19T00:11:16.061156216Z	117.23	138.56	38.23	0.0
38.23	91.86	104	0.342	117.23	cassandra-001	2018-08-19T00:11:23.076336609Z	109.13	130.63	38.23	0.282
38.23	91.72	105	0.0	109.13	cassandra-001	2018-08-19T00:11:30.082526833Z	139.25	134.39	38.23	0.0
38.23	91.91	106	0.0	139.25	cassandra-001	2018-08-19T00:11:37.090593255Z	119.37	137.69	38.23	0.0
38.27	91.76	107	0.0	119.37	cassandra-001	2018-08-19T00:11:44.09688912Z	119.69	140.02	38.27	0.0
38.16	91.89	109	0.342	119.69	cassandra-001	2018-08-19T00:11:51.103525703Z	96.42	122.21	38.16	0.282
38.17	92.0	110	0.0	96.42	cassandra-001	2018-08-19T00:11:58.111271224Z	85.51	116.85	38.17	0.0
38.17	91.81	111	0.0	85.51	cassandra-001	2018-08-19T00:12:05.11885547Z	113.53	111.56	38.17	0.0
38.17	87.8	112	0.0	113.53	cassandra-001	2018-08-19T00:12:12.130121773Z	134.99	112.3	38.17	0.0
38.19	91.44	113	0.0	134.99	cassandra-001	2018-08-19T00:12:19.136523828Z	164.29	111.59	38.19	0.0
38.16	91.87	114	0.342	164.29	cassandra-001	2018-08-19T00:12:26.144994114Z	139.14	119.07	38.16	0.282
38.16	92.07	116	0.0	139.14	cassandra-001	2018-08-19T00:12:33.152674674Z	80.79	122.31	38.16	0.0
38.2	91.7	117	0.0	80.79	cassandra-001	2018-08-19T00:12:40.160155924Z	119.72	119.71	38.2	0.0
38.21	91.18	118	0.0	119.72	cassandra-001	2018-08-19T00:12:47.172531995Z	107.88	125.41	38.21	0.0
38.21	91.81	119	0.342	107.88	cassandra-001	2018-08-19T00:12:54.180693374Z	139.07	124.47	38.21	0.282
38.21	91.94	120	0.0	139.07	cassandra-001	2018-08-19T00:13:01.187471471Z	135.55	125.15	38.21	0.0
38.21	92.04	121	0.0	135.55	cassandra-001	2018-08-19T00:13:08.194394653Z	99.54	120.36	38.21	0.0
38.21	91.75	122	0.0	99.54	cassandra-001	2018-08-19T00:13:15.202020699Z	108.25	113.76	38.21	0.0
38.21	91.97	123	0.342	108.25	cassandra-001	2018-08-19T00:13:22.209154269Z	142.92	118.34	38.21	0.282
38.23	91.78	124	0.0	142.92	cassandra-001	2018-08-19T00:13:29.215097861Z	124.74	122.2	38.23	0.0
38.23	91.4	125	59.589	124.74	cassandra-001	2018-08-19T00:13:36.223481374Z	155.44	125.01	38.23	2.635
38.22	91.78	127	0.0	155.44	cassandra-001	2018-08-19T00:13:43.229812377Z	123.07	127.74	38.22	0.0
38.23	91.8	128	0.0	123.07	cassandra-001	2018-08-19T00:13:50.236236595Z	124.66	125.66	38.23	0.0
