memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
15.95	88.91	58	2.414	1.98	kafka-001	2018-08-18T23:00:45.206552445Z	2.11	1.8	15.95	4.062
15.95	88.91	60	0.966	2.11	kafka-001	2018-08-18T23:00:52.218238716Z	1.67	1.85	15.95	1.721
15.95	88.91	62	1.446	1.67	kafka-001	2018-08-18T23:00:59.233031418Z	1.76	1.82	15.95	2.395
15.95	88.91	63	2.608	1.76	kafka-001	2018-08-18T23:01:06.244817878Z	1.78	1.84	15.95	4.536
15.95	88.91	65	1.428	1.78	kafka-001	2018-08-18T23:01:13.253359074Z	2.3	1.81	15.95	2.183
15.95	88.91	67	1.816	2.3	kafka-001	2018-08-18T23:01:20.265214598Z	1.66	1.93	15.95	2.94
15.95	88.91	68	1.49	1.66	kafka-001	2018-08-18T23:01:27.274708566Z	1.45	1.88	15.95	2.497
15.95	88.91	69	1.052	1.45	kafka-001	2018-08-18T23:01:34.286107174Z	1.37	1.77	15.95	1.865
15.95	88.91	70	1.424	1.37	kafka-001	2018-08-18T23:01:41.297562572Z	1.59	1.72	15.95	2.49
15.95	88.91	72	1.532	1.59	kafka-001	2018-08-18T23:01:48.308189839Z	2.42	1.69	15.95	2.539
15.95	88.91	73	1.596	2.42	kafka-001	2018-08-18T23:01:55.319486195Z	1.94	1.8	15.95	2.778
15.95	88.91	75	0.966	1.94	kafka-001	2018-08-18T23:02:02.331204092Z	1.7	1.74	15.95	1.721
15.95	88.91	76	1.404	1.7	kafka-001	2018-08-18T23:02:09.340583672Z	1.51	1.75	15.95	2.353
15.95	88.91	77	1.724	1.51	kafka-001	2018-08-18T23:02:16.351570208Z	1.63	1.76	15.95	2.964
15.95	88.91	79	1.428	1.63	kafka-001	2018-08-18T23:02:23.36189648Z	2.62	1.8	15.95	2.183
15.95	88.91	80	2.05	2.62	kafka-001	2018-08-18T23:02:30.378282841Z	1.71	1.97	15.95	3.096
15.95	88.91	81	1.664	1.71	kafka-001	2018-08-18T23:02:37.391130555Z	1.6	1.85	15.95	2.671
15.95	88.91	82	1.138	1.6	kafka-001	2018-08-18T23:02:44.403549444Z	1.5	1.8	15.95	2.009
15.95	88.91	84	1.424	1.5	kafka-001	2018-08-18T23:02:51.416925125Z	1.81	1.76	15.95	2.49
15.95	88.91	85	1.404	1.81	kafka-001	2018-08-18T23:02:58.429200883Z	2.63	1.81	15.95	2.353
15.95	88.91	87	1.638	2.63	kafka-001	2018-08-18T23:03:05.440591834Z	2.16	1.98	15.95	2.82
15.95	88.91	88	0.966	2.16	kafka-001	2018-08-18T23:03:12.452629555Z	1.48	1.9	15.95	1.721
15.95	88.91	89	1.612	1.48	kafka-001	2018-08-18T23:03:19.464326318Z	1.62	1.86	15.95	2.895
15.95	88.91	91	1.682	1.62	kafka-001	2018-08-18T23:03:26.476666532Z	1.77	1.87	15.95	2.922
15.95	88.91	92	1.16	1.77	kafka-001	2018-08-18T23:03:33.489009328Z	2.54	1.91	15.95	1.973
15.95	88.91	93	1.952	2.54	kafka-001	2018-08-18T23:03:40.499511655Z	1.8	2.03	15.95	3.018
15.95	88.91	95	1.952	1.8	kafka-001	2018-08-18T23:03:47.509750232Z	1.65	1.9	15.95	2.959
15.95	88.91	96	1.295	1.65	kafka-001	2018-08-18T23:03:54.520896809Z	1.48	1.81	15.95	2.185
15.95	88.91	97	1.424	1.48	kafka-001	2018-08-18T23:04:01.532190222Z	1.75	1.81	15.95	2.49
15.95	88.91	99	1.404	1.75	kafka-001	2018-08-18T23:04:08.542791771Z	2.39	1.83	15.95	2.353
15.95	88.91	99	1.638	2.39	kafka-001	2018-08-18T23:04:15.553094667Z	2.08	1.94	15.95	2.82
15.95	88.91	101	1.052	2.08	kafka-001	2018-08-18T23:04:22.564455978Z	1.44	1.86	15.95	1.865
15.95	88.91	102	1.526	1.44	kafka-001	2018-08-18T23:04:29.575303063Z	1.63	1.8	15.95	2.751
15.95	88.91	103	1.682	1.63	kafka-001	2018-08-18T23:04:36.586672633Z	1.73	1.8	15.95	2.922
15.95	88.91	104	1.584	1.73	kafka-001	2018-08-18T23:04:43.595776058Z	2.68	1.84	15.95	2.607
15.95	88.91	106	1.73	2.68	kafka-001	2018-08-18T23:04:50.608672518Z	2.15	1.99	15.95	2.796
15.95	88.91	107	2.304	2.15	kafka-001	2018-08-18T23:04:57.622559988Z	1.85	1.95	15.95	3.501
15.95	88.91	108	2.0	1.85	kafka-001	2018-08-18T23:05:04.633981786Z	1.19	1.91	15.95	3.081
15.95	88.91	109	1.502	1.19	kafka-001	2018-08-18T23:05:11.644700107Z	1.78	1.87	15.95	2.49
15.95	88.91	110	1.224	1.78	kafka-001	2018-08-18T23:05:18.658162536Z	2.61	1.9	15.95	2.153
15.95	88.91	111	1.596	2.61	kafka-001	2018-08-18T23:05:25.669525995Z	2.08	2.04	15.95	2.778
15.95	88.91	113	1.274	2.08	kafka-001	2018-08-18T23:05:32.683412508Z	1.62	1.94	15.95	2.107
15.95	88.91	114	1.224	1.62	kafka-001	2018-08-18T23:05:39.698541862Z	1.67	1.86	15.95	2.153
15.95	88.91	115	1.596	1.67	kafka-001	2018-08-18T23:05:46.713751377Z	1.61	1.83	15.95	2.778
15.95	88.91	116	1.232	1.61	kafka-001	2018-08-18T23:05:53.726382806Z	2.53	1.9	15.95	2.065
15.95	88.91	117	1.51	2.53	kafka-001	2018-08-18T23:06:00.737464248Z	1.98	2.02	15.95	2.634
15.95	88.91	118	1.554	1.98	kafka-001	2018-08-18T23:06:07.74918724Z	1.74	1.92	15.95	2.483
15.95	88.91	119	1.888	1.74	kafka-001	2018-08-18T23:06:14.760826315Z	1.39	1.86	15.95	2.779
15.95	88.91	121	1.622	1.39	kafka-001	2018-08-18T23:06:21.773243351Z	1.7	1.82	15.95	2.688
15.95	88.91	122	1.31	1.7	kafka-001	2018-08-18T23:06:28.785038645Z	2.35	1.83	15.95	2.297
15.95	88.91	123	1.51	2.35	kafka-001	2018-08-18T23:06:35.798404829Z	2.02	1.95	15.95	2.634
15.95	88.91	124	1.232	2.02	kafka-001	2018-08-18T23:06:42.81074068Z	1.45	1.86	15.95	2.065
15.95	88.91	125	1.224	1.45	kafka-001	2018-08-18T23:06:49.822138676Z	1.54	1.78	15.95	2.153
15.95	88.91	126	1.724	1.54	kafka-001	2018-08-18T23:06:56.835402384Z	1.78	1.74	15.95	2.964
15.95	88.91	127	1.146	1.78	kafka-001	2018-08-18T23:07:03.849945718Z	2.5	1.81	15.95	1.921
15.95	88.91	128	1.51	2.5	kafka-001	2018-08-18T23:07:10.861547241Z	1.87	1.94	15.95	2.634
15.95	88.91	129	1.31	1.87	kafka-001	2018-08-18T23:07:17.873768389Z	1.81	1.86	15.95	2.297
15.95	88.91	130	2.046	1.81	kafka-001	2018-08-18T23:07:24.885369604Z	1.53	1.83	15.95	3.069
15.95	88.91	131	2.16	1.53	kafka-001	2018-08-18T23:07:31.897368717Z	1.7	1.84	15.95	3.56
15.95	88.91	132	1.598	1.7	kafka-001	2018-08-18T23:07:38.909520202Z	2.39	1.87	15.95	2.605
15.95	88.91	133	1.51	2.39	kafka-001	2018-08-18T23:07:45.921750892Z	2.09	1.97	15.95	2.634
15.95	88.91	134	1.052	2.09	kafka-001	2018-08-18T23:07:52.933361437Z	1.58	1.9	15.95	1.865
15.95	88.91	135	1.404	1.58	kafka-001	2018-08-18T23:07:59.945097379Z	1.55	1.85	15.95	2.353
15.95	88.91	136	1.682	1.55	kafka-001	2018-08-18T23:08:06.957529865Z	1.63	1.81	15.95	2.922
15.95	88.91	137	0.966	1.63	kafka-001	2018-08-18T23:08:13.968495488Z	2.44	1.82	15.95	1.721
15.95	88.91	138	1.552	2.44	kafka-001	2018-08-18T23:08:20.979292172Z	1.89	1.95	15.95	2.676
15.95	88.91	139	1.49	1.89	kafka-001	2018-08-18T23:08:27.991165134Z	1.64	1.86	15.95	2.497
15.95	88.91	140	1.556	1.64	kafka-001	2018-08-18T23:08:35.004218234Z	1.84	1.79	15.95	2.622
15.95	88.91	141	1.514	1.84	kafka-001	2018-08-18T23:08:42.019209862Z	1.68	1.83	15.95	2.327
15.95	88.91	142	1.952	1.68	kafka-001	2018-08-18T23:08:49.029783773Z	2.3	1.85	15.95	2.959
15.95	88.91	143	1.753	2.3	kafka-001	2018-08-18T23:08:56.041644702Z	1.76	1.97	15.95	2.954
15.95	88.91	144	1.008	1.76	kafka-001	2018-08-18T23:09:03.054804634Z	1.79	1.85	15.95	1.763
15.95	88.91	145	1.596	1.79	kafka-001	2018-08-18T23:09:10.0682218Z	1.83	1.84	15.95	2.778
15.95	88.91	146	1.49	1.83	kafka-001	2018-08-18T23:09:17.081471763Z	1.54	1.87	15.95	2.497
15.95	88.91	147	0.966	1.54	kafka-001	2018-08-18T23:09:24.096732565Z	2.2	1.82	15.95	1.721
15.95	88.91	148	1.552	2.2	kafka-001	2018-08-18T23:09:31.107689588Z	1.66	1.9	15.95	2.676
15.95	88.91	149	1.698	1.66	kafka-001	2018-08-18T23:09:38.120383883Z	1.94	1.8	15.95	3.039
15.95	88.91	149	1.718	1.94	kafka-001	2018-08-18T23:09:45.135179815Z	1.66	1.83	15.95	3.176
15.95	88.91	150	1.618	1.66	kafka-001	2018-08-18T23:09:52.146640309Z	1.7	1.81	15.95	2.727
15.95	88.91	151	1.772	1.7	kafka-001	2018-08-18T23:09:59.159554933Z	1.88	1.78	15.95	2.759
15.95	88.91	152	2.642	1.88	kafka-001	2018-08-18T23:10:06.169376885Z	1.3	1.84	15.95	4.434
15.95	88.91	152	1.498	1.3	kafka-001	2018-08-18T23:10:13.183295006Z	1.99	1.69	15.95	2.463
15.95	88.91	152	1.596	1.99	kafka-001	2018-08-18T23:10:20.194423294Z	1.91	1.75	15.95	2.778
15.95	88.91	152	1.31	1.91	kafka-001	2018-08-18T23:10:27.207941159Z	1.71	1.74	15.95	2.297
15.95	88.91	152	1.31	1.71	kafka-001	2018-08-18T23:10:34.22195317Z	1.95	1.75	15.95	2.065
15.95	88.91	152	1.466	1.95	kafka-001	2018-08-18T23:10:41.234721458Z	1.68	1.79	15.95	2.532
15.95	88.91	152	1.31	1.68	kafka-001	2018-08-18T23:10:48.246240744Z	2.55	1.76	15.95	2.297
15.95	88.91	152	1.51	2.55	kafka-001	2018-08-18T23:10:55.259191352Z	1.66	1.97	15.95	2.634
15.95	88.91	152	1.232	1.66	kafka-001	2018-08-18T23:11:02.271326741Z	1.72	1.91	15.95	2.065
15.95	88.91	152	1.62	1.72	kafka-001	2018-08-18T23:11:09.284499485Z	1.34	1.88	15.95	2.549
15.95	88.91	152	2.1	1.34	kafka-001	2018-08-18T23:11:16.297009083Z	1.77	1.82	15.95	3.282
15.95	88.91	152	1.552	1.77	kafka-001	2018-08-18T23:11:23.30807982Z	2.51	1.79	15.95	2.661
