net_send	name	memory_active_anon%	net_receive	timestamp	memory_rss%	host_cpu	host_moving_avg_cpu	memory%	sensor_count	container_cpu%
1383.726	kafka-001	21.04	1157.645	2019-04-24T02:54:16.017715743Z	21.04	68.36	67.69	25.09	268	78.11
918.127	kafka-001	21.04	1155.119	2019-04-24T02:54:23.031689773Z	21.04	78.11	68.84	25.11	269	70.08
929.927	kafka-001	21.04	1168.214	2019-04-24T02:54:30.038606616Z	21.04	70.08	69.34	25.13	269	66.56
1390.38	kafka-001	21.04	1161.949	2019-04-24T02:54:37.048769176Z	21.04	66.56	69.79	25.14	270	72.0
925.678	kafka-001	21.75	1163.647	2019-04-24T02:54:44.057125214Z	21.75	72.0	70.45	25.87	270	70.37
1410.646	kafka-001	21.75	1175.872	2019-04-24T02:54:51.067339888Z	21.75	70.37	70.91	25.89	271	73.87
931.256	kafka-001	21.75	1174.837	2019-04-24T02:54:58.07958214Z	21.75	73.87	71.83	25.9	271	73.58
1404.597	kafka-001	21.71	1171.742	2019-04-24T02:55:05.09108767Z	21.71	73.58	71.08	25.88	272	68.21
933.962	kafka-001	21.71	1181.645	2019-04-24T02:55:12.099809897Z	21.71	68.21	70.77	25.9	272	73.63
931.966	kafka-001	21.71	1176.493	2019-04-24T02:55:19.121227825Z	21.71	73.63	71.94	25.91	273	72.07
1429.049	kafka-001	21.71	1192.522	2019-04-24T02:55:26.132338656Z	21.71	72.07	71.96	25.93	273	73.38
939.572	kafka-001	21.71	1182.733	2019-04-24T02:55:33.141858576Z	21.71	73.38	72.46	25.94	274	73.97
1438.663	kafka-001	21.72	8908.692	2019-04-24T02:55:40.157299515Z	21.72	73.97	72.47	26.17	274	90.25
989.962	kafka-001	21.75	18138.919	2019-04-24T02:55:47.171353594Z	21.75	90.25	75.25	26.61	275	72.98
1014.871	kafka-001	21.78	27768.853	2019-04-24T02:55:54.180876285Z	21.78	72.98	76.05	27.3	276	92.3
1511.374	kafka-001	21.76	33120.814	2019-04-24T02:56:01.192894388Z	21.76	92.3	79.16	28.07	276	80.78
1058.66	kafka-001	21.76	42109.129	2019-04-24T02:56:08.204378376Z	21.76	80.78	80.61	29.07	277	100.67
1558.585	kafka-001	21.76	46008.374	2019-04-24T02:56:15.216715404Z	21.76	100.67	85.16	30.16	277	86.18
1098.446	kafka-001	21.76	53817.413	2019-04-24T02:56:22.227094987Z	21.76	86.18	87.19	31.44	277	108.42
1106.138	kafka-001	21.76	57662.284	2019-04-24T02:56:29.237895616Z	21.76	108.42	90.22	32.81	278	101.1
1614.331	kafka-001	21.76	61964.636	2019-04-24T02:56:36.251886366Z	21.76	101.1	94.91	34.29	278	111.08
1136.964	kafka-001	21.76	65428.904	2019-04-24T02:56:43.264298029Z	21.76	111.08	98.04	35.85	279	81.08
1666.757	kafka-001	21.77	75788.861	2019-04-24T02:56:50.275152052Z	21.77	81.08	98.09	37.66	279	113.48
1172.424	kafka-001	21.77	82941.494	2019-04-24T02:56:57.288964958Z	21.77	113.48	100.22	39.64	280	99.36
1186.376	kafka-001	21.77	82956.648	2019-04-24T02:57:04.303254354Z	21.77	99.36	102.42	41.62	280	115.39
1677.093	kafka-001	22.37	85872.25	2019-04-24T02:57:11.314900429Z	22.37	115.39	103.58	44.28	281	109.94
1188.51	kafka-001	22.37	83078.851	2019-04-24T02:57:18.329946578Z	22.37	109.94	105.06	46.27	281	115.53
1704.936	kafka-001	22.37	96411.508	2019-04-24T02:57:25.347953728Z	22.37	115.53	105.8	48.58	282	117.12
1206.958	kafka-001	23.29	92254.477	2019-04-24T02:57:32.361803246Z	23.34	117.12	111.8	51.74	282	125.34
1230.882	kafka-001	27.24	97318.286	2019-04-24T02:57:39.376219572Z	27.24	125.34	113.78	57.97	283	145.04
1699.709	kafka-001	29.89	93047.375	2019-04-24T02:57:46.386358271Z	29.89	145.04	121.39	62.84	283	190.03
1222.399	kafka-001	29.88	96654.816	2019-04-24T02:57:53.400439717Z	29.88	190.03	133.83	65.13	284	116.58
1702.256	kafka-001	29.86	96557.379	2019-04-24T02:58:00.421612966Z	29.86	116.58	134.94	67.42	284	128.86
1238.303	kafka-001	29.86	102419.513	2019-04-24T02:58:07.434886748Z	29.86	128.86	137.16	69.87	285	116.15
1232.334	kafka-001	29.86	99599.502	2019-04-24T02:58:14.45004252Z	29.86	116.15	137.0	72.25	285	121.19
1709.67	kafka-001	29.91	94939.558	2019-04-24T02:58:21.461225018Z	29.91	121.19	136.31	74.56	285	109.09
1223.561	kafka-001	30.36	93721.402	2019-04-24T02:58:28.475800561Z	30.36	109.09	130.32	77.25	286	114.77
1720.516	kafka-001	30.36	99658.557	2019-04-24T02:58:35.487200468Z	30.36	114.77	117.77	79.63	286	131.03
1241.125	kafka-001	30.36	102287.463	2019-04-24T02:58:42.499672744Z	30.36	131.03	120.18	82.07	287	127.73
1227.188	kafka-001	30.36	100625.337	2019-04-24T02:58:49.513803368Z	30.36	127.73	119.99	84.48	288	121.48
1709.782	kafka-001	30.36	91602.394	2019-04-24T02:58:56.526564241Z	30.36	121.48	120.88	84.64	288	122.79
1234.383	kafka-001	30.36	99954.878	2019-04-24T02:59:03.538814871Z	30.36	122.79	121.15	84.78	288	117.85
1714.99	kafka-001	30.36	102742.13	2019-04-24T02:59:10.557109756Z	30.36	117.85	122.61	84.98	289	121.68
1228.966	kafka-001	30.36	100294.702	2019-04-24T02:59:17.580806398Z	30.36	121.68	123.76	84.59	289	118.55
1232.772	kafka-001	30.36	102216.771	2019-04-24T02:59:24.594075027Z	30.36	118.55	121.68	84.79	290	126.19
1708.614	kafka-001	30.36	102148.452	2019-04-24T02:59:31.615194905Z	30.36	126.19	121.42	84.62	290	122.92
1231.229	kafka-001	30.36	99853.201	2019-04-24T02:59:38.634342087Z	30.36	122.92	121.66	85.5	290	124.76
1706.293	kafka-001	30.36	100603.768	2019-04-24T02:59:45.650606396Z	30.36	124.76	121.99	84.89	291	100.68
1233.641	kafka-001	30.36	101502.118	2019-04-24T02:59:52.663440766Z	30.36	100.68	119.13	85.37	291	117.85
1233.461	kafka-001	30.36	102594.583	2019-04-24T02:59:59.676829204Z	30.36	117.85	118.49	85.57	292	124.98
1716.419	kafka-001	30.36	100357.183	2019-04-24T03:00:06.692532453Z	30.36	124.98	119.56	85.63	292	106.67
1234.97	kafka-001	30.36	101218.162	2019-04-24T03:00:13.707777564Z	30.36	106.67	116.31	84.98	293	118.02
1726.222	kafka-001	30.36	102032.599	2019-04-24T03:00:20.722657316Z	30.36	118.02	115.49	85.48	293	122.29
1238.115	kafka-001	30.36	100475.029	2019-04-24T03:00:27.734426807Z	30.36	122.29	115.08	85.54	293	114.44
1241.641	kafka-001	30.36	102185.298	2019-04-24T03:00:34.746234368Z	30.36	114.44	117.38	85.72	294	119.08
1722.38	kafka-001	30.36	98922.388	2019-04-24T03:00:41.760849269Z	30.36	119.08	117.58	85.67	294	116.14
1249.873	kafka-001	30.36	102362.097	2019-04-24T03:00:48.770597957Z	30.36	116.14	116.11	86.45	295	101.42
1725.347	kafka-001	30.36	98659.018	2019-04-24T03:00:55.782055278Z	30.36	101.42	115.23	86.55	295	112.74
1238.404	kafka-001	30.36	101320.111	2019-04-24T03:01:02.795932408Z	30.36	112.74	114.35	86.56	296	128.05
1239.888	kafka-001	30.36	99061.177	2019-04-24T03:01:09.809192517Z	30.36	128.05	115.31	86.7	296	119.71
1727.041	kafka-001	30.36	102420.521	2019-04-24T03:01:16.823961565Z	30.36	119.71	116.19	86.43	297	125.79
1235.499	kafka-001	30.36	98896.913	2019-04-24T03:01:23.837312896Z	30.36	125.79	117.31	86.53	297	97.99
1733.908	kafka-001	30.37	102659.676	2019-04-24T03:01:30.850591177Z	30.37	97.99	114.28	86.3	298	125.74
1249.889	kafka-001	30.37	101426.519	2019-04-24T03:01:37.867932132Z	30.37	125.74	118.34	86.43	298	116.66
1244.843	kafka-001	30.37	100478.339	2019-04-24T03:01:44.886442194Z	30.37	116.66	118.99	86.55	298	122.51
1731.218	kafka-001	30.37	101741.336	2019-04-24T03:01:51.900820291Z	30.37	122.51	118.07	86.74	299	112.53
1227.617	kafka-001	30.37	93979.936	2019-04-24T03:01:58.912299092Z	30.37	112.53	116.87	86.74	300	133.48
1732.028	kafka-001	30.37	102045.933	2019-04-24T03:02:05.927185414Z	30.37	133.48	118.15	86.93	300	106.24
1250.671	kafka-001	30.37	100683.921	2019-04-24T03:02:12.941344893Z	30.37	106.24	119.53	87.01	300	123.27
1246.023	kafka-001	30.37	100180.08	2019-04-24T03:02:19.954755025Z	30.37	123.27	119.12	86.99	301	123.19
1733.482	kafka-001	30.37	102616.446	2019-04-24T03:02:26.967703869Z	30.37	123.19	120.2	87.11	301	124.83
1252.888	kafka-001	30.37	102064.127	2019-04-24T03:02:33.977778536Z	30.37	124.83	120.59	87.53	301	103.68
1741.275	kafka-001	30.37	101765.393	2019-04-24T03:02:40.98563961Z	30.37	103.68	119.12	86.96	301	131.94
1257.375	kafka-001	30.37	102760.81	2019-04-24T03:02:47.996608297Z	30.37	131.94	118.86	87.01	301	106.57
1257.105	kafka-001	30.37	102532.929	2019-04-24T03:02:55.007931293Z	30.37	106.57	118.91	87.06	301	124.54
1729.831	kafka-001	30.37	103290.026	2019-04-24T03:03:02.021534774Z	30.37	124.54	119.13	87.28	301	111.38
1250.749	kafka-001	30.37	100588.812	2019-04-24T03:03:09.033469241Z	30.37	111.38	117.16	87.21	301	111.67
1735.147	kafka-001	30.37	102370.639	2019-04-24T03:03:16.044918602Z	30.37	111.67	114.96	86.9	301	110.18
1253.11	kafka-001	30.37	102816.912	2019-04-24T03:03:23.060371671Z	30.37	110.18	116.05	87.43	301	120.79
1735.689	kafka-001	30.37	102836.083	2019-04-24T03:03:30.071938814Z	30.37	120.79	114.19	87.58	301	106.38
1247.291	kafka-001	30.37	100088.535	2019-04-24T03:03:37.090849135Z	30.37	106.38	114.16	87.28	301	126.11
