sensor_count	memory_active_anon%	memory%	name	net_receive	timestamp	net_send	container_cpu%	host_moving_avg_cpu	memory_rss%	host_cpu
332	23.84	34.07	kafka-001	45964.611	2019-04-24T15:47:41.528339062Z	1835.898	102.78	132.65	23.84	117.44
332	23.84	35.31	kafka-001	51968.996	2019-04-24T15:47:48.544071828Z	1267.625	127.43	119.09	23.84	102.78
333	23.84	36.7	kafka-001	58770.833	2019-04-24T15:47:55.553639052Z	1863.681	133.94	112.1	23.84	127.43
333	23.84	38.17	kafka-001	61901.961	2019-04-24T15:48:02.563714964Z	1300.77	137.01	117.74	23.84	133.94
334	23.84	39.86	kafka-001	70564.878	2019-04-24T15:48:09.573833124Z	1315.61	125.11	120.26	23.84	137.01
334	23.84	41.56	kafka-001	71357.485	2019-04-24T15:48:16.587262352Z	1902.287	131.24	123.95	23.84	125.11
335	23.84	43.51	kafka-001	82163.173	2019-04-24T15:48:23.601484292Z	1353.103	133.7	126.25	23.84	131.24
335	23.84	45.48	kafka-001	82247.669	2019-04-24T15:48:30.616270535Z	1933.398	102.47	131.41	23.84	133.7
335	23.84	47.45	kafka-001	82812.357	2019-04-24T15:48:37.629401652Z	1362.337	129.87	127.25	23.84	102.47
336	23.84	49.5	kafka-001	85511.476	2019-04-24T15:48:44.64315474Z	1367.888	132.31	126.57	23.84	129.87
336	23.84	51.52	kafka-001	84736.703	2019-04-24T15:48:51.653293019Z	1938.263	138.14	125.78	23.84	132.31
337	24.2	53.99	kafka-001	88666.406	2019-04-24T15:48:58.666941085Z	1379.559	125.74	127.96	24.2	138.14
337	24.2	56.14	kafka-001	89973.521	2019-04-24T15:49:05.674111426Z	1968.618	131.63	127.04	24.2	125.74
338	24.2	58.35	kafka-001	92918.285	2019-04-24T15:49:12.689190184Z	1390.799	143.71	126.69	24.2	131.63
338	24.2	60.54	kafka-001	91800.847	2019-04-24T15:49:19.697118449Z	1387.922	148.61	133.57	24.2	143.71
339	24.2	62.79	kafka-001	94233.509	2019-04-24T15:49:26.709863525Z	1962.908	141.13	136.69	24.2	148.61
339	24.2	64.96	kafka-001	91002.328	2019-04-24T15:49:33.719928067Z	1388.792	107.8	138.16	24.2	141.13
339	24.2	67.13	kafka-001	91097.459	2019-04-24T15:49:40.732659732Z	1972.851	137.28	133.1	24.2	107.8
340	24.56	69.76	kafka-001	95541.303	2019-04-24T15:49:47.739475354Z	1399.797	142.94	135.03	24.56	137.28
340	24.56	72.1	kafka-001	97844.331	2019-04-24T15:49:54.753591245Z	1409.83	132.06	136.91	24.56	142.94
341	24.56	74.46	kafka-001	98964.96	2019-04-24T15:50:01.764246172Z	1990.653	156.84	134.97	24.56	132.06
341	24.56	76.81	kafka-001	98458.47	2019-04-24T15:50:08.778604347Z	1399.177	147.83	136.34	24.56	156.84
342	24.56	79.24	kafka-001	101342.975	2019-04-24T15:50:15.786943984Z	1995.195	142.66	137.46	24.56	147.83
342	24.56	81.61	kafka-001	99313.495	2019-04-24T15:50:22.801232304Z	1409.798	141.41	143.27	24.56	142.66
343	24.56	83.58	kafka-001	101862.233	2019-04-24T15:50:29.816577638Z	1417.821	136.62	143.96	24.56	141.41
343	24.56	83.56	kafka-001	99307.614	2019-04-24T15:50:36.828280718Z	1989.55	140.98	142.9	24.56	136.62
344	24.56	84.2	kafka-001	101836.808	2019-04-24T15:50:43.845755111Z	1422.3	153.53	144.39	24.56	140.98
344	24.52	84.15	kafka-001	99625.192	2019-04-24T15:50:50.862872566Z	1993.817	113.19	143.84	24.52	153.53
345	24.52	84.15	kafka-001	101417.696	2019-04-24T15:50:57.873600915Z	1416.074	152.65	138.07	24.52	113.19
345	24.52	84.53	kafka-001	99486.876	2019-04-24T15:51:04.889211585Z	1415.173	134.57	139.73	24.52	152.65
346	24.52	84.52	kafka-001	100092.855	2019-04-24T15:51:11.901760448Z	1998.573	151.79	138.59	24.52	134.57
346	24.98	84.52	kafka-001	100879.701	2019-04-24T15:51:18.920330231Z	1416.236	143.29	141.12	24.98	151.79
346	24.98	84.54	kafka-001	100521.685	2019-04-24T15:51:25.934896497Z	2005.12	140.07	141.5	24.98	143.29
347	24.98	84.81	kafka-001	101895.633	2019-04-24T15:51:32.953089944Z	1420.716	129.82	139.26	24.98	140.07
347	24.98	84.79	kafka-001	99139.838	2019-04-24T15:51:39.968230226Z	1413.868	133.14	142.03	24.98	129.82
348	24.98	84.57	kafka-001	98856.427	2019-04-24T15:51:46.982423029Z	2011.866	131.76	138.78	24.98	133.14
348	27.25	83.85	kafka-001	99218.112	2019-04-24T15:51:53.995602571Z	1419.99	158.23	138.31	27.25	131.76
349	28.11	85.2	kafka-001	101749.249	2019-04-24T15:52:01.00987885Z	1992.457	145.36	139.39	28.11	158.23
349	28.11	84.55	kafka-001	98383.489	2019-04-24T15:52:08.021992087Z	1399.063	128.09	139.73	28.11	145.36
350	28.19	85.3	kafka-001	101472.587	2019-04-24T15:52:15.036549679Z	1414.634	133.1	137.73	28.19	128.09
350	28.19	84.68	kafka-001	99905.897	2019-04-24T15:52:22.05060368Z	1992.007	141.24	138.28	28.19	133.1
351	28.19	85.55	kafka-001	98829.366	2019-04-24T15:52:29.064954288Z	1418.478	137.15	139.63	28.19	141.24
351	28.2	84.98	kafka-001	101317.364	2019-04-24T15:52:36.077516302Z	1992.397	136.31	140.53	28.2	137.15
351	29.34	85.73	kafka-001	98738.112	2019-04-24T15:52:43.091592901Z	1417.678	127.22	136.88	29.34	136.31
352	29.34	85.23	kafka-001	101704.068	2019-04-24T15:52:50.103550977Z	1997.167	138.91	133.85	29.34	127.22
352	29.34	86.1	kafka-001	97875.598	2019-04-24T15:52:57.11492604Z	1417.212	128.19	135.66	29.34	138.91
353	29.34	85.63	kafka-001	101176.695	2019-04-24T15:53:04.127539507Z	1425.005	143.38	134.84	29.34	128.19
353	29.34	86.52	kafka-001	98776.784	2019-04-24T15:53:11.146271462Z	1993.603	140.08	135.19	29.34	143.38
354	29.34	86.02	kafka-001	101887.616	2019-04-24T15:53:18.156467736Z	1422.666	131.82	135.68	29.34	140.08
354	29.34	85.46	kafka-001	99186.63	2019-04-24T15:53:25.166802178Z	1982.269	119.51	134.93	29.34	131.82
355	29.34	86.39	kafka-001	100874.618	2019-04-24T15:53:32.177786185Z	1417.526	144.09	133.65	29.34	119.51
355	29.34	85.9	kafka-001	102074.457	2019-04-24T15:53:39.190016517Z	1432.251	146.34	134.51	29.34	144.09
355	29.34	86.78	kafka-001	98055.273	2019-04-24T15:53:46.203796015Z	1982.116	144.54	137.54	29.34	146.34
356	29.34	86.28	kafka-001	101740.36	2019-04-24T15:53:53.216702801Z	1429.356	136.82	137.73	29.34	144.54
356	29.34	85.71	kafka-001	98870.597	2019-04-24T15:54:00.23044358Z	1993.687	144.71	137.19	29.34	136.82
357	29.34	86.69	kafka-001	102087.929	2019-04-24T15:54:07.243715903Z	1422.124	128.61	139.34	29.34	144.71
357	29.34	86.05	kafka-001	95753.253	2019-04-24T15:54:14.262355917Z	1421.595	144.08	140.85	29.34	128.61
358	29.34	87.0	kafka-001	101184.775	2019-04-24T15:54:21.273994067Z	2012.113	132.26	140.85	29.34	144.08
358	29.34	86.45	kafka-001	99538.573	2019-04-24T15:54:28.29511843Z	1423.858	140.75	138.5	29.34	132.26
358	29.34	87.4	kafka-001	100812.265	2019-04-24T15:54:35.308606604Z	2019.747	128.91	137.87	29.34	140.75
359	29.4	86.95	kafka-001	100986.121	2019-04-24T15:54:42.32397393Z	1435.674	130.65	136.55	29.4	128.91
359	29.4	86.41	kafka-001	98997.608	2019-04-24T15:54:49.33490119Z	1433.941	120.9	134.21	29.4	130.65
360	29.4	87.41	kafka-001	102301.602	2019-04-24T15:54:56.350930559Z	2024.698	141.17	132.93	29.4	120.9
360	29.4	86.86	kafka-001	98246.676	2019-04-24T15:55:03.367177025Z	1432.18	128.82	132.44	29.4	141.17
361	29.4	86.31	kafka-001	99149.467	2019-04-24T15:55:10.384588884Z	2041.132	152.59	131.87	29.4	128.82
361	29.4	87.23	kafka-001	99444.724	2019-04-24T15:55:17.401135472Z	1444.802	132.15	133.84	29.4	152.59
361	29.4	86.75	kafka-001	99194.693	2019-04-24T15:55:24.412168463Z	1447.125	136.06	134.38	29.4	132.15
362	29.4	87.73	kafka-001	101731.948	2019-04-24T15:55:31.425696473Z	2020.66	136.25	135.28	29.4	136.06
362	29.4	87.29	kafka-001	102382.998	2019-04-24T15:55:38.438131098Z	1445.202	143.47	137.84	29.4	136.25
362	29.4	86.8	kafka-001	100507.466	2019-04-24T15:55:45.449855741Z	2018.102	139.84	138.22	29.4	143.47
362	29.41	87.8	kafka-001	101997.955	2019-04-24T15:55:52.463579851Z	1454.041	151.26	140.06	29.41	139.84
362	29.41	87.33	kafka-001	101131.575	2019-04-24T15:55:59.478016254Z	1444.522	130.84	139.84	29.41	151.26
362	29.41	86.89	kafka-001	102203.403	2019-04-24T15:56:06.489757794Z	2019.055	148.94	139.62	29.41	130.84
362	29.41	87.88	kafka-001	102004.998	2019-04-24T15:56:13.508552237Z	1445.549	142.3	141.77	29.41	148.94
362	29.41	87.37	kafka-001	99591.979	2019-04-24T15:56:20.528697252Z	2033.061	114.49	142.78	29.41	142.3
362	29.41	86.92	kafka-001	101528.717	2019-04-24T15:56:27.538672786Z	1437.913	130.8	137.95	29.41	114.49
362	29.41	87.93	kafka-001	101897.202	2019-04-24T15:56:34.558198011Z	1436.909	140.9	136.44	29.41	130.8
362	29.41	87.51	kafka-001	102213.47	2019-04-24T15:56:41.574787872Z	2014.231	140.82	134.71	29.41	140.9
362	29.41	87.05	kafka-001	100664.038	2019-04-24T15:56:48.589544045Z	1435.367	137.63	136.38	29.41	140.82
