net_receive	memory%	memory_rss%	name	timestamp	sensor_count	memory_active_anon%	container_cpu%	host_moving_avg_cpu	host_cpu	net_send
1098.365	24.15	20.32	kafka-001	2019-04-23T23:12:43.646911196Z	257	20.32	61.24	62.1	59.32	872.048
1104.268	24.16	20.32	kafka-001	2019-04-23T23:12:50.658049149Z	258	20.32	61.75	62.27	61.24	1333.206
1099.387	24.17	20.32	kafka-001	2019-04-23T23:12:57.668888471Z	258	20.32	62.68	61.69	61.75	876.503
1111.019	24.19	20.32	kafka-001	2019-04-23T23:13:04.682276582Z	258	20.32	66.25	61.14	62.68	884.347
1109.908	24.21	20.32	kafka-001	2019-04-23T23:13:11.693992779Z	259	20.32	65.84	62.62	66.25	1335.288
1100.781	24.22	20.32	kafka-001	2019-04-23T23:13:18.709486452Z	259	20.32	55.85	62.85	65.84	882.258
1111.66	24.24	20.32	kafka-001	2019-04-23T23:13:25.720497514Z	260	20.32	66.29	62.27	55.85	1341.798
1119.51	24.25	20.32	kafka-001	2019-04-23T23:13:32.733999502Z	260	20.32	60.07	63.11	66.29	885.496
1118.46	24.27	20.32	kafka-001	2019-04-23T23:13:39.747344225Z	261	20.32	66.22	62.83	60.07	895.171
1126.788	24.29	20.32	kafka-001	2019-04-23T23:13:46.757546431Z	261	20.32	59.63	63.42	66.22	1360.229
1129.037	24.3	20.32	kafka-001	2019-04-23T23:13:53.766575183Z	262	20.32	62.4	62.32	59.63	895.91
1138.363	24.32	20.32	kafka-001	2019-04-23T23:14:00.777645988Z	262	20.32	74.42	61.74	62.4	1354.025
1130.778	24.33	20.32	kafka-001	2019-04-23T23:14:07.789739808Z	263	20.32	66.91	64.84	74.42	903.999
1130.797	24.35	20.33	kafka-001	2019-04-23T23:14:14.802848553Z	263	20.33	61.2	64.94	66.91	899.293
1141.324	24.36	20.32	kafka-001	2019-04-23T23:14:21.813986384Z	264	20.32	67.19	65.13	61.2	1377.788
1138.535	24.38	20.32	kafka-001	2019-04-23T23:14:28.828169757Z	264	20.32	61.24	65.29	67.19	908.41
1141.352	24.4	20.32	kafka-001	2019-04-23T23:14:35.839348828Z	264	20.32	70.44	65.56	61.24	1380.489
1143.251	24.41	20.32	kafka-001	2019-04-23T23:14:42.852767319Z	265	20.32	67.47	66.9	70.44	912.032
1149.101	24.43	20.32	kafka-001	2019-04-23T23:14:49.868072961Z	265	20.32	67.22	65.74	67.47	906.297
1158.38	24.45	20.33	kafka-001	2019-04-23T23:14:56.880543067Z	266	20.33	59.88	65.79	67.22	1385.053
1153.827	24.46	20.33	kafka-001	2019-04-23T23:15:03.894138396Z	266	20.33	74.42	65.57	59.88	911.311
1161.196	24.48	20.33	kafka-001	2019-04-23T23:15:10.90655702Z	267	20.33	64.07	66.78	74.42	1393.46
1157.349	24.49	20.33	kafka-001	2019-04-23T23:15:17.927834205Z	267	20.33	67.02	67.25	64.07	918.746
1151.463	24.51	20.33	kafka-001	2019-04-23T23:15:24.949097443Z	268	20.33	67.15	66.68	67.02	920.987
1160.34	24.53	20.33	kafka-001	2019-04-23T23:15:31.965039705Z	268	20.33	70.32	66.63	67.15	1395.686
1141.208	24.54	20.33	kafka-001	2019-04-23T23:15:38.979702777Z	269	20.33	57.36	67.14	70.32	916.641
1161.164	24.56	20.33	kafka-001	2019-04-23T23:15:45.992335654Z	269	20.33	72.58	66.72	57.36	1390.279
1163.346	24.58	20.33	kafka-001	2019-04-23T23:15:53.005880988Z	269	20.33	63.11	66.42	72.58	922.684
1160.176	24.59	20.33	kafka-001	2019-04-23T23:16:00.017479581Z	270	20.33	67.61	66.26	63.11	928.138
1165.419	24.61	20.33	kafka-001	2019-04-23T23:16:07.028163961Z	270	20.33	62.36	66.36	67.61	1404.428
1168.767	24.63	20.33	kafka-001	2019-04-23T23:16:14.043586062Z	271	20.33	68.19	65.56	62.36	926.647
1174.748	24.64	20.33	kafka-001	2019-04-23T23:16:21.059859379Z	271	20.33	66.52	65.2	68.19	1432.361
1168.96	24.66	20.33	kafka-001	2019-04-23T23:16:28.074131872Z	272	20.33	70.4	66.73	66.52	932.64
1160.761	24.67	20.33	kafka-001	2019-04-23T23:16:35.08875956Z	272	20.33	65.72	66.37	70.4	1398.455
1170.565	24.69	20.33	kafka-001	2019-04-23T23:16:42.101669957Z	272	20.33	65.34	66.8	65.72	931.228
1178.093	24.71	20.33	kafka-001	2019-04-23T23:16:49.116683416Z	273	20.33	63.91	66.42	65.34	939.979
1185.388	24.72	20.33	kafka-001	2019-04-23T23:16:56.136354674Z	273	20.33	68.89	66.68	63.91	1435.941
1182.479	24.74	20.33	kafka-001	2019-04-23T23:17:03.149399144Z	274	20.33	57.68	66.8	68.89	932.124
3171.726	24.81	20.34	kafka-001	2019-04-23T23:17:10.166197357Z	274	20.34	117.94	65.32	57.68	1439.769
18197.532	25.24	20.34	kafka-001	2019-04-23T23:17:17.179313105Z	275	20.34	68.19	73.25	117.94	994.995
18079.053	25.66	20.34	kafka-001	2019-04-23T23:17:24.200678174Z	275	20.34	87.05	73.66	68.19	983.94
29995.722	26.38	20.34	kafka-001	2019-04-23T23:17:31.209071294Z	276	20.34	82.49	77.28	87.05	1507.97
31900.096	27.13	20.34	kafka-001	2019-04-23T23:17:38.223501036Z	276	20.34	78.6	80.37	82.49	1027.03
37850.286	28.03	20.35	kafka-001	2019-04-23T23:17:45.237747883Z	276	20.35	86.88	81.99	78.6	1539.1
46015.843	29.12	20.35	kafka-001	2019-04-23T23:17:52.250400847Z	277	20.35	92.72	86.86	86.88	1074.206
47639.147	30.25	20.35	kafka-001	2019-04-23T23:17:59.263953436Z	277	20.35	82.94	82.66	92.72	1080.551
59567.48	31.68	20.35	kafka-001	2019-04-23T23:18:06.275598706Z	278	20.35	108.15	85.11	82.94	1600.405
58917.015	33.08	20.35	kafka-001	2019-04-23T23:18:13.288068344Z	278	20.35	96.45	88.63	108.15	1107.647
69982.568	34.75	20.35	kafka-001	2019-04-23T23:18:20.300249211Z	279	20.35	112.82	90.96	96.45	1627.492
71820.389	36.46	20.35	kafka-001	2019-04-23T23:18:27.314037047Z	279	20.35	98.23	96.66	112.82	1156.412
77738.067	38.32	20.35	kafka-001	2019-04-23T23:18:34.327051274Z	280	20.35	109.21	98.55	98.23	1163.599
82521.417	40.54	20.6	kafka-001	2019-04-23T23:18:41.341951514Z	280	20.6	106.75	101.3	109.21	1665.24
82316.89	46.43	24.52	kafka-001	2019-04-23T23:18:48.35160364Z	280	24.52	110.99	105.27	106.75	1181.999
85915.801	50.79	26.83	kafka-001	2019-04-23T23:18:55.361731349Z	281	26.83	100.1	105.74	110.99	1662.902
85777.018	52.84	26.83	kafka-001	2019-04-23T23:19:02.373159221Z	281	26.83	118.07	106.35	100.1	1190.487
89935.447	54.99	26.83	kafka-001	2019-04-23T23:19:09.386109895Z	282	26.83	101.26	107.23	118.07	1202.706
91503.889	57.18	26.83	kafka-001	2019-04-23T23:19:16.401222458Z	282	26.83	116.77	107.73	101.26	1686.83
95244.777	59.45	26.84	kafka-001	2019-04-23T23:19:23.417033766Z	283	26.84	118.32	108.99	116.77	1205.11
95758.929	61.74	26.84	kafka-001	2019-04-23T23:19:30.431336316Z	283	26.84	94.84	110.92	118.32	1701.916
102804.703	64.19	26.84	kafka-001	2019-04-23T23:19:37.447180091Z	284	26.84	113.37	108.23	94.84	1243.22
102411.519	66.64	26.84	kafka-001	2019-04-23T23:19:44.468771412Z	284	26.84	144.98	110.44	113.37	1230.111
100758.325	69.04	26.84	kafka-001	2019-04-23T23:19:51.482001247Z	284	26.84	122.11	114.92	144.98	1719.478
102803.257	71.5	26.84	kafka-001	2019-04-23T23:19:58.494144791Z	285	26.84	120.2	118.4	122.11	1244.654
99263.719	73.87	26.84	kafka-001	2019-04-23T23:20:05.508548523Z	285	26.84	114.55	118.97	120.2	1711.903
104041.851	76.35	26.84	kafka-001	2019-04-23T23:20:12.523195201Z	286	26.84	112.66	118.34	114.55	1240.603
99511.907	78.99	27.09	kafka-001	2019-04-23T23:20:19.537298326Z	286	27.09	113.01	121.31	112.66	1228.749
103905.407	81.48	27.09	kafka-001	2019-04-23T23:20:26.550630155Z	287	27.09	106.68	121.25	113.01	1721.245
102686.366	83.93	27.09	kafka-001	2019-04-23T23:20:33.565441204Z	287	27.09	117.82	114.87	106.68	1234.997
101614.74	85.75	27.09	kafka-001	2019-04-23T23:20:40.579469981Z	288	27.09	120.14	114.15	117.82	1709.133
103596.243	86.57	27.09	kafka-001	2019-04-23T23:20:47.591295592Z	288	27.09	122.02	114.14	120.14	1239.6
101817.787	86.53	27.09	kafka-001	2019-04-23T23:20:54.605362949Z	288	27.09	98.68	115.39	122.02	1242.301
103865.928	86.49	27.4	kafka-001	2019-04-23T23:21:01.625163633Z	289	27.4	117.27	113.06	98.68	1734.278
101182.478	86.38	27.4	kafka-001	2019-04-23T23:21:08.641117383Z	289	27.4	115.05	113.77	117.27	1234.192
103745.059	86.41	27.4	kafka-001	2019-04-23T23:21:15.65466914Z	290	27.4	102.62	115.16	115.05	1724.296
103205.569	87.24	27.4	kafka-001	2019-04-23T23:21:22.664816059Z	290	27.4	116.75	112.63	102.62	1242.82
101572.615	86.82	27.4	kafka-001	2019-04-23T23:21:29.676825417Z	291	27.4	119.07	112.06	116.75	1234.171
103105.445	86.84	27.4	kafka-001	2019-04-23T23:21:36.689432808Z	291	27.4	122.31	111.57	119.07	1721.206
101378.473	86.81	27.4	kafka-001	2019-04-23T23:21:43.706064795Z	291	27.4	119.36	115.51	122.31	1237.547
103669.757	86.4	27.4	kafka-001	2019-04-23T23:21:50.71855486Z	292	27.4	124.61	115.86	119.36	1716.879
97720.322	87.11	27.4	kafka-001	2019-04-23T23:21:57.728720499Z	292	27.4	117.77	117.45	124.61	1226.355
102977.117	87.11	27.4	kafka-001	2019-04-23T23:22:04.740089472Z	293	27.4	123.8	119.98	117.77	1246.906
99648.533	86.63	27.4	kafka-001	2019-04-23T23:22:11.754465298Z	293	27.4	89.61	121.15	123.8	1694.044
96777.294	87.3	27.4	kafka-001	2019-04-23T23:22:18.77207765Z	294	27.4	120.03	116.24	89.61	1235.854
102271.718	87.3	27.4	kafka-001	2019-04-23T23:22:25.783233259Z	294	27.4	109.29	115.86	120.03	1719.219
101258.448	87.27	27.4	kafka-001	2019-04-23T23:22:32.795428607Z	294	27.4	120.64	114.18	109.29	1243.452
101880.214	87.29	27.4	kafka-001	2019-04-23T23:22:39.811145265Z	295	27.4	126.5	113.52	120.64	1242.578
100902.268	87.28	27.4	kafka-001	2019-04-23T23:22:46.824071938Z	295	27.4	116.67	114.98	126.5	1712.873
103633.29	87.32	27.4	kafka-001	2019-04-23T23:22:53.837219626Z	296	27.4	122.55	113.79	116.67	1256.982
103144.638	87.4	27.4	kafka-001	2019-04-23T23:23:00.848367081Z	296	27.4	113.74	119.28	122.55	1805.936
100895.716	88.19	27.4	kafka-001	2019-04-23T23:23:07.856692481Z	296	27.4	113.22	118.23	113.74	1171.938
103547.59	88.23	27.4	kafka-001	2019-04-23T23:23:14.869096886Z	297	27.4	121.12	118.89	113.22	1245.033
100306.819	88.01	27.4	kafka-001	2019-04-23T23:23:21.877902224Z	297	27.4	113.18	118.97	121.12	1715.669
103459.183	88.02	27.4	kafka-001	2019-04-23T23:23:28.892520396Z	298	27.4	116.66	116.75	113.18	1242.326
101447.416	87.93	27.4	kafka-001	2019-04-23T23:23:35.900929868Z	298	27.4	111.73	116.74	116.66	1707.888
102011.635	87.95	27.4	kafka-001	2019-04-23T23:23:42.920424596Z	299	27.4	114.05	114.94	111.73	1239.001
103534.252	88.01	27.4	kafka-001	2019-04-23T23:23:49.92914074Z	299	27.4	114.75	114.99	114.05	1242.716
102730.562	88.04	27.4	kafka-001	2019-04-23T23:23:56.940725344Z	299	27.4	112.52	115.25	114.75	1736.159
103947.457	88.02	27.4	kafka-001	2019-04-23T23:24:03.949525546Z	300	27.4	107.84	113.82	112.52	1255.682
101136.977	87.85	27.4	kafka-001	2019-04-23T23:24:10.965300126Z	300	27.4	117.2	112.92	107.84	1738.526
94798.538	87.88	28.86	kafka-001	2019-04-23T23:24:17.976650478Z	301	28.86	108.55	113.02	117.2	1235.632
100685.084	87.95	28.86	kafka-001	2019-04-23T23:24:24.98812349Z	301	28.86	119.88	112.48	108.55	1242.843
98736.228	88.38	28.86	kafka-001	2019-04-23T23:24:32.00111484Z	301	28.86	116.25	113.46	119.88	1729.671
103867.279	88.66	28.86	kafka-001	2019-04-23T23:24:39.016853857Z	301	28.86	117.58	113.71	116.25	1255.124
97568.079	88.01	28.86	kafka-001	2019-04-23T23:24:46.025260152Z	301	28.86	120.17	114.55	117.58	1725.755
103540.4	88.13	28.86	kafka-001	2019-04-23T23:24:53.03548028Z	301	28.86	118.65	116.6	120.17	1254.094
103837.708	88.03	28.86	kafka-001	2019-04-23T23:25:00.046066564Z	301	28.86	113.08	116.85	118.65	1251.706
91546.82	88.4	28.86	kafka-001	2019-04-23T23:25:07.057561367Z	301	28.86	67.69	117.6	113.08	1706.193
102596.411	88.45	28.86	kafka-001	2019-04-23T23:25:14.064786639Z	301	28.86	115.66	108.9	67.69	1244.048
104433.892	88.37	28.86	kafka-001	2019-04-23T23:25:21.080861549Z	301	28.86	117.97	108.8	115.66	1737.194
103900.514	87.82	28.86	kafka-001	2019-04-23T23:25:28.088956457Z	301	28.86	121.18	108.87	117.97	1258.679
97725.176	87.85	28.86	kafka-001	2019-04-23T23:25:35.102701128Z	301	28.86	127.78	109.04	121.18	1727.448
103332.555	88.14	28.86	kafka-001	2019-04-23T23:25:42.112427458Z	301	28.86	117.84	110.56	127.78	1243.966
