memory_active_anon%	memory%	memory_rss%	timestamp	container_cpu%	net_send	sensor_count	name	net_receive	host_moving_avg_cpu	host_cpu
30.57	88.39	30.57	2019-04-24T03:42:50.92625615Z	82.92	1373.527	265	kafka-001	1151.392	70.59	68.57
30.57	88.41	30.57	2019-04-24T03:42:57.936138697Z	65.47	910.624	265	kafka-001	1141.731	72.47	82.92
30.57	88.42	30.57	2019-04-24T03:43:04.947264464Z	73.38	908.431	265	kafka-001	1151.207	70.76	65.47
30.57	88.44	30.57	2019-04-24T03:43:11.957620997Z	75.02	1385.829	266	kafka-001	1149.474	72.1	73.38
30.57	88.46	30.57	2019-04-24T03:43:18.968155279Z	74.76	912.312	266	kafka-001	1151.599	72.91	75.02
30.57	88.47	30.57	2019-04-24T03:43:25.978943343Z	83.92	1389.469	267	kafka-001	1159.01	73.35	74.76
30.57	88.49	30.57	2019-04-24T03:43:32.990830633Z	66.35	918.408	267	kafka-001	1153.905	75.91	83.92
30.57	88.5	30.57	2019-04-24T03:43:40.001414799Z	59.87	921.06	268	kafka-001	1155.72	73.15	66.35
30.57	88.52	30.57	2019-04-24T03:43:47.016519442Z	71.39	1395.369	268	kafka-001	1152.991	72.22	59.87
30.57	88.54	30.57	2019-04-24T03:43:54.028729162Z	71.57	922.599	269	kafka-001	1156.419	71.88	71.39
30.57	88.55	30.57	2019-04-24T03:44:01.046066134Z	68.67	1399.091	270	kafka-001	1164.432	71.31	71.57
30.57	88.57	30.57	2019-04-24T03:44:08.057772396Z	72.95	926.167	270	kafka-001	1154.272	70.3	68.67
30.57	88.58	30.57	2019-04-24T03:44:15.070406254Z	75.53	932.866	270	kafka-001	1168.827	68.47	72.95
30.57	88.6	30.57	2019-04-24T03:44:22.081218539Z	72.82	1406.308	271	kafka-001	1161.239	70.0	75.53
30.57	88.62	30.57	2019-04-24T03:44:29.098627831Z	74.91	927.578	271	kafka-001	1162.791	72.15	72.82
30.57	88.63	30.57	2019-04-24T03:44:36.112359782Z	74.69	1415.109	272	kafka-001	1166.014	72.74	74.91
30.57	88.65	30.57	2019-04-24T03:44:43.127375941Z	63.63	938.375	273	kafka-001	1176.229	73.26	74.69
30.57	88.67	30.58	2019-04-24T03:44:50.141779589Z	80.12	1426.492	273	kafka-001	1178.116	72.42	63.63
30.57	88.68	30.57	2019-04-24T03:44:57.154131694Z	68.04	933.175	274	kafka-001	1158.845	73.62	80.12
30.57	88.69	30.57	2019-04-24T03:45:04.165777044Z	72.66	939.381	274	kafka-001	1170.391	72.37	68.04
30.57	88.43	30.57	2019-04-24T03:45:11.182332876Z	81.44	1480.486	275	kafka-001	17715.805	72.34	72.66
30.57	88.01	30.57	2019-04-24T03:45:18.196785546Z	84.53	987.269	275	kafka-001	17833.715	73.43	81.44
30.57	88.65	30.57	2019-04-24T03:45:25.208785217Z	95.34	1495.549	275	kafka-001	27237.353	75.07	84.53
30.57	88.47	30.57	2019-04-24T03:45:32.22181808Z	94.16	1029.128	276	kafka-001	34767.331	80.35	95.34
30.57	88.16	30.57	2019-04-24T03:45:39.240225859Z	84.3	1070.911	277	kafka-001	44049.44	82.69	94.16
30.57	87.84	30.57	2019-04-24T03:45:46.252582668Z	104.27	1549.017	277	kafka-001	43564.959	85.4	84.3
30.57	88.27	30.57	2019-04-24T03:45:53.265024206Z	98.45	1114.076	278	kafka-001	60088.261	90.67	104.27
30.57	88.26	30.57	2019-04-24T03:46:00.280427956Z	113.43	1593.287	278	kafka-001	57186.561	93.51	98.45
30.57	88.62	30.57	2019-04-24T03:46:07.292389451Z	116.11	1145.984	279	kafka-001	71303.518	98.32	113.43
30.57	88.27	30.57	2019-04-24T03:46:14.305131279Z	118.54	1139.134	279	kafka-001	70099.984	101.79	116.11
30.57	87.84	30.57	2019-04-24T03:46:21.321425146Z	118.04	1663.819	280	kafka-001	80776.415	105.85	118.54
30.57	88.74	30.57	2019-04-24T03:46:28.336229057Z	118.09	1172.663	280	kafka-001	79611.036	111.47	118.04
30.57	88.71	30.57	2019-04-24T03:46:35.350504858Z	106.21	1682.406	281	kafka-001	83098.344	113.78	118.09
30.57	88.03	30.57	2019-04-24T03:46:42.361553601Z	121.83	1183.224	281	kafka-001	84282.181	115.07	106.21
30.57	88.7	30.57	2019-04-24T03:46:49.374160447Z	111.85	1189.653	282	kafka-001	85144.774	116.47	121.83
30.57	88.38	30.57	2019-04-24T03:46:56.388013931Z	115.47	1683.065	282	kafka-001	87471.803	115.76	111.85
30.57	88.07	30.57	2019-04-24T03:47:03.401365258Z	120.59	1193.975	282	kafka-001	85786.397	115.25	115.47
30.57	89.11	30.57	2019-04-24T03:47:10.413747665Z	128.04	1720.263	283	kafka-001	99842.64	115.67	120.59
30.57	89.14	30.57	2019-04-24T03:47:17.426893052Z	120.51	1232.364	283	kafka-001	99127.869	117.33	128.04
30.58	88.0	30.58	2019-04-24T03:47:24.44146071Z	121.4	1236.992	284	kafka-001	100057.052	119.72	120.51
30.58	88.99	30.58	2019-04-24T03:47:31.458155745Z	122.02	1710.993	284	kafka-001	97712.574	119.64	121.4
30.58	88.62	30.58	2019-04-24T03:47:38.472648754Z	130.49	1239.104	285	kafka-001	102896.683	121.34	122.02
30.58	88.45	30.58	2019-04-24T03:47:45.48694411Z	123.63	1707.845	285	kafka-001	96904.862	123.84	130.49
30.58	88.22	30.58	2019-04-24T03:47:52.499742128Z	122.52	1249.656	286	kafka-001	102244.957	124.35	123.63
30.57	89.34	30.57	2019-04-24T03:47:59.511804236Z	110.24	1229.364	286	kafka-001	102560.499	123.43	122.52
30.57	88.05	30.57	2019-04-24T03:48:06.521923878Z	121.8	1719.606	286	kafka-001	97597.594	121.72	110.24
30.57	89.16	30.57	2019-04-24T03:48:13.535273001Z	107.51	1242.107	287	kafka-001	102007.499	121.78	121.8
30.57	88.88	30.57	2019-04-24T03:48:20.54952507Z	124.07	1721.953	287	kafka-001	99560.4	119.36	107.51
30.57	88.71	30.57	2019-04-24T03:48:27.56281449Z	123.34	1246.913	288	kafka-001	103771.599	118.3	124.07
30.57	88.8	30.57	2019-04-24T03:48:34.579891409Z	126.18	1245.4	288	kafka-001	100655.238	118.25	123.34
30.58	88.63	30.58	2019-04-24T03:48:41.593571105Z	117.09	1735.98	289	kafka-001	103703.35	118.86	126.18
30.58	88.41	30.58	2019-04-24T03:48:48.60928083Z	120.35	1234.517	289	kafka-001	101074.378	120.0	117.09
30.58	88.91	30.58	2019-04-24T03:48:55.628866825Z	111.91	1732.545	290	kafka-001	104031.042	119.76	120.35
30.58	88.32	30.58	2019-04-24T03:49:02.645147313Z	118.31	1235.145	290	kafka-001	98645.114	120.49	111.91
30.58	89.49	30.58	2019-04-24T03:49:09.664040694Z	112.92	1244.061	291	kafka-001	104001.138	119.53	118.31
30.58	89.28	30.58	2019-04-24T03:49:16.677081337Z	115.42	1723.24	291	kafka-001	100728.588	117.79	112.92
30.58	88.46	30.58	2019-04-24T03:49:23.692337133Z	104.83	1240.789	292	kafka-001	101661.612	116.0	115.42
30.58	89.56	30.58	2019-04-24T03:49:30.702293895Z	112.61	1731.863	292	kafka-001	100859.119	113.96	104.83
30.58	88.45	30.58	2019-04-24T03:49:37.715761129Z	113.11	1255.031	293	kafka-001	103368.985	112.67	112.61
30.58	89.55	30.58	2019-04-24T03:49:44.725903775Z	125.48	1238.973	293	kafka-001	100674.087	112.87	113.11
30.58	89.39	30.58	2019-04-24T03:49:51.739487492Z	126.01	1730.815	294	kafka-001	102222.969	114.06	125.48
30.58	89.2	30.58	2019-04-24T03:49:58.752997977Z	123.43	1235.68	294	kafka-001	100708.424	116.24	126.01
30.58	89.07	30.58	2019-04-24T03:50:05.764624755Z	111.75	1724.953	295	kafka-001	103436.231	117.58	123.43
30.58	89.24	30.58	2019-04-24T03:50:12.779086111Z	119.06	1236.511	295	kafka-001	100809.927	118.73	111.75
30.58	89.04	30.58	2019-04-24T03:50:19.795949723Z	117.96	1242.934	296	kafka-001	99642.884	119.81	119.06
30.58	88.89	30.58	2019-04-24T03:50:26.810919261Z	121.06	1726.885	296	kafka-001	101438.343	120.62	117.96
30.58	88.76	30.58	2019-04-24T03:50:33.828530952Z	115.9	1247.23	297	kafka-001	102401.826	119.88	121.06
30.58	88.56	30.58	2019-04-24T03:50:40.844971391Z	110.07	1725.201	297	kafka-001	99121.406	118.19	115.9
30.58	89.71	30.58	2019-04-24T03:50:47.860179827Z	123.9	1242.85	298	kafka-001	101875.495	115.97	110.07
30.58	88.53	30.58	2019-04-24T03:50:54.874361922Z	117.22	1240.946	298	kafka-001	97361.447	117.99	123.9
30.58	88.72	30.58	2019-04-24T03:51:01.889892802Z	120.26	1729.718	299	kafka-001	101257.474	117.69	117.22
30.58	88.92	30.58	2019-04-24T03:51:08.908849105Z	110.44	1248.31	299	kafka-001	101222.349	118.07	120.26
30.58	88.77	30.58	2019-04-24T03:51:15.920537685Z	118.38	1728.343	299	kafka-001	100118.692	116.3	110.44
30.58	88.86	30.58	2019-04-24T03:51:22.932426599Z	122.01	1246.091	300	kafka-001	101824.43	116.71	118.38
30.58	89.01	30.58	2019-04-24T03:51:29.948769826Z	114.56	1240.045	300	kafka-001	98544.376	118.7	122.01
30.58	89.22	30.58	2019-04-24T03:51:36.960449387Z	123.44	1738.912	301	kafka-001	101263.729	117.15	114.56
30.58	89.15	30.58	2019-04-24T03:51:43.976545083Z	109.49	1252.376	301	kafka-001	102566.158	118.18	123.44
30.58	89.06	30.58	2019-04-24T03:51:50.989947702Z	122.71	1738.357	301	kafka-001	101711.198	116.39	109.49
30.58	88.99	30.58	2019-04-24T03:51:58.00757225Z	108.84	1252.814	301	kafka-001	102580.09	118.43	122.71
30.58	88.96	30.58	2019-04-24T03:52:05.025247161Z	123.17	1252.396	301	kafka-001	102848.451	116.84	108.84
30.58	88.92	30.58	2019-04-24T03:52:12.039311502Z	119.79	1733.546	301	kafka-001	102991.729	117.04	123.17
30.58	88.89	30.58	2019-04-24T03:52:19.058814675Z	109.96	1250.223	301	kafka-001	103882.867	117.91	119.79
30.58	88.87	30.58	2019-04-24T03:52:26.073190662Z	121.51	1730.001	301	kafka-001	102997.686	115.66	109.96
30.58	88.84	30.58	2019-04-24T03:52:33.092058662Z	121.15	1252.346	301	kafka-001	103099.633	117.66	121.51
30.58	88.83	30.58	2019-04-24T03:52:40.110885793Z	117.79	1744.504	301	kafka-001	103439.435	117.4	121.15
30.58	88.79	30.58	2019-04-24T03:52:47.124156314Z	99.26	1250.049	301	kafka-001	100843.341	118.89	117.79
30.58	89.36	30.58	2019-04-24T03:52:54.138529006Z	118.09	1251.614	301	kafka-001	100744.68	114.91	99.26
30.58	89.35	30.58	2019-04-24T03:53:01.152032584Z	124.37	1731.282	301	kafka-001	102750.103	114.63	118.09
