memory_rss%	timestamp	net_receive	container_cpu%	memory_active_anon%	sensor_count	host_moving_avg_cpu	name	host_cpu	net_send	memory%
30.43	2019-04-24T00:28:18.255617456Z	101307.548	111.28	30.43	284	108.25	kafka-001	111.86	1236.934	89.04
30.43	2019-04-24T00:28:25.272987544Z	102321.879	112.77	30.43	285	109.7	kafka-001	111.28	1728.879	88.6
30.43	2019-04-24T00:28:32.291364654Z	93578.654	104.27	30.43	285	108.87	kafka-001	112.77	1224.386	88.99
30.43	2019-04-24T00:28:39.306221926Z	104001.074	109.22	30.43	286	107.65	kafka-001	104.27	1242.641	88.71
30.43	2019-04-24T00:28:46.315558083Z	101242.962	103.36	30.43	286	109.15	kafka-001	109.22	1724.561	89.07
30.43	2019-04-24T00:28:53.328883163Z	99451.298	98.05	30.43	286	108.79	kafka-001	103.36	1227.75	88.69
30.43	2019-04-24T00:29:00.339847377Z	101445.445	110.93	30.43	287	106.49	kafka-001	98.05	1730.531	89.29
30.43	2019-04-24T00:29:07.349934024Z	94095.668	110.32	30.43	287	106.43	kafka-001	110.93	1221.045	88.79
30.43	2019-04-24T00:29:14.358510803Z	103088.5	105.27	30.43	288	106.03	kafka-001	110.32	1235.334	88.51
30.43	2019-04-24T00:29:21.371179361Z	98715.162	115.26	30.43	288	106.19	kafka-001	105.27	1725.139	89.03
30.43	2019-04-24T00:29:28.38592809Z	101247.499	109.12	30.43	288	107.2	kafka-001	115.26	1234.124	88.71
30.43	2019-04-24T00:29:35.397705176Z	100628.37	114.55	30.43	289	108.16	kafka-001	109.12	1716.109	89.28
30.43	2019-04-24T00:29:42.41473131Z	99024.777	97.07	30.43	289	110.91	kafka-001	114.55	1235.108	88.9
30.43	2019-04-24T00:29:49.425354492Z	94480.45	115.81	30.43	290	108.6	kafka-001	97.07	1224.92	88.41
30.43	2019-04-24T00:29:56.440006236Z	101828.62	111.99	30.43	290	109.51	kafka-001	115.81	1724.906	89.01
30.43	2019-04-24T00:30:03.453276254Z	102300.579	110.45	30.43	290	110.63	kafka-001	111.99	1238.311	88.7
30.43	2019-04-24T00:30:10.466626651Z	101655.315	92.57	30.43	291	109.83	kafka-001	110.45	1726.218	89.31
30.43	2019-04-24T00:30:17.478528896Z	99355.859	110.58	30.43	291	107.07	kafka-001	92.57	1230.201	88.93
30.43	2019-04-24T00:30:24.489834773Z	102843.091	101.3	30.43	292	106.41	kafka-001	110.58	1239.685	88.64
30.43	2019-04-24T00:30:31.500128639Z	98138.964	117.04	30.43	292	107.12	kafka-001	101.3	1720.058	89.16
30.43	2019-04-24T00:30:38.509437944Z	94439.414	110.97	30.43	293	107.32	kafka-001	117.04	1227.912	88.67
30.43	2019-04-24T00:30:45.521171012Z	103930.998	119.21	30.43	293	107.15	kafka-001	110.97	1723.564	89.31
30.43	2019-04-24T00:30:52.532313216Z	100950.526	111.98	30.43	293	108.61	kafka-001	119.21	1238.158	88.97
30.43	2019-04-24T00:30:59.545449904Z	102775.724	100.66	30.43	294	111.85	kafka-001	111.98	1245.677	88.66
30.43	2019-04-24T00:31:06.603294137Z	100281.818	104.8	30.43	294	110.19	kafka-001	100.66	1720.916	89.24
30.44	2019-04-24T00:31:13.618516182Z	103178.879	113.94	30.44	295	110.78	kafka-001	104.8	1246.853	88.96
30.44	2019-04-24T00:31:20.625909071Z	102495.909	113.07	30.44	295	110.26	kafka-001	113.94	1726.009	88.66
30.44	2019-04-24T00:31:27.638538257Z	100324.183	103.89	30.44	295	110.61	kafka-001	113.07	1232.544	89.23
30.44	2019-04-24T00:31:34.650007915Z	102920.064	113.6	30.44	296	108.06	kafka-001	103.89	1237.894	88.94
30.44	2019-04-24T00:31:41.663535778Z	102298.551	98.86	30.44	296	108.33	kafka-001	113.6	1726.37	88.64
30.44	2019-04-24T00:31:48.671019088Z	101052.117	114.31	30.44	296	108.03	kafka-001	98.86	1239.047	89.23
30.44	2019-04-24T00:31:55.681447207Z	99429.577	124.44	30.44	297	109.61	kafka-001	114.31	1726.173	88.85
30.44	2019-04-24T00:32:02.691694931Z	100204.202	113.5	30.44	297	111.36	kafka-001	124.44	1235.246	88.49
30.44	2019-04-24T00:32:09.703362849Z	102550.693	108.33	30.44	298	111.43	kafka-001	113.5	1247.759	89.12
30.44	2019-04-24T00:32:16.717748501Z	103295.169	121.17	30.44	298	112.17	kafka-001	108.33	1737.636	88.83
30.44	2019-04-24T00:32:23.737083583Z	101608.011	110.33	30.44	298	113.44	kafka-001	121.17	1235.465	89.32
30.44	2019-04-24T00:32:30.748468838Z	103337.768	121.32	30.44	299	115.35	kafka-001	110.33	1729.297	89.04
30.44	2019-04-24T00:32:37.760372217Z	99669.793	105.79	30.44	299	116.52	kafka-001	121.32	1241.307	88.12
30.44	2019-04-24T00:32:44.777549861Z	99939.782	120.8	30.44	300	113.41	kafka-001	105.79	1250.185	89.14
30.44	2019-04-24T00:32:51.792912462Z	101499.894	106.19	30.44	300	114.62	kafka-001	120.8	1725.476	88.8
30.44	2019-04-24T00:32:58.803782028Z	99931.195	117.67	30.44	300	114.27	kafka-001	106.19	1240.865	88.43
30.44	2019-04-24T00:33:05.820431805Z	102557.298	104.66	30.44	301	113.68	kafka-001	117.67	1742.406	89.05
30.44	2019-04-24T00:33:12.832523223Z	101668.501	113.53	30.44	301	112.74	kafka-001	104.66	1246.582	88.73
30.44	2019-04-24T00:33:19.845832233Z	102939.629	114.95	30.44	301	111.44	kafka-001	113.53	1252.385	88.44
30.44	2019-04-24T00:33:26.861854581Z	104082.039	114.97	30.44	301	112.97	kafka-001	114.95	1743.017	89.09
30.44	2019-04-24T00:33:33.876415712Z	100977.113	103.09	30.44	301	112.0	kafka-001	114.97	1236.948	88.72
30.44	2019-04-24T00:33:40.887870333Z	97147.109	124.96	30.44	301	111.48	kafka-001	103.09	1733.438	89.25
30.44	2019-04-24T00:33:47.900739598Z	104100.273	109.93	30.44	301	112.69	kafka-001	124.96	1254.299	88.99
30.44	2019-04-24T00:33:54.917252489Z	99507.516	117.46	30.44	301	113.57	kafka-001	109.93	1249.736	88.61
30.44	2019-04-24T00:34:01.932094853Z	98872.598	109.37	30.44	301	114.23	kafka-001	117.46	1734.248	89.15
30.44	2019-04-24T00:34:08.947497026Z	104731.834	120.16	30.44	301	113.3	kafka-001	109.37	1254.588	88.9
30.44	2019-04-24T00:34:15.962466594Z	103283.788	105.28	30.44	301	114.16	kafka-001	120.16	1742.053	88.64
30.44	2019-04-24T00:34:22.976081689Z	103108.577	113.52	30.44	301	114.53	kafka-001	105.28	1252.044	89.27
