container_cpu%	host_moving_avg_cpu	name	memory%	host_cpu	net_send	sensor_count	memory_active_anon%	timestamp	memory_rss%	net_receive
63.53	59.45	kafka-001	88.45	59.68	821.363	242	30.52	2019-04-24T01:18:19.221125861Z	30.52	1031.777
57.23	60.75	kafka-001	88.47	63.53	1258.84	242	30.52	2019-04-24T01:18:26.230514585Z	30.52	1046.584
63.91	60.95	kafka-001	88.48	57.23	830.363	242	30.52	2019-04-24T01:18:33.243600561Z	30.52	1050.323
63.24	62.08	kafka-001	88.49	63.91	1261.44	243	30.52	2019-04-24T01:18:40.260024588Z	30.52	1060.81
64.26	61.9	kafka-001	88.51	63.24	828.32	243	30.52	2019-04-24T01:18:47.271912031Z	30.52	1033.634
71.69	61.98	kafka-001	88.53	64.26	832.132	243	30.52	2019-04-24T01:18:54.28098335Z	30.52	1050.332
64.62	63.98	kafka-001	88.54	71.69	1269.284	243	30.52	2019-04-24T01:19:01.292594408Z	30.52	1058.054
57.88	64.16	kafka-001	88.55	64.62	838.726	244	30.52	2019-04-24T01:19:08.303469604Z	30.52	1054.138
64.49	64.27	kafka-001	88.57	57.88	1270.783	244	30.52	2019-04-24T01:19:15.322877286Z	30.52	1056.041
62.95	64.36	kafka-001	88.58	64.49	836.163	244	30.52	2019-04-24T01:19:22.338853124Z	30.52	1054.17
63.98	64.32	kafka-001	88.6	62.95	841.593	245	30.52	2019-04-24T01:19:29.36009981Z	30.52	1060.64
64.05	64.27	kafka-001	88.61	63.98	1276.034	245	30.52	2019-04-24T01:19:36.373818102Z	30.52	1061.996
64.68	63.0	kafka-001	88.63	64.05	847.182	246	30.52	2019-04-24T01:19:43.388766922Z	30.52	1063.925
67.22	63.01	kafka-001	88.64	64.68	1288.751	246	30.52	2019-04-24T01:19:50.402291388Z	30.52	1070.424
62.41	64.56	kafka-001	88.66	67.22	831.095	247	30.52	2019-04-24T01:19:57.415181697Z	30.52	1064.184
66.1	64.22	kafka-001	88.67	62.41	853.834	247	30.52	2019-04-24T01:20:04.426324885Z	30.52	1070.97
64.42	64.74	kafka-001	88.69	66.1	1292.014	248	30.52	2019-04-24T01:20:11.439194033Z	30.52	1082.73
58.11	64.81	kafka-001	88.7	64.42	853.129	248	30.52	2019-04-24T01:20:18.451130581Z	30.52	1066.815
69.04	63.82	kafka-001	88.71	58.11	1295.642	248	30.52	2019-04-24T01:20:25.464767366Z	30.52	1073.124
66.32	64.55	kafka-001	88.73	69.04	854.723	249	30.52	2019-04-24T01:20:32.480344922Z	30.52	1068.244
59.53	64.4	kafka-001	88.74	66.32	851.203	249	30.52	2019-04-24T01:20:39.495534839Z	30.52	1072.0
66.25	63.92	kafka-001	88.76	59.53	1303.728	250	30.52	2019-04-24T01:20:46.503872598Z	30.52	1083.743
65.97	63.95	kafka-001	88.77	66.25	863.273	250	30.52	2019-04-24T01:20:53.514521609Z	30.52	1081.8
78.18	64.2	kafka-001	88.79	65.97	1312.466	251	30.52	2019-04-24T01:21:00.528517277Z	30.52	1089.178
61.13	67.55	kafka-001	88.8	78.18	861.862	251	30.52	2019-04-24T01:21:07.539897521Z	30.52	1088.807
65.92	66.23	kafka-001	88.82	61.13	859.382	252	30.52	2019-04-24T01:21:14.550442719Z	30.52	1079.305
61.54	66.16	kafka-001	88.83	65.92	1312.997	252	30.52	2019-04-24T01:21:21.564236953Z	30.52	1094.14
64.77	66.5	kafka-001	88.84	61.54	867.334	253	30.52	2019-04-24T01:21:28.575041118Z	30.52	1083.015
67.11	66.25	kafka-001	88.86	64.77	1312.131	253	30.52	2019-04-24T01:21:35.599810238Z	30.52	1088.592
63.25	66.44	kafka-001	88.88	67.11	868.509	254	30.52	2019-04-24T01:21:42.611845659Z	30.52	1088.261
59.37	63.95	kafka-001	88.01	63.25	866.178	254	30.52	2019-04-24T01:21:49.626240326Z	30.52	1095.455
66.25	63.66	kafka-001	88.02	59.37	1327.28	255	30.52	2019-04-24T01:21:56.641572359Z	30.52	1103.302
59.95	63.72	kafka-001	88.04	66.25	866.132	255	30.52	2019-04-24T01:22:03.655174393Z	30.52	1098.303
72.66	63.45	kafka-001	88.05	59.95	1337.176	256	30.52	2019-04-24T01:22:10.66696761Z	30.52	1107.456
67.5	64.76	kafka-001	88.07	72.66	875.211	256	30.52	2019-04-24T01:22:17.68063252Z	30.52	1100.305
69.75	64.83	kafka-001	88.09	67.5	877.996	256	30.52	2019-04-24T01:22:24.693182603Z	30.52	1107.817
55.56	65.91	kafka-001	88.1	69.75	1339.456	257	30.52	2019-04-24T01:22:31.708421834Z	30.52	1117.864
66.89	65.28	kafka-001	88.12	55.56	879.063	257	30.52	2019-04-24T01:22:38.720329594Z	30.52	1098.063
60.54	65.39	kafka-001	88.13	66.89	1336.465	258	30.52	2019-04-24T01:22:45.73295201Z	30.52	1107.776
66.21	65.48	kafka-001	88.14	60.54	883.992	258	30.52	2019-04-24T01:22:52.744486155Z	30.52	1112.758
68.11	64.41	kafka-001	88.16	66.21	887.051	259	30.52	2019-04-24T01:22:59.758758479Z	30.52	1121.084
66.59	64.51	kafka-001	88.17	68.11	1337.063	259	30.52	2019-04-24T01:23:06.772071307Z	30.52	1125.198
72.97	63.98	kafka-001	88.19	66.59	890.961	259	30.52	2019-04-24T01:23:13.784479708Z	30.52	1121.439
71.48	66.89	kafka-001	88.21	72.97	1352.051	260	30.52	2019-04-24T01:23:20.795287154Z	30.52	1125.398
65.8	67.65	kafka-001	88.22	71.48	888.125	260	30.52	2019-04-24T01:23:27.808722071Z	30.52	1119.526
67.03	68.53	kafka-001	88.24	65.8	889.531	260	30.52	2019-04-24T01:23:34.819298663Z	30.52	1128.244
67.02	68.66	kafka-001	88.25	67.03	1342.268	261	30.52	2019-04-24T01:23:41.834270337Z	30.52	1124.794
65.5	68.48	kafka-001	88.27	67.02	889.309	261	30.52	2019-04-24T01:23:48.850336918Z	30.52	1125.993
74.44	68.3	kafka-001	88.28	65.5	1362.946	261	30.52	2019-04-24T01:23:55.863520184Z	30.52	1139.012
68.36	68.55	kafka-001	88.3	74.44	883.82	261	30.52	2019-04-24T01:24:02.879172281Z	30.52	1127.987
66.24	68.03	kafka-001	88.31	68.36	892.748	262	30.52	2019-04-24T01:24:09.891039899Z	30.52	1130.748
76.6	68.1	kafka-001	88.33	66.24	1362.639	262	30.52	2019-04-24T01:24:16.907381071Z	30.52	1139.517
71.8	69.69	kafka-001	88.35	76.6	898.705	262	30.52	2019-04-24T01:24:23.923379498Z	30.52	1141.507
76.54	70.49	kafka-001	88.36	71.8	1370.949	263	30.52	2019-04-24T01:24:30.935946314Z	30.52	1143.622
73.01	72.33	kafka-001	88.38	76.54	901.694	263	30.52	2019-04-24T01:24:37.947543479Z	30.52	1143.505
68.42	72.09	kafka-001	88.39	73.01	901.322	263	30.52	2019-04-24T01:24:44.959209632Z	30.52	1141.911
68.04	72.1	kafka-001	88.41	68.42	1367.195	264	30.52	2019-04-24T01:24:51.969541263Z	30.52	1137.173
68.68	72.4	kafka-001	88.42	68.04	902.467	264	30.52	2019-04-24T01:24:58.98396524Z	30.52	1138.38
61.13	71.08	kafka-001	88.44	68.68	1370.012	264	30.52	2019-04-24T01:25:05.996868624Z	30.52	1149.234
75.63	69.3	kafka-001	88.46	61.13	906.044	265	30.52	2019-04-24T01:25:13.008133376Z	30.52	1139.887
72.98	69.15	kafka-001	88.47	75.63	901.906	265	30.52	2019-04-24T01:25:20.023578888Z	30.52	1140.432
69.83	69.15	kafka-001	88.49	72.98	1366.738	265	30.52	2019-04-24T01:25:27.037297677Z	30.52	1143.795
61.83	69.38	kafka-001	88.5	69.83	908.756	265	30.52	2019-04-24T01:25:34.051566238Z	30.52	1149.829
69.77	68.35	kafka-001	88.52	61.83	1375.852	266	30.52	2019-04-24T01:25:41.066648854Z	30.52	1146.358
72.69	68.53	kafka-001	88.53	69.77	911.784	266	30.52	2019-04-24T01:25:48.080443715Z	30.52	1149.711
69.15	70.46	kafka-001	88.55	72.69	1382.158	266	30.52	2019-04-24T01:25:55.093316978Z	30.52	1151.717
65.42	69.38	kafka-001	88.56	69.15	901.516	267	30.52	2019-04-24T01:26:02.10788888Z	30.52	1139.42
62.53	68.12	kafka-001	88.58	65.42	916.06	267	30.52	2019-04-24T01:26:09.124085854Z	30.52	1147.74
68.28	66.9	kafka-001	88.6	62.53	1385.174	267	30.52	2019-04-24T01:26:16.134664733Z	30.52	1160.269
75.67	67.97	kafka-001	88.61	68.28	915.554	267	30.52	2019-04-24T01:26:23.149475074Z	30.52	1152.827
71.24	68.96	kafka-001	88.63	75.67	1391.79	268	30.52	2019-04-24T01:26:30.161574203Z	30.52	1160.656
74.97	68.72	kafka-001	88.64	71.24	912.03	268	30.52	2019-04-24T01:26:37.173258354Z	30.52	1153.055
71.98	69.69	kafka-001	88.66	74.97	917.453	268	30.52	2019-04-24T01:26:44.191004749Z	30.52	1158.137
72.36	70.78	kafka-001	88.68	71.98	1392.835	268	30.52	2019-04-24T01:26:51.201474153Z	30.52	1161.144
58.76	72.42	kafka-001	88.69	72.36	911.566	269	30.52	2019-04-24T01:26:58.216934195Z	30.52	1142.063
72.57	70.83	kafka-001	88.71	58.76	1387.325	269	30.52	2019-04-24T01:27:05.2340127Z	30.52	1159.3
64.5	70.31	kafka-001	88.72	72.57	925.434	269	30.52	2019-04-24T01:27:12.247197451Z	30.52	1162.621
68.86	69.19	kafka-001	88.74	64.5	918.204	270	30.52	2019-04-24T01:27:19.262144977Z	30.52	1142.413
64.24	68.17	kafka-001	88.76	68.86	1393.295	270	30.52	2019-04-24T01:27:26.277214574Z	30.52	1162.304
72.24	66.88	kafka-001	88.77	64.24	923.448	270	30.52	2019-04-24T01:27:33.296997953Z	30.52	1161.256
68.57	66.86	kafka-001	88.79	72.24	1400.368	270	30.52	2019-04-24T01:27:40.310318721Z	30.52	1163.125
71.99	68.5	kafka-001	88.8	68.57	921.884	271	30.52	2019-04-24T01:27:47.322294706Z	30.52	1164.057
60.06	68.4	kafka-001	88.82	71.99	923.928	271	30.52	2019-04-24T01:27:54.336297893Z	30.52	1160.763
69.99	67.66	kafka-001	88.84	60.06	1412.12	272	30.52	2019-04-24T01:28:01.350951825Z	30.52	1168.386
66.15	67.85	kafka-001	88.85	69.99	932.185	272	30.52	2019-04-24T01:28:08.364773653Z	30.52	1168.815
67.51	68.17	kafka-001	88.87	66.15	1420.687	272	30.52	2019-04-24T01:28:15.378608368Z	30.52	1178.228
67.18	67.38	kafka-001	87.99	67.51	939.906	273	30.52	2019-04-24T01:28:22.391925146Z	30.52	1181.264
80.98	67.15	kafka-001	88.01	67.18	938.151	273	30.52	2019-04-24T01:28:29.406203709Z	30.52	1172.4
64.58	68.65	kafka-001	88.02	80.98	1428.948	274	30.52	2019-04-24T01:28:36.419510139Z	30.52	1189.972
72.47	69.4	kafka-001	88.04	64.58	938.312	274	30.52	2019-04-24T01:28:43.432384762Z	30.52	1181.764
87.6	69.81	kafka-001	88.4	72.47	1462.425	274	30.52	2019-04-24T01:28:50.444065133Z	30.52	15364.316
76.83	73.39	kafka-001	88.82	87.6	997.257	275	30.52	2019-04-24T01:28:57.457976055Z	30.52	18103.774
87.89	74.94	kafka-001	88.48	76.83	997.867	275	30.52	2019-04-24T01:29:04.469108432Z	30.52	24226.317
90.99	78.39	kafka-001	88.36	87.89	1519.094	276	30.52	2019-04-24T01:29:11.482484901Z	30.52	33215.303
85.43	80.06	kafka-001	88.23	90.99	1035.378	276	30.52	2019-04-24T01:29:18.495172391Z	30.52	32803.055
101.07	83.54	kafka-001	88.43	85.43	1559.455	277	30.52	2019-04-24T01:29:25.508400147Z	30.52	46351.716
81.43	88.3	kafka-001	88.49	101.07	1070.092	277	30.52	2019-04-24T01:29:32.525784794Z	30.52	45255.601
79.42	87.27	kafka-001	88.82	81.43	1088.424	277	30.52	2019-04-24T01:29:39.541504808Z	30.52	52263.435
95.54	87.71	kafka-001	88.08	79.42	1595.143	278	30.52	2019-04-24T01:29:46.552326877Z	30.52	58639.716
119.99	88.98	kafka-001	88.52	95.54	1115.079	278	30.52	2019-04-24T01:29:53.564894896Z	30.52	60969.113
112.55	93.81	kafka-001	88.16	119.99	1635.481	279	30.52	2019-04-24T01:30:00.578421292Z	30.52	70360.327
91.37	98.33	kafka-001	88.73	112.55	1118.463	279	30.52	2019-04-24T01:30:07.594997244Z	30.52	62279.758
116.15	96.72	kafka-001	88.24	91.37	1166.019	279	30.52	2019-04-24T01:30:14.609249868Z	30.52	78239.057
102.4	102.5	kafka-001	88.17	116.15	1665.332	280	30.52	2019-04-24T01:30:21.622475317Z	30.52	82533.474
107.15	106.33	kafka-001	88.22	102.4	1176.312	280	30.52	2019-04-24T01:30:28.634698268Z	30.52	80657.466
99.84	108.27	kafka-001	88.21	107.15	1645.012	281	30.52	2019-04-24T01:30:35.644896532Z	30.52	75299.959
110.76	104.91	kafka-001	88.31	99.84	1183.826	281	30.52	2019-04-24T01:30:42.657650485Z	30.52	85128.322
115.55	104.61	kafka-001	88.31	110.76	1193.435	281	30.52	2019-04-24T01:30:49.669606538Z	30.52	85302.413
117.19	108.64	kafka-001	88.59	115.55	1678.368	282	30.52	2019-04-24T01:30:56.686570148Z	30.52	87336.004
116.38	108.82	kafka-001	88.83	117.19	1197.628	282	30.52	2019-04-24T01:31:03.699016007Z	30.52	85771.201
116.3	111.14	kafka-001	88.68	116.38	1677.871	283	30.52	2019-04-24T01:31:10.706785999Z	30.52	88144.095
101.94	112.67	kafka-001	88.18	116.3	1206.837	283	30.52	2019-04-24T01:31:17.718087615Z	30.52	93628.155
97.97	113.02	kafka-001	88.69	101.94	1217.559	283	30.52	2019-04-24T01:31:24.727374661Z	30.52	97312.586
121.48	110.89	kafka-001	88.4	97.97	1724.503	284	30.53	2019-04-24T01:31:31.752287748Z	30.53	101646.187
103.92	111.88	kafka-001	88.01	121.48	1227.432	284	30.53	2019-04-24T01:31:38.764158759Z	30.53	97683.509
120.07	109.66	kafka-001	88.64	103.92	1728.375	285	30.53	2019-04-24T01:31:45.778191022Z	30.53	102781.425
112.08	110.28	kafka-001	88.32	120.07	1236.701	285	30.53	2019-04-24T01:31:52.786403625Z	30.53	100474.203
115.18	109.58	kafka-001	88.03	112.08	1241.308	285	30.53	2019-04-24T01:31:59.798022047Z	30.53	101392.306
121.76	111.78	kafka-001	88.6	115.18	1720.749	286	30.53	2019-04-24T01:32:06.807837143Z	30.53	99845.169
113.16	115.75	kafka-001	88.29	121.76	1226.78	286	30.53	2019-04-24T01:32:13.824560022Z	30.53	101085.705
117.07	114.36	kafka-001	88.0	113.16	1723.77	286	30.53	2019-04-24T01:32:20.835916224Z	30.53	101683.756
119.0	116.55	kafka-001	88.66	117.07	1240.137	287	30.52	2019-04-24T01:32:27.851952821Z	30.52	103912.396
106.03	116.38	kafka-001	88.35	119.0	1224.806	287	30.52	2019-04-24T01:32:34.869265204Z	30.52	101716.658
118.47	115.37	kafka-001	88.1	106.03	1736.143	288	30.52	2019-04-24T01:32:41.883058605Z	30.52	102350.698
112.45	115.92	kafka-001	88.76	118.47	1238.651	288	30.52	2019-04-24T01:32:48.89219869Z	30.52	103849.246
120.45	114.36	kafka-001	88.25	112.45	1718.385	288	30.52	2019-04-24T01:32:55.905251836Z	30.52	101396.361
116.63	115.58	kafka-001	87.98	120.45	1242.425	289	30.52	2019-04-24T01:33:02.917902146Z	30.52	103289.727
118.4	115.51	kafka-001	88.54	116.63	1227.754	289	30.52	2019-04-24T01:33:09.931500091Z	30.52	98878.859
116.68	115.41	kafka-001	88.27	118.4	1732.666	290	30.52	2019-04-24T01:33:16.941911498Z	30.52	102830.047
115.08	117.18	kafka-001	88.0	116.68	1239.837	290	30.52	2019-04-24T01:33:23.952639636Z	30.52	102755.499
114.66	116.62	kafka-001	88.53	115.08	1724.354	290	30.52	2019-04-24T01:33:30.972055318Z	30.52	98099.993
117.39	116.98	kafka-001	88.26	114.66	1243.067	291	30.52	2019-04-24T01:33:37.987460662Z	30.52	102527.473
119.14	116.47	kafka-001	88.42	117.39	1241.504	291	30.52	2019-04-24T01:33:44.997096784Z	30.52	101744.77
107.76	116.89	kafka-001	88.11	119.14	1718.051	291	30.52	2019-04-24T01:33:52.009095623Z	30.52	101128.049
115.79	115.12	kafka-001	88.71	107.76	1237.794	292	30.52	2019-04-24T01:33:59.019284591Z	30.52	101220.607
115.84	114.97	kafka-001	88.39	115.79	1712.557	292	30.52	2019-04-24T01:34:06.033210018Z	30.52	100283.106
117.74	115.1	kafka-001	88.13	115.84	1240.238	293	30.52	2019-04-24T01:34:13.040077945Z	30.52	102943.797
113.83	115.61	kafka-001	88.73	117.74	1251.731	293	30.52	2019-04-24T01:34:20.051278319Z	30.52	101199.334
117.45	115.02	kafka-001	88.41	113.83	1717.125	293	30.52	2019-04-24T01:34:27.0610637Z	30.52	100597.977
106.3	114.74	kafka-001	88.14	117.45	1243.889	294	30.52	2019-04-24T01:34:34.071188701Z	30.52	102188.399
117.09	114.49	kafka-001	88.72	106.3	1712.673	294	30.52	2019-04-24T01:34:41.084491384Z	30.52	100243.229
118.22	114.71	kafka-001	88.23	117.09	1224.449	295	30.52	2019-04-24T01:34:48.096326907Z	30.52	92693.751
126.82	115.11	kafka-001	87.9	118.22	1730.384	295	30.52	2019-04-24T01:34:55.109103771Z	30.52	101916.421
112.25	116.62	kafka-001	88.53	126.82	1248.392	296	30.52	2019-04-24T01:35:02.120022859Z	30.52	103149.512
110.99	116.36	kafka-001	88.25	112.25	1247.373	296	30.52	2019-04-24T01:35:09.140248926Z	30.52	102845.366
125.13	115.28	kafka-001	88.79	110.99	1709.527	296	30.52	2019-04-24T01:35:16.155043872Z	30.52	98756.976
118.26	118.42	kafka-001	88.52	125.13	1242.519	297	30.52	2019-04-24T01:35:23.166843Z	30.52	102833.52
99.72	118.61	kafka-001	88.26	118.26	1731.656	297	30.52	2019-04-24T01:35:30.176524087Z	30.52	102933.523
118.16	115.53	kafka-001	88.71	99.72	1250.293	297	30.52	2019-04-24T01:35:37.192943509Z	30.52	94584.387
109.22	114.08	kafka-001	88.32	118.16	1203.77	298	30.52	2019-04-24T01:35:44.206013584Z	30.52	97642.732
114.73	113.58	kafka-001	88.0	109.22	1728.632	298	30.52	2019-04-24T01:35:51.217422647Z	30.52	100383.956
98.15	114.2	kafka-001	88.61	114.73	1240.687	299	30.52	2019-04-24T01:35:58.230647925Z	30.52	101604.555
122.26	109.71	kafka-001	88.29	98.15	1732.242	299	30.52	2019-04-24T01:36:05.242514212Z	30.52	100054.345
114.43	110.37	kafka-001	87.98	122.26	1241.615	299	30.53	2019-04-24T01:36:12.256418782Z	30.53	100867.308
121.71	112.82	kafka-001	88.43	114.43	1251.821	300	30.53	2019-04-24T01:36:19.27025035Z	30.53	103690.004
119.81	113.42	kafka-001	88.12	121.71	1734.189	300	30.53	2019-04-24T01:36:26.285955173Z	30.53	100923.912
121.68	115.18	kafka-001	88.73	119.81	1249.9	301	30.52	2019-04-24T01:36:33.299570143Z	30.52	101979.79
125.65	116.34	kafka-001	88.49	121.68	1735.357	301	30.52	2019-04-24T01:36:40.314425833Z	30.52	103493.737
119.73	120.92	kafka-001	88.13	125.65	1251.431	301	30.52	2019-04-24T01:36:47.326347467Z	30.52	103539.541
112.72	120.5	kafka-001	87.86	119.73	1241.355	301	30.52	2019-04-24T01:36:54.338770647Z	30.52	102249.05
119.69	120.22	kafka-001	88.53	112.72	1738.986	301	30.52	2019-04-24T01:37:01.351203366Z	30.52	103796.186
115.37	119.88	kafka-001	88.28	119.69	1240.617	301	30.52	2019-04-24T01:37:08.368327639Z	30.52	104540.113
109.07	119.14	kafka-001	88.0	115.37	1745.264	301	30.52	2019-04-24T01:37:15.382428569Z	30.52	100319.809
115.29	117.04	kafka-001	88.65	109.07	1249.076	301	30.52	2019-04-24T01:37:22.396257218Z	30.52	103217.899
120.15	115.31	kafka-001	88.37	115.29	1243.979	301	30.52	2019-04-24T01:37:29.407115053Z	30.52	102026.635
108.83	115.38	kafka-001	88.1	120.15	1736.657	301	30.52	2019-04-24T01:37:36.420855898Z	30.52	102754.672
115.88	114.73	kafka-001	88.72	108.83	1250.201	301	30.52	2019-04-24T01:37:43.43709448Z	30.52	101775.532
121.51	114.1	kafka-001	88.47	115.88	1740.183	301	30.52	2019-04-24T01:37:50.45280126Z	30.52	102984.922
117.41	115.12	kafka-001	88.21	121.51	1243.052	301	30.52	2019-04-24T01:37:57.466153465Z	30.52	103106.99
