net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
4698954.168	0	0	2018-08-17T23:34:19.998747674Z	78.71	737015.46	38.13	1.04	nan	cassandra-001	38.13
0.0	1.04	0	2018-08-17T23:34:27.00606158Z	78.71	0.0	38.13	1.1	nan	cassandra-001	38.13
0.141	1.1	0	2018-08-17T23:34:34.013446642Z	78.71	0.171	38.13	1.16	nan	cassandra-001	38.13
0.0	1.16	0	2018-08-17T23:34:41.019510514Z	78.71	0.0	38.13	1.13	nan	cassandra-001	38.13
0.141	1.13	0	2018-08-17T23:34:48.027771011Z	78.71	0.171	38.13	2.11	nan	cassandra-001	38.13
0.0	2.11	0	2018-08-17T23:34:55.035020768Z	78.71	0.0	38.13	1.21	1.09	cassandra-001	38.13
0.141	1.21	0	2018-08-17T23:35:02.044168878Z	78.71	0.171	38.13	1.16	1.29	cassandra-001	38.13
0.0	1.16	0	2018-08-17T23:35:09.051814036Z	78.71	0.0	38.13	1.22	1.31	cassandra-001	38.13
0.0	1.22	0	2018-08-17T23:35:16.061655816Z	78.72	0.0	38.13	1.23	1.33	cassandra-001	38.13
0.141	1.23	0	2018-08-17T23:35:23.07017626Z	78.71	0.171	38.13	1.01	1.34	cassandra-001	38.13
0.0	1.01	0	2018-08-17T23:35:30.079042543Z	78.71	0.0	38.13	1.22	1.32	cassandra-001	38.13
0.141	1.22	0	2018-08-17T23:35:37.088494096Z	78.71	0.171	38.13	1.09	1.17	cassandra-001	38.13
