net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
3044520.382	0	2	2018-08-17T15:58:41.897705477Z	76.81	571389.409	38.12	1.09	nan	cassandra-001	38.12
4.524	1.09	7	2018-08-17T15:58:48.905711653Z	76.81	0.724	38.12	1.12	nan	cassandra-001	38.12
21.414	1.12	11	2018-08-17T15:58:55.917040771Z	76.82	2.936	38.12	5.01	nan	cassandra-001	38.12
16.233	5.01	15	2018-08-17T15:59:02.923866342Z	76.82	2.383	38.12	1.07	nan	cassandra-001	38.12
20.657	1.07	19	2018-08-17T15:59:09.932168654Z	76.82	2.884	38.12	1.4	nan	cassandra-001	38.12
51.125	1.4	22	2018-08-17T15:59:16.940943261Z	76.82	6.016	38.12	1.13	1.62	cassandra-001	38.12
29.688	1.13	26	2018-08-17T15:59:23.94721941Z	76.82	3.264	38.12	1.06	1.8	cassandra-001	38.12
66.684	1.06	29	2018-08-17T15:59:30.954774303Z	76.82	7.013	38.12	5.18	1.8	cassandra-001	38.12
38.029	5.18	32	2018-08-17T15:59:37.963658011Z	76.82	4.37	38.12	1.19	2.48	cassandra-001	38.12
40.109	1.19	34	2018-08-17T15:59:44.973259957Z	76.82	3.894	38.12	1.12	1.84	cassandra-001	38.12
88.494	1.12	37	2018-08-17T15:59:51.984029023Z	76.82	8.868	38.12	1.2	1.85	cassandra-001	38.12
45.695	1.2	39	2018-08-17T15:59:58.993183473Z	76.82	5.581	38.12	2.68	1.81	cassandra-001	38.12
103.666	2.68	42	2018-08-17T16:00:06.000785643Z	76.82	11.042	38.12	6.81	2.07	cassandra-001	38.12
52.861	6.81	44	2018-08-17T16:00:13.009840186Z	76.82	4.946	38.12	1.03	3.03	cassandra-001	38.12
54.939	1.03	46	2018-08-17T16:00:20.018287262Z	76.82	4.272	38.12	1.21	2.34	cassandra-001	38.12
116.635	1.21	48	2018-08-17T16:00:27.027490146Z	76.82	11.486	38.12	1.17	2.34	cassandra-001	38.12
61.769	1.17	50	2018-08-17T16:00:34.036834653Z	76.82	7.385	38.12	1.17	2.35	cassandra-001	38.12
125.66	1.17	52	2018-08-17T16:00:41.052548988Z	76.82	12.116	38.12	9.38	2.35	cassandra-001	38.12
63.985	9.38	54	2018-08-17T16:00:48.062814994Z	76.82	5.1	38.12	1.14	3.46	cassandra-001	38.12
66.821	1.14	56	2018-08-17T16:00:55.071964384Z	76.82	6.578	38.12	1.17	2.52	cassandra-001	38.12
145.156	1.17	58	2018-08-17T16:01:02.079866646Z	76.83	16.559	38.12	1.14	2.54	cassandra-001	38.12
74.919	1.14	60	2018-08-17T16:01:09.088781811Z	76.82	8.49	38.12	1.18	2.53	cassandra-001	38.12
151.147	1.18	62	2018-08-17T16:01:16.095172793Z	76.83	14.88	38.12	3.91	2.53	cassandra-001	38.12
79.471	3.91	64	2018-08-17T16:01:23.101645516Z	76.83	7.34	38.12	1.08	2.99	cassandra-001	38.12
153.783	1.08	66	2018-08-17T16:01:30.108084047Z	76.83	13.345	38.12	10.58	1.6	cassandra-001	38.12
82.444	10.58	67	2018-08-17T16:01:37.117091698Z	76.83	6.098	38.12	1.24	3.18	cassandra-001	38.12
85.333	1.24	69	2018-08-17T16:01:44.123871705Z	76.83	8.5	38.12	1.24	3.19	cassandra-001	38.12
176.583	1.24	71	2018-08-17T16:01:51.132038741Z	76.83	18.12	38.12	1.13	3.2	cassandra-001	38.12
90.438	1.13	73	2018-08-17T16:01:58.140572696Z	76.83	9.0	38.12	1.17	3.2	cassandra-001	38.12
