net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
391.861	1.07	157	2018-08-17T20:02:31.492765008Z	77.29	36.65	38.07	1.12	3.74	cassandra-001	38.07
196.029	1.12	158	2018-08-17T20:02:38.500528096Z	77.29	19.354	38.07	1.07	3.72	cassandra-001	38.07
397.183	1.07	159	2018-08-17T20:02:45.506908208Z	77.29	40.515	38.07	15.49	3.72	cassandra-001	38.07
199.329	15.49	160	2018-08-17T20:02:52.513554428Z	77.29	18.284	38.07	1.27	6.12	cassandra-001	38.07
198.117	1.27	161	2018-08-17T20:02:59.522380346Z	77.29	15.71	38.07	1.0	3.52	cassandra-001	38.07
403.532	1.0	161	2018-08-17T20:03:06.530392613Z	77.29	39.616	38.07	1.11	3.5	cassandra-001	38.07
202.191	1.11	162	2018-08-17T20:03:13.538042477Z	77.29	18.837	38.07	1.02	3.51	cassandra-001	38.07
407.798	1.02	163	2018-08-17T20:03:20.547192768Z	77.29	42.624	38.07	16.16	3.49	cassandra-001	38.07
205.582	16.16	164	2018-08-17T20:03:27.554637597Z	77.3	20.962	38.07	1.16	6.01	cassandra-001	38.07
208.692	1.16	165	2018-08-17T20:03:34.562017829Z	77.29	21.714	38.07	1.04	3.62	cassandra-001	38.07
416.68	1.04	166	2018-08-17T20:03:41.56859319Z	77.3	43.149	38.07	1.05	3.58	cassandra-001	38.07
207.697	1.05	167	2018-08-17T20:03:48.575825203Z	77.3	22.294	38.07	1.14	3.59	cassandra-001	38.07
421.465	1.14	168	2018-08-17T20:03:55.582488907Z	77.3	41.076	38.07	17.03	3.6	cassandra-001	38.07
211.248	17.03	168	2018-08-17T20:04:02.589153053Z	77.3	19.97	38.07	1.1	6.26	cassandra-001	38.07
215.16	1.1	169	2018-08-17T20:04:09.594416222Z	77.3	22.583	38.07	2.46	3.75	cassandra-001	38.07
420.023	2.46	170	2018-08-17T20:04:16.600594055Z	77.3	41.906	38.07	2.57	3.97	cassandra-001	38.07
213.37	2.57	171	2018-08-17T20:04:23.608347062Z	77.3	23.916	38.07	1.23	4.23	cassandra-001	38.07
434.052	1.23	172	2018-08-17T20:04:30.614414825Z	77.3	50.986	38.07	16.87	4.26	cassandra-001	38.07
221.492	16.87	173	2018-08-17T20:04:37.622982575Z	77.31	26.41	38.07	1.26	6.88	cassandra-001	38.07
220.33	1.26	173	2018-08-17T20:04:44.628805592Z	77.3	25.987	38.07	1.07	4.25	cassandra-001	38.07
439.406	1.07	174	2018-08-17T20:04:51.635665074Z	77.31	49.796	38.07	1.18	4.24	cassandra-001	38.07
218.221	1.18	175	2018-08-17T20:04:58.645229397Z	77.31	21.908	38.07	1.08	4.03	cassandra-001	38.07
446.159	1.08	176	2018-08-17T20:05:05.654174629Z	77.31	48.026	38.07	18.38	3.78	cassandra-001	38.07
221.341	18.38	177	2018-08-17T20:05:12.662351456Z	77.31	23.583	38.07	1.26	6.64	cassandra-001	38.07
222.965	1.26	178	2018-08-17T20:05:19.669123583Z	77.32	20.93	38.07	1.1	4.04	cassandra-001	38.07
450.09	1.1	178	2018-08-17T20:05:26.677993399Z	77.32	47.496	38.07	1.03	4.01	cassandra-001	38.07
221.694	1.03	179	2018-08-17T20:05:33.685292919Z	77.31	21.682	38.07	1.06	4.01	cassandra-001	38.07
452.056	1.06	180	2018-08-17T20:05:40.691852066Z	77.32	48.827	38.07	20.43	3.99	cassandra-001	38.07
223.156	20.43	181	2018-08-17T20:05:47.699166813Z	77.32	21.14	38.07	1.15	7.21	cassandra-001	38.07
229.62	1.15	182	2018-08-17T20:05:54.707938152Z	77.32	26.38	38.07	1.14	4.34	cassandra-001	38.07
459.769	1.14	183	2018-08-17T20:06:01.714649741Z	77.32	45.262	38.07	2.12	4.32	cassandra-001	38.07
230.457	2.12	183	2018-08-17T20:06:08.724700811Z	77.32	23.198	38.07	1.01	4.49	cassandra-001	38.07
463.934	1.01	184	2018-08-17T20:06:15.731007899Z	77.33	52.203	38.07	19.02	4.49	cassandra-001	38.07
231.076	19.02	185	2018-08-17T20:06:22.740839506Z	77.32	27.184	38.07	1.15	7.48	cassandra-001	38.07
231.094	1.15	186	2018-08-17T20:06:29.747123171Z	77.33	25.626	38.07	1.19	4.27	cassandra-001	38.07
471.662	1.19	187	2018-08-17T20:06:36.756550065Z	77.33	48.902	38.07	1.21	4.27	cassandra-001	38.07
234.976	1.21	187	2018-08-17T20:06:43.765834017Z	77.33	24.133	38.07	1.2	4.28	cassandra-001	38.07
469.812	1.2	188	2018-08-17T20:06:50.773569436Z	77.33	47.303	38.07	19.52	4.13	cassandra-001	38.07
238.636	19.52	189	2018-08-17T20:06:57.782024958Z	77.33	23.394	38.07	1.09	7.22	cassandra-001	38.07
235.418	1.09	190	2018-08-17T20:07:04.790017159Z	77.33	24.806	38.07	1.09	4.23	cassandra-001	38.07
486.848	1.09	191	2018-08-17T20:07:11.797196796Z	77.33	55.089	38.07	1.47	4.22	cassandra-001	38.07
243.256	1.47	191	2018-08-17T20:07:18.805404018Z	77.34	27.036	38.07	1.09	4.26	cassandra-001	38.07
483.935	1.09	192	2018-08-17T20:07:25.813769059Z	77.34	50.6	38.07	18.33	4.24	cassandra-001	38.07
243.786	18.33	193	2018-08-17T20:07:32.820985888Z	77.34	22.376	38.07	1.24	7.1	cassandra-001	38.07
246.069	1.24	194	2018-08-17T20:07:39.829425189Z	77.34	24.025	38.07	2.56	4.05	cassandra-001	38.07
486.994	2.56	195	2018-08-17T20:07:46.83812085Z	77.34	50.11	38.07	3.07	4.3	cassandra-001	38.07
245.322	3.07	195	2018-08-17T20:07:53.847548992Z	77.34	24.606	38.07	1.21	4.63	cassandra-001	38.07
485.729	1.21	196	2018-08-17T20:08:00.854373412Z	77.34	51.534	38.07	18.33	4.58	cassandra-001	38.07
249.937	18.33	197	2018-08-17T20:08:07.862027632Z	77.34	24.46	38.07	1.17	7.46	cassandra-001	38.07
245.132	1.17	198	2018-08-17T20:08:14.870197337Z	77.34	25.449	38.07	1.02	4.6	cassandra-001	38.07
496.095	1.02	198	2018-08-17T20:08:21.878718743Z	77.35	45.566	38.07	1.2	4.56	cassandra-001	38.07
254.9	1.2	199	2018-08-17T20:08:28.886598073Z	77.35	27.482	38.07	1.07	4.33	cassandra-001	38.07
501.877	1.07	200	2018-08-17T20:08:35.892786768Z	77.35	48.812	38.07	17.71	4.0	cassandra-001	38.07
254.48	17.71	201	2018-08-17T20:08:42.900048468Z	77.35	25.395	38.07	1.14	6.75	cassandra-001	38.07
250.906	1.14	201	2018-08-17T20:08:49.909263155Z	77.35	20.63	38.07	1.34	3.89	cassandra-001	38.07
502.216	1.34	202	2018-08-17T20:08:56.916617644Z	77.35	41.616	38.07	1.1	3.91	cassandra-001	38.07
252.393	1.1	203	2018-08-17T20:09:03.924477101Z	77.35	27.85	38.07	1.07	3.93	cassandra-001	38.07
507.594	1.07	204	2018-08-17T20:09:10.936322299Z	77.36	47.29	38.07	21.8	3.91	cassandra-001	38.07
256.971	21.8	204	2018-08-17T20:09:17.945441036Z	77.36	25.064	38.07	1.18	7.36	cassandra-001	38.07
256.927	1.18	205	2018-08-17T20:09:24.952700761Z	77.36	23.348	38.07	1.02	4.61	cassandra-001	38.07
522.759	1.02	206	2018-08-17T20:09:31.961846932Z	77.36	61.73	38.07	1.32	4.59	cassandra-001	38.07
262.819	1.32	207	2018-08-17T20:09:38.971810566Z	77.36	30.924	38.07	1.07	4.58	cassandra-001	38.07
525.326	1.07	207	2018-08-17T20:09:45.978925907Z	77.36	63.167	38.07	19.89	4.58	cassandra-001	38.07
261.84	19.89	208	2018-08-17T20:09:52.990642001Z	77.36	31.148	38.07	1.1	7.71	cassandra-001	38.07
269.003	1.1	209	2018-08-17T20:09:59.998604456Z	77.37	32.098	38.07	1.18	4.26	cassandra-001	38.07
522.173	1.18	210	2018-08-17T20:10:07.007221164Z	77.37	63.034	38.07	1.14	4.26	cassandra-001	38.07
262.404	1.14	210	2018-08-17T20:10:14.015428442Z	77.37	32.295	38.07	1.14	4.28	cassandra-001	38.07
533.012	1.14	211	2018-08-17T20:10:21.024315733Z	77.37	63.468	38.07	19.61	4.25	cassandra-001	38.07
269.399	19.61	212	2018-08-17T20:10:28.033136252Z	77.38	31.912	38.07	1.18	7.34	cassandra-001	38.07
268.226	1.18	212	2018-08-17T20:10:35.041313926Z	77.37	33.007	38.07	1.17	4.23	cassandra-001	38.07
540.268	1.17	213	2018-08-17T20:10:42.04766826Z	77.38	58.753	38.05	1.17	4.24	cassandra-001	38.08
268.485	1.17	214	2018-08-17T20:10:49.055234841Z	77.38	25.364	38.08	1.13	4.24	cassandra-001	38.08
537.286	1.13	215	2018-08-17T20:10:56.06391195Z	77.36	50.912	38.06	22.4	4.23	cassandra-001	38.06
269.748	22.4	215	2018-08-17T20:11:03.073365926Z	77.36	23.766	38.06	1.14	7.78	cassandra-001	38.06
265.684	1.14	216	2018-08-17T20:11:10.084124373Z	77.37	19.911	38.06	2.12	4.7	cassandra-001	38.06
542.099	2.12	217	2018-08-17T20:11:17.091887512Z	77.37	59.596	38.06	1.09	4.86	cassandra-001	38.06
270.825	1.09	217	2018-08-17T20:11:24.099087265Z	77.37	30.286	38.06	1.0	4.84	cassandra-001	38.06
549.197	1.0	218	2018-08-17T20:11:31.105553363Z	77.37	57.667	38.06	12.08	4.81	cassandra-001	38.06
276.001	12.08	219	2018-08-17T20:11:38.115649161Z	77.37	29.995	38.06	1.07	6.64	cassandra-001	38.06
410.898	1.07	220	2018-08-17T20:11:45.125150684Z	77.39	37.119	38.08	10.3	3.08	cassandra-001	38.08
400.783	10.3	220	2018-08-17T20:11:52.131476187Z	77.4	37.024	38.08	1.11	4.61	cassandra-001	38.08
273.168	1.11	221	2018-08-17T20:11:59.139876369Z	77.4	25.744	38.08	1.19	4.44	cassandra-001	38.08
547.278	1.19	222	2018-08-17T20:12:06.146888358Z	77.4	50.814	38.08	8.4	4.46	cassandra-001	38.08
277.512	8.4	222	2018-08-17T20:12:13.154064455Z	77.4	29.069	38.08	1.14	5.69	cassandra-001	38.08
556.045	1.14	223	2018-08-17T20:12:20.160664474Z	77.4	52.398	38.08	20.7	3.87	cassandra-001	38.08
274.447	20.7	224	2018-08-17T20:12:27.167205536Z	77.4	21.676	38.08	1.1	7.14	cassandra-001	38.08
275.362	1.1	224	2018-08-17T20:12:34.17600149Z	77.4	22.152	38.08	1.22	5.61	cassandra-001	38.08
568.467	1.22	225	2018-08-17T20:12:41.187435049Z	77.41	56.183	38.08	0.95	5.63	cassandra-001	38.08
284.057	0.95	226	2018-08-17T20:12:48.194172187Z	77.41	28.58	38.08	1.09	5.59	cassandra-001	38.08
568.217	1.09	226	2018-08-17T20:12:55.203521171Z	77.41	52.526	38.08	20.44	4.37	cassandra-001	38.08
288.491	20.44	227	2018-08-17T20:13:02.212514066Z	77.41	29.49	38.08	0.93	7.58	cassandra-001	38.08
288.451	0.93	228	2018-08-17T20:13:09.218634999Z	77.41	26.982	38.08	1.05	4.29	cassandra-001	38.08
573.162	1.05	229	2018-08-17T20:13:16.22699162Z	77.41	54.227	38.07	2.7	4.28	cassandra-001	38.07
285.436	2.7	229	2018-08-17T20:13:23.236366044Z	77.41	29.12	38.07	1.13	4.53	cassandra-001	38.07
572.986	1.13	230	2018-08-17T20:13:30.243046084Z	77.41	62.12	38.07	23.16	4.56	cassandra-001	38.07
291.221	23.16	231	2018-08-17T20:13:37.249779475Z	77.41	32.274	38.07	1.28	8.24	cassandra-001	38.07
290.651	1.28	231	2018-08-17T20:13:44.257098187Z	77.42	28.881	38.08	1.2	5.04	cassandra-001	38.08
583.114	1.2	232	2018-08-17T20:13:51.263381415Z	77.43	57.802	38.06	1.08	5.09	cassandra-001	38.09
290.961	1.08	232	2018-08-17T20:13:58.270840955Z	77.43	30.029	38.09	1.09	5.09	cassandra-001	38.09
589.686	1.09	233	2018-08-17T20:14:05.279633912Z	77.43	60.124	38.09	27.53	4.82	cassandra-001	38.09
292.832	27.53	234	2018-08-17T20:14:12.287092665Z	77.44	29.817	38.09	1.45	9.22	cassandra-001	38.09
294.446	1.45	234	2018-08-17T20:14:19.296565922Z	77.44	28.286	38.09	1.03	5.61	cassandra-001	38.09
590.892	1.03	235	2018-08-17T20:14:26.303296233Z	77.44	56.73	38.09	1.02	5.56	cassandra-001	38.09
298.605	1.02	236	2018-08-17T20:14:33.313189172Z	77.47	29.038	38.12	1.19	5.53	cassandra-001	38.12
590.989	1.19	236	2018-08-17T20:14:40.321235178Z	77.48	54.379	38.1	22.23	5.55	cassandra-001	38.12
294.848	22.23	237	2018-08-17T20:14:47.330762708Z	77.48	28.074	38.12	1.07	9.08	cassandra-001	38.12
301.61	1.07	238	2018-08-17T20:14:54.339716946Z	77.48	31.136	38.12	1.18	4.67	cassandra-001	38.12
594.168	1.18	238	2018-08-17T20:15:01.34776105Z	77.48	63.156	38.12	1.05	4.62	cassandra-001	38.12
298.127	1.05	239	2018-08-17T20:15:08.356019076Z	77.48	35.32	38.12	1.01	4.62	cassandra-001	38.12
595.93	1.01	240	2018-08-17T20:15:15.363600525Z	77.49	67.893	38.12	22.97	4.62	cassandra-001	38.12
300.268	22.97	240	2018-08-17T20:15:22.36995775Z	77.51	34.25	38.14	1.03	8.25	cassandra-001	38.14
305.959	1.03	241	2018-08-17T20:15:29.37985199Z	77.51	31.148	38.12	1.05	4.72	cassandra-001	38.14
610.122	1.05	242	2018-08-17T20:15:36.38957159Z	77.51	62.282	38.14	1.08	4.72	cassandra-001	38.14
301.986	1.08	242	2018-08-17T20:15:43.397062309Z	77.51	36.031	38.14	1.13	4.7	cassandra-001	38.14
609.507	1.13	243	2018-08-17T20:15:50.403948507Z	77.51	57.516	38.14	22.08	4.71	cassandra-001	38.14
302.14	22.08	243	2018-08-17T20:15:57.410319129Z	77.52	23.966	38.14	1.07	8.22	cassandra-001	38.14
304.352	1.07	244	2018-08-17T20:16:04.418001858Z	77.51	27.332	38.14	1.12	4.57	cassandra-001	38.14
605.84	1.12	245	2018-08-17T20:16:11.424743228Z	77.52	61.025	38.14	1.08	4.59	cassandra-001	38.14
303.829	1.08	245	2018-08-17T20:16:18.431075164Z	77.52	25.404	38.14	1.17	4.59	cassandra-001	38.14
615.565	1.17	246	2018-08-17T20:16:25.438165116Z	77.52	67.506	38.14	23.65	4.61	cassandra-001	38.14
308.788	23.65	247	2018-08-17T20:16:32.446896405Z	77.52	27.014	38.14	1.12	8.36	cassandra-001	38.14
305.364	1.12	247	2018-08-17T20:16:39.454168672Z	77.53	34.643	38.12	1.22	4.87	cassandra-001	38.15
619.965	1.22	248	2018-08-17T20:16:46.461799217Z	77.53	67.016	38.15	4.02	4.89	cassandra-001	38.15
313.257	4.02	248	2018-08-17T20:16:53.473329022Z	77.53	32.61	38.15	1.18	5.38	cassandra-001	38.15
627.367	1.18	249	2018-08-17T20:17:00.480839326Z	77.54	60.494	38.15	26.93	5.39	cassandra-001	38.15
306.911	26.93	250	2018-08-17T20:17:07.487652077Z	77.54	24.848	38.15	1.06	9.69	cassandra-001	38.15
310.212	1.06	250	2018-08-17T20:17:14.494551198Z	77.54	24.953	38.15	1.2	5.92	cassandra-001	38.15
631.764	1.2	251	2018-08-17T20:17:21.50141934Z	77.54	61.76	38.15	1.03	5.94	cassandra-001	38.15
314.271	1.03	251	2018-08-17T20:17:28.51108158Z	77.54	30.642	38.15	1.19	5.9	cassandra-001	38.15
631.063	1.19	252	2018-08-17T20:17:35.521447753Z	77.55	60.056	38.15	25.42	5.43	cassandra-001	38.15
315.682	25.42	253	2018-08-17T20:17:42.528018809Z	77.55	27.209	38.15	1.18	9.47	cassandra-001	38.15
316.466	1.18	253	2018-08-17T20:17:49.534540995Z	77.55	31.658	38.15	1.13	5.18	cassandra-001	38.15
