net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
3457264.508	0	0	2018-08-17T17:48:47.154035285Z	77.21	612365.781	38.15	1.13	nan	cassandra-001	38.15
0.0	1.13	0	2018-08-17T17:48:54.161519573Z	77.21	0.0	38.15	1.14	nan	cassandra-001	38.15
0.141	1.14	0	2018-08-17T17:49:01.168944533Z	77.21	0.171	38.15	1.29	nan	cassandra-001	38.15
0.141	1.29	0	2018-08-17T17:49:08.177393064Z	77.21	0.171	38.15	1.22	nan	cassandra-001	38.15
0.0	1.22	0	2018-08-17T17:49:15.186535461Z	77.21	0.0	38.15	1.08	nan	cassandra-001	38.15
0.0	1.08	0	2018-08-17T17:49:22.193191048Z	77.21	0.0	38.15	1.31	0.98	cassandra-001	38.15
0.141	1.31	0	2018-08-17T17:49:29.199876923Z	77.21	0.171	38.15	1.0	1.2	cassandra-001	38.15
0.141	1.0	0	2018-08-17T17:49:36.205940575Z	77.21	0.171	38.15	1.25	1.17	cassandra-001	38.15
0.0	1.25	0	2018-08-17T17:49:43.21270016Z	77.21	0.0	38.15	1.04	1.19	cassandra-001	38.15
0.0	1.04	0	2018-08-17T17:49:50.219732654Z	77.21	0.0	38.15	1.19	1.15	cassandra-001	38.15
0.141	1.19	0	2018-08-17T17:49:57.226974647Z	77.21	0.171	38.15	1.15	1.14	cassandra-001	38.15
0.141	1.15	0	2018-08-17T17:50:04.235840862Z	77.21	0.171	38.15	1.1	1.16	cassandra-001	38.15
