net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
3044516.813	0	0	2018-08-17T15:53:24.731854077Z	76.8	571385.489	38.1	1.08	nan	cassandra-001	38.1
0.141	1.08	0	2018-08-17T15:53:31.739817633Z	76.8	0.171	38.08	1.1	nan	cassandra-001	38.11
0.141	1.1	0	2018-08-17T15:53:38.750281924Z	76.81	0.171	38.09	1.16	nan	cassandra-001	38.12
0.0	1.16	0	2018-08-17T15:53:45.760016834Z	76.81	0.0	38.12	2.24	nan	cassandra-001	38.12
0.0	2.24	0	2018-08-17T15:53:52.766426208Z	76.81	0.0	38.12	0.98	nan	cassandra-001	38.12
0.141	0.98	0	2018-08-17T15:53:59.774855042Z	76.81	0.171	38.12	1.29	1.09	cassandra-001	38.12
0.141	1.29	0	2018-08-17T15:54:06.783790168Z	76.81	0.171	38.12	1.09	1.31	cassandra-001	38.12
0.0	1.09	0	2018-08-17T15:54:13.791273614Z	76.81	0.0	38.12	1.19	1.31	cassandra-001	38.12
0.0	1.19	0	2018-08-17T15:54:20.798958446Z	76.81	0.0	38.12	1.18	1.33	cassandra-001	38.12
0.0	1.18	0	2018-08-17T15:54:27.808597503Z	76.81	0.0	38.12	1.21	1.33	cassandra-001	38.12
0.141	1.21	0	2018-08-17T15:54:34.818045205Z	76.81	0.171	38.12	1.0	1.16	cassandra-001	38.12
0.141	1.0	0	2018-08-17T15:54:41.824378191Z	76.81	0.171	38.12	1.04	1.16	cassandra-001	38.12
