net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
3878239.268	0	0	2018-08-17T19:45:40.532841868Z	77.26	654189.519	38.12	1.03	nan	cassandra-001	38.12
0.0	1.03	0	2018-08-17T19:45:47.541574603Z	77.26	0.0	38.12	1.06	nan	cassandra-001	38.12
0.141	1.06	0	2018-08-17T19:45:54.548527991Z	77.26	0.171	38.12	1.21	nan	cassandra-001	38.12
0.0	1.21	0	2018-08-17T19:46:01.557012161Z	77.26	0.0	38.12	1.02	nan	cassandra-001	38.12
0.141	1.02	0	2018-08-17T19:46:08.564738698Z	77.26	0.171	38.12	1.95	nan	cassandra-001	38.12
0.0	1.95	0	2018-08-17T19:46:15.573349803Z	77.26	0.0	38.12	1.14	1.05	cassandra-001	38.12
0.141	1.14	0	2018-08-17T19:46:22.580010954Z	77.26	0.171	38.12	0.99	1.24	cassandra-001	38.12
0.0	0.99	0	2018-08-17T19:46:29.586775544Z	77.26	0.0	38.12	1.2	1.23	cassandra-001	38.12
0.0	1.2	0	2018-08-17T19:46:36.597087863Z	77.26	0.0	38.12	1.19	1.25	cassandra-001	38.12
0.141	1.19	0	2018-08-17T19:46:43.607778117Z	77.26	0.171	38.12	1.16	1.25	cassandra-001	38.12
0.141	1.16	0	2018-08-17T19:46:50.616087838Z	77.26	0.171	38.12	1.83	1.27	cassandra-001	38.12
0.0	1.83	0	2018-08-17T19:46:57.62285573Z	77.26	0.0	38.12	1.08	1.25	cassandra-001	38.12
