net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
15207739.52	0	2	2018-08-17T17:54:04.394512528Z	83.91	15831613.729	15.93	2.58	nan	kafka-001	15.93
47.061	2.58	7	2018-08-17T17:54:11.40908849Z	83.91	51.626	15.93	4.2	nan	kafka-001	15.93
63.721	4.2	11	2018-08-17T17:54:18.420705935Z	83.91	58.665	15.93	5.81	nan	kafka-001	15.93
80.128	5.81	15	2018-08-17T17:54:25.431751759Z	83.91	91.192	15.93	5.41	nan	kafka-001	15.93
95.825	5.41	18	2018-08-17T17:54:32.444171445Z	83.91	84.356	15.93	6.4	nan	kafka-001	15.93
109.111	6.4	22	2018-08-17T17:54:39.457760713Z	83.91	91.63	15.93	6.49	4.07	kafka-001	15.93
121.633	6.49	25	2018-08-17T17:54:46.47415333Z	83.91	143.718	15.93	8.1	5.15	kafka-001	15.93
134.046	8.1	28	2018-08-17T17:54:53.488087079Z	83.91	112.639	15.93	8.28	6.07	kafka-001	15.93
147.648	8.28	31	2018-08-17T17:55:00.499804591Z	83.92	175.212	15.93	17.32	6.75	kafka-001	15.93
157.921	17.32	34	2018-08-17T17:55:07.512133473Z	83.91	132.373	15.93	9.55	8.67	kafka-001	15.93
170.771	9.55	36	2018-08-17T17:55:14.524177641Z	83.92	143.029	15.93	10.3	9.36	kafka-001	15.93
185.921	10.3	39	2018-08-17T17:55:21.535701703Z	83.92	223.576	15.93	11.19	10.01	kafka-001	15.93
189.079	11.19	41	2018-08-17T17:55:28.546885913Z	83.92	162.214	15.93	12.23	10.79	kafka-001	15.93
199.316	12.23	43	2018-08-17T17:55:35.559918377Z	83.92	243.661	15.93	10.84	11.48	kafka-001	15.93
205.377	10.84	46	2018-08-17T17:55:42.571305239Z	83.92	176.253	15.93	12.49	11.91	kafka-001	15.93
215.157	12.49	48	2018-08-17T17:55:49.583425359Z	83.92	181.17	15.93	12.62	11.1	kafka-001	15.93
226.896	12.62	50	2018-08-17T17:55:56.598222608Z	83.93	270.224	15.93	13.09	11.61	kafka-001	15.93
237.981	13.09	52	2018-08-17T17:56:03.610236309Z	83.92	201.588	15.93	14.05	12.08	kafka-001	15.93
241.476	14.05	54	2018-08-17T17:56:10.62201208Z	83.93	294.8	15.93	15.75	12.55	kafka-001	15.93
250.723	15.75	56	2018-08-17T17:56:17.634924118Z	83.93	207.982	15.93	13.64	13.14	kafka-001	15.93
257.153	13.64	58	2018-08-17T17:56:24.64535779Z	83.93	214.278	15.93	15.91	13.61	kafka-001	15.93
267.154	15.91	60	2018-08-17T17:56:31.65663984Z	83.93	324.716	15.93	16.36	14.18	kafka-001	15.93
272.449	16.36	62	2018-08-17T17:56:38.669335566Z	83.93	225.99	15.93	17.08	14.8	kafka-001	15.93
278.986	17.08	64	2018-08-17T17:56:45.681042837Z	83.94	338.585	15.93	15.01	15.47	kafka-001	15.93
289.617	15.01	66	2018-08-17T17:56:52.692182613Z	83.94	240.804	15.93	17.14	15.63	kafka-001	15.93
296.331	17.14	67	2018-08-17T17:56:59.70488406Z	83.94	244.87	15.93	17.18	15.86	kafka-001	15.93
304.644	17.18	69	2018-08-17T17:57:06.7175043Z	83.94	372.514	15.93	17.75	16.45	kafka-001	15.93
312.371	17.75	71	2018-08-17T17:57:13.729913003Z	83.94	256.94	15.93	19.21	16.75	kafka-001	15.93
313.096	19.21	73	2018-08-17T17:57:20.741067529Z	83.94	386.08	15.93	17.78	17.23	kafka-001	15.93
324.477	17.78	74	2018-08-17T17:57:27.754342087Z	83.95	269.26	15.93	18.3	17.35	kafka-001	15.93
326.485	18.3	76	2018-08-17T17:57:34.765406736Z	83.95	272.356	15.93	19.15	17.89	kafka-001	15.93
337.507	19.15	77	2018-08-17T17:57:41.777659299Z	83.95	406.524	15.93	19.72	18.23	kafka-001	15.93
345.018	19.72	79	2018-08-17T17:57:48.789060835Z	83.95	286.596	15.93	21.38	18.65	kafka-001	15.93
348.174	21.38	81	2018-08-17T17:57:55.800329357Z	83.96	427.532	15.93	20.85	19.26	kafka-001	15.93
354.677	20.85	82	2018-08-17T17:58:02.811049425Z	83.96	296.546	15.93	20.48	19.53	kafka-001	15.93
359.009	20.48	84	2018-08-17T17:58:09.822686114Z	83.96	297.108	15.93	20.76	19.98	kafka-001	15.93
359.26	20.76	85	2018-08-17T17:58:16.833003356Z	83.96	448.48	15.93	20.81	20.39	kafka-001	15.93
