net_receive	host_cpu	sensor_count	timestamp	memory%	net_send	memory_active_anon%	container_cpu%	host_moving_avg_cpu	name	memory_rss%
4288728.61	0	2	2018-08-17T21:45:23.971327286Z	77.92	695382.336	38.1	1.26	nan	cassandra-001	38.1
9.899	1.26	8	2018-08-17T21:45:30.979369769Z	77.92	1.316	38.1	4.04	nan	cassandra-001	38.1
12.438	4.04	12	2018-08-17T21:45:37.986886407Z	77.92	1.712	38.1	1.37	nan	cassandra-001	38.1
15.916	1.37	16	2018-08-17T21:45:44.995515803Z	77.92	2.291	38.1	1.11	nan	cassandra-001	38.1
40.139	1.11	19	2018-08-17T21:45:52.005721542Z	77.92	4.144	38.1	1.13	nan	cassandra-001	38.1
24.779	1.13	23	2018-08-17T21:45:59.01314202Z	77.92	2.328	38.1	1.1	1.48	cassandra-001	38.1
59.29	1.1	26	2018-08-17T21:46:06.019635741Z	77.92	4.93	38.1	5.16	1.67	cassandra-001	38.1
33.844	5.16	29	2018-08-17T21:46:13.02569242Z	77.92	2.774	38.1	1.21	2.32	cassandra-001	38.1
36.948	1.21	32	2018-08-17T21:46:20.031712005Z	77.92	3.591	38.1	1.09	1.85	cassandra-001	38.1
81.487	1.09	35	2018-08-17T21:46:27.040376374Z	77.92	9.372	38.1	1.11	1.8	cassandra-001	38.1
44.94	1.11	38	2018-08-17T21:46:34.048601556Z	77.92	5.886	38.1	1.14	1.8	cassandra-001	38.1
98.481	1.14	40	2018-08-17T21:46:41.057119862Z	77.92	10.608	38.1	6.28	1.8	cassandra-001	38.1
50.946	6.28	42	2018-08-17T21:46:48.067719737Z	77.92	4.695	38.1	1.18	2.67	cassandra-001	38.1
109.333	1.18	45	2018-08-17T21:46:55.07539599Z	77.92	10.604	38.1	5.48	2.0	cassandra-001	38.1
54.542	5.48	47	2018-08-17T21:47:02.081283964Z	77.92	4.918	38.1	1.11	2.71	cassandra-001	38.1
57.755	1.11	49	2018-08-17T21:47:09.088000704Z	77.92	5.934	38.1	1.16	2.72	cassandra-001	38.1
128.532	1.16	51	2018-08-17T21:47:16.096695274Z	77.93	14.505	38.1	1.29	2.73	cassandra-001	38.1
66.446	1.29	53	2018-08-17T21:47:23.103737136Z	77.92	7.252	38.1	1.06	2.75	cassandra-001	38.1
138.758	1.06	56	2018-08-17T21:47:30.110345425Z	77.93	15.426	38.1	8.79	1.88	cassandra-001	38.1
71.724	8.79	58	2018-08-17T21:47:37.124681129Z	77.93	8.214	38.1	1.15	3.15	cassandra-001	38.1
72.131	1.15	60	2018-08-17T21:47:44.133182798Z	77.93	7.183	38.1	2.41	2.43	cassandra-001	38.1
147.797	2.41	62	2018-08-17T21:47:51.139821905Z	77.93	15.58	38.1	1.08	2.64	cassandra-001	38.1
77.436	1.08	63	2018-08-17T21:47:58.147215627Z	77.93	9.69	38.1	1.25	2.63	cassandra-001	38.1
161.854	1.25	65	2018-08-17T21:48:05.155533836Z	77.93	15.326	38.1	9.25	2.62	cassandra-001	38.1
82.654	9.25	67	2018-08-17T21:48:12.1649558Z	77.93	7.88	38.1	1.22	3.99	cassandra-001	38.1
85.301	1.22	69	2018-08-17T21:48:19.172247919Z	77.93	8.407	38.1	1.19	2.73	cassandra-001	38.1
173.011	1.19	70	2018-08-17T21:48:26.181626703Z	77.93	14.926	38.1	1.14	2.73	cassandra-001	38.1
84.835	1.14	72	2018-08-17T21:48:33.188044913Z	77.93	6.822	38.1	1.17	2.52	cassandra-001	38.1
180.896	1.17	74	2018-08-17T21:48:40.195612388Z	77.93	18.012	38.1	10.78	2.54	cassandra-001	38.1
91.113	10.78	75	2018-08-17T21:48:47.204958074Z	77.93	9.579	38.1	1.22	4.13	cassandra-001	38.1
94.721	1.22	77	2018-08-17T21:48:54.215700697Z	77.93	9.262	38.1	1.21	2.79	cassandra-001	38.1
197.323	1.21	79	2018-08-17T21:49:01.224442712Z	77.93	21.836	38.1	1.12	2.79	cassandra-001	38.1
100.003	1.12	80	2018-08-17T21:49:08.231629407Z	77.93	10.594	38.1	1.26	2.77	cassandra-001	38.1
201.04	1.26	82	2018-08-17T21:49:15.238617921Z	77.93	19.853	38.1	10.1	2.79	cassandra-001	38.1
106.475	10.1	83	2018-08-17T21:49:22.251885926Z	77.93	12.586	38.1	1.34	4.28	cassandra-001	38.1
107.494	1.34	85	2018-08-17T21:49:29.259943591Z	77.93	11.912	38.1	1.23	2.71	cassandra-001	38.1
216.64	1.23	87	2018-08-17T21:49:36.268393092Z	77.94	27.862	38.1	1.31	2.71	cassandra-001	38.1
103.611	1.31	88	2018-08-17T21:49:43.278041583Z	77.93	9.284	38.1	1.2	2.73	cassandra-001	38.1
219.753	1.2	89	2018-08-17T21:49:50.285018231Z	77.83	20.335	38.1	109.36	2.74	cassandra-001	38.1
114.931	109.36	91	2018-08-17T21:49:57.291563951Z	78.26	11.606	38.1	100.9	20.76	cassandra-001	38.1
114.263	100.9	92	2018-08-17T21:50:04.306702787Z	77.6	11.896	38.09	1.42	35.89	cassandra-001	38.09
230.302	1.42	93	2018-08-17T21:50:11.315518148Z	77.6	24.134	38.09	1.27	35.9	cassandra-001	38.09
115.655	1.27	95	2018-08-17T21:50:18.324325724Z	77.61	10.957	38.09	1.25	35.91	cassandra-001	38.09
238.696	1.25	96	2018-08-17T21:50:25.332254309Z	77.61	24.95	38.09	10.96	35.9	cassandra-001	38.09
118.595	10.96	97	2018-08-17T21:50:32.341639495Z	77.6	12.316	38.09	1.25	37.53	cassandra-001	38.09
122.844	1.25	99	2018-08-17T21:50:39.349371306Z	77.61	14.058	38.09	1.28	19.51	cassandra-001	38.09
251.642	1.28	100	2018-08-17T21:50:46.364261112Z	77.61	27.877	38.09	4.03	2.91	cassandra-001	38.09
126.463	4.03	102	2018-08-17T21:50:53.372647191Z	77.6	11.866	38.09	1.29	3.34	cassandra-001	38.09
259.045	1.29	103	2018-08-17T21:51:00.38459151Z	77.61	27.11	38.09	13.9	3.34	cassandra-001	38.09
130.546	13.9	104	2018-08-17T21:51:07.396238444Z	77.61	13.66	38.09	1.25	5.45	cassandra-001	38.09
130.969	1.25	106	2018-08-17T21:51:14.405424886Z	77.61	12.009	38.09	2.77	3.83	cassandra-001	38.09
