container_cpu%	timestamp	memory%	net_send	host_moving_avg_cpu	net_receive	host_cpu	memory_active_anon%	name	memory_rss%	sensor_count
100.89	2019-04-23T21:25:46.644813185Z	87.22	1461.956	96.4	117458.176	98.61	30.47	kafka-001	30.47	238
70.18	2019-04-23T21:25:53.651749285Z	87.54	1124.368	95.91	125570.016	100.89	30.47	kafka-001	30.47	239
108.01	2019-04-23T21:26:00.662485952Z	87.86	1511.85	93.6	126046.158	70.18	30.47	kafka-001	30.47	239
111.81	2019-04-23T21:26:07.673522548Z	87.15	1132.653	96.37	126014.756	108.01	30.47	kafka-001	30.47	240
102.89	2019-04-23T21:26:14.68838017Z	87.45	1129.166	97.87	124790.539	111.81	30.47	kafka-001	30.47	240
114.32	2019-04-23T21:26:21.701794952Z	87.78	1521.317	98.73	125432.834	102.89	30.47	kafka-001	30.47	241
113.64	2019-04-23T21:26:28.714077546Z	87.32	1151.194	101.35	131208.479	114.32	30.47	kafka-001	30.47	242
115.24	2019-04-23T21:26:35.727602962Z	87.69	1564.624	103.48	136660.507	113.64	30.47	kafka-001	30.47	242
111.46	2019-04-23T21:26:42.739476941Z	86.72	1166.492	110.99	136326.448	115.24	30.47	kafka-001	30.47	242
112.22	2019-04-23T21:26:49.753045547Z	86.81	1169.077	111.56	138718.603	111.46	30.47	kafka-001	30.47	242
70.43	2019-04-23T21:26:56.761158296Z	87.37	1568.461	111.63	137233.038	112.22	30.47	kafka-001	30.47	242
119.53	2019-04-23T21:27:03.769707277Z	87.1	1178.652	106.22	138427.026	70.43	30.47	kafka-001	30.47	242
120.46	2019-04-23T21:27:10.799053596Z	87.61	1551.796	107.09	133170.917	119.53	30.47	kafka-001	30.47	242
116.37	2019-04-23T21:27:17.810925947Z	87.58	1166.245	108.22	138097.689	120.46	30.47	kafka-001	30.47	242
113.0	2019-04-23T21:27:24.828931022Z	87.37	1162.682	108.41	135464.195	116.37	30.47	kafka-001	30.47	242
119.14	2019-04-23T21:27:31.84069587Z	87.08	1581.636	108.67	137852.794	113.0	30.47	kafka-001	30.47	242
117.8	2019-04-23T21:27:38.854075733Z	87.69	1164.816	109.82	137328.249	119.14	30.47	kafka-001	30.47	242
121.31	2019-04-23T21:27:45.86627089Z	87.13	1518.864	117.72	125899.278	117.8	30.47	kafka-001	30.47	242
112.34	2019-04-23T21:27:52.878081129Z	87.8	1170.905	118.01	139866.814	121.31	30.47	kafka-001	30.47	242
