container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
2.16	19434142.155	0	15.97	18949663.437	0	nan	kafka-001	15.97	2018-08-19T06:03:30.511877404Z	89.17
1.5	1.052	0	15.97	1.865	2.16	nan	kafka-001	15.97	2018-08-19T06:03:37.525905589Z	89.17
1.57	1.318	0	15.97	2.209	1.5	nan	kafka-001	15.97	2018-08-19T06:03:44.540714136Z	89.17
1.7	1.724	0	15.97	2.964	1.57	nan	kafka-001	15.97	2018-08-19T06:03:51.551465002Z	89.17
2.63	1.052	0	15.97	1.865	1.7	nan	kafka-001	15.97	2018-08-19T06:03:58.562790753Z	89.17
1.82	1.424	0	15.97	2.49	2.63	1.59	kafka-001	15.97	2018-08-19T06:04:05.5741934Z	89.17
1.54	2.018	0	15.97	3.025	1.82	1.9	kafka-001	15.97	2018-08-19T06:04:12.585697279Z	89.17
1.67	1.642	0	15.97	2.513	1.54	1.79	kafka-001	15.97	2018-08-19T06:04:19.601016061Z	89.17
1.81	1.49	0	15.97	2.556	1.67	1.82	kafka-001	15.97	2018-08-19T06:04:26.612534796Z	89.17
2.46	1.404	0	15.97	2.353	1.81	1.86	kafka-001	15.97	2018-08-19T06:04:33.624265248Z	89.17
2.25	1.682	0	15.97	2.922	2.46	1.99	kafka-001	15.97	2018-08-19T06:04:40.638334598Z	89.17
1.51	1.008	0	15.97	1.763	2.25	1.93	kafka-001	15.97	2018-08-19T06:04:47.657054Z	89.17
