container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
37.38	28055.392	0	38.45	260494.698	0	nan	cassandra-001	38.45	2018-08-19T05:14:06.14875475Z	91.93
61.37	0.0	0	38.44	0.0	37.38	nan	cassandra-001	38.44	2018-08-19T05:14:13.156017161Z	91.63
5.85	0.342	0	38.44	0.282	61.37	nan	cassandra-001	38.44	2018-08-19T05:14:20.163986857Z	91.68
42.82	0.0	0	38.44	0.0	5.85	nan	cassandra-001	38.44	2018-08-19T05:14:27.171466195Z	91.67
33.22	0.0	0	38.44	0.0	42.82	nan	cassandra-001	38.44	2018-08-19T05:14:34.179495681Z	91.8
39.65	0.0	0	38.44	0.0	33.22	30.11	cassandra-001	38.44	2018-08-19T05:14:41.187828613Z	91.53
50.3	0.342	0	38.44	0.282	39.65	36.71	cassandra-001	38.44	2018-08-19T05:14:48.194179231Z	91.63
2.33	0.0	0	38.44	0.0	50.3	38.87	cassandra-001	38.44	2018-08-19T05:14:55.201366411Z	91.65
41.84	0.0	0	38.43	0.0	2.33	29.03	cassandra-001	38.43	2018-08-19T05:15:02.20813087Z	91.71
39.05	0.0	0	38.43	0.0	41.84	35.03	cassandra-001	38.43	2018-08-19T05:15:09.214594063Z	91.68
34.51	0.342	0	38.43	0.282	39.05	34.4	cassandra-001	38.43	2018-08-19T05:15:16.224368828Z	91.61
50.63	0.0	0	38.43	0.0	34.51	34.61	cassandra-001	38.43	2018-08-19T05:15:23.232302335Z	91.55
