container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
1.14	6.586	68	38.59	83.507	1.14	2.54	cassandra-001	38.59	2018-08-19T03:39:09.117515371Z	89.8
1.22	16.391	70	38.59	173.115	1.14	2.54	cassandra-001	38.59	2018-08-19T03:39:16.123301468Z	89.8
1.19	7.284	72	38.59	86.49	1.22	2.54	cassandra-001	38.59	2018-08-19T03:39:23.130575122Z	89.8
10.01	16.362	73	38.59	181.836	1.19	2.39	cassandra-001	38.59	2018-08-19T03:39:30.13960923Z	89.8
1.06	8.55	75	38.59	91.939	10.01	3.87	cassandra-001	38.59	2018-08-19T03:39:37.145992754Z	89.8
1.15	10.793	77	38.59	95.885	1.06	2.63	cassandra-001	38.59	2018-08-19T03:39:44.153347606Z	89.8
1.06	17.454	78	38.59	192.918	1.15	2.63	cassandra-001	38.59	2018-08-19T03:39:51.159915136Z	89.8
1.14	9.604	80	38.59	98.722	1.06	2.61	cassandra-001	38.59	2018-08-19T03:39:58.166915736Z	89.8
10.13	18.56	81	38.59	201.258	1.14	2.6	cassandra-001	38.59	2018-08-19T03:40:05.17367926Z	89.8
1.16	8.467	83	38.59	99.06	10.13	4.09	cassandra-001	38.59	2018-08-19T03:40:12.180015463Z	89.81
1.07	9.84	85	38.59	100.649	1.16	2.62	cassandra-001	38.59	2018-08-19T03:40:19.187593628Z	89.81
2.75	21.804	86	38.59	214.386	1.07	2.62	cassandra-001	38.59	2018-08-19T03:40:26.196417656Z	89.81
1.12	8.928	87	38.59	108.03	2.75	2.88	cassandra-001	38.59	2018-08-19T03:40:33.203284109Z	89.81
12.71	21.3	89	38.59	221.274	1.12	2.89	cassandra-001	38.59	2018-08-19T03:40:40.212106601Z	89.81
1.27	11.685	90	38.59	112.95	12.71	4.82	cassandra-001	38.59	2018-08-19T03:40:47.221310451Z	89.81
1.04	11.606	92	38.59	114.271	1.27	3.35	cassandra-001	38.59	2018-08-19T03:40:54.229333037Z	89.81
1.11	26.326	93	38.59	228.139	1.04	3.33	cassandra-001	38.59	2018-08-19T03:41:01.236822501Z	89.81
1.14	13.73	94	38.59	117.423	1.11	3.33	cassandra-001	38.59	2018-08-19T03:41:08.243608502Z	89.81
11.3	26.785	96	38.59	237.845	1.14	3.06	cassandra-001	38.59	2018-08-19T03:41:15.249948658Z	89.81
1.1	13.016	97	38.59	122.947	11.3	4.76	cassandra-001	38.59	2018-08-19T03:41:22.256582355Z	89.82
1.2	11.722	99	38.59	122.086	1.1	2.83	cassandra-001	38.59	2018-08-19T03:41:29.264123849Z	89.81
0.94	28.076	100	38.59	250.142	1.2	2.81	cassandra-001	38.59	2018-08-19T03:41:36.270180009Z	89.82
1.19	12.235	101	38.59	126.575	0.94	2.8	cassandra-001	38.59	2018-08-19T03:41:43.280548656Z	89.81
12.26	24.932	103	38.59	253.08	1.19	2.81	cassandra-001	38.59	2018-08-19T03:41:50.287657381Z	89.82
1.11	14.188	104	38.59	122.257	12.26	4.66	cassandra-001	38.59	2018-08-19T03:41:57.294314091Z	89.82
1.14	16.392	105	38.59	134.918	1.11	2.97	cassandra-001	38.59	2018-08-19T03:42:04.301919429Z	89.81
2.01	29.931	107	38.59	269.834	1.14	2.97	cassandra-001	38.59	2018-08-19T03:42:11.310575783Z	89.82
1.23	14.952	108	38.59	134.787	2.01	3.11	cassandra-001	38.59	2018-08-19T03:42:18.318803135Z	89.82
11.47	32.464	109	38.59	276.061	1.23	3.16	cassandra-001	38.59	2018-08-19T03:42:25.327207217Z	89.82
1.2	11.704	110	38.59	137.395	11.47	4.87	cassandra-001	38.59	2018-08-19T03:42:32.334201068Z	89.82
1.24	16.944	111	38.59	143.079	1.2	3.03	cassandra-001	38.59	2018-08-19T03:42:39.342127091Z	89.82
1.2	33.345	113	38.59	280.653	1.24	3.05	cassandra-001	38.59	2018-08-19T03:42:46.348964938Z	89.82
1.24	16.428	114	38.59	141.973	1.2	3.06	cassandra-001	38.59	2018-08-19T03:42:53.365378183Z	89.82
11.99	31.218	115	38.59	286.83	1.24	2.93	cassandra-001	38.59	2018-08-19T03:43:00.372069903Z	89.82
1.19	16.348	116	38.59	147.558	11.99	4.72	cassandra-001	38.59	2018-08-19T03:43:07.383585809Z	89.82
1.21	15.621	117	38.59	142.28	1.19	3.01	cassandra-001	38.59	2018-08-19T03:43:14.391051705Z	89.82
1.2	34.146	119	38.59	293.083	1.21	3.01	cassandra-001	38.59	2018-08-19T03:43:21.398609317Z	89.83
1.19	15.066	120	38.59	150.871	1.2	3.01	cassandra-001	38.59	2018-08-19T03:43:28.406531361Z	89.83
12.9	30.646	121	38.59	301.498	1.19	3.0	cassandra-001	38.59	2018-08-19T03:43:35.414027075Z	89.83
1.2	18.259	122	38.59	153.169	12.9	4.95	cassandra-001	38.59	2018-08-19T03:43:42.420421365Z	89.83
1.17	17.52	123	38.58	155.149	1.2	3.15	cassandra-001	38.58	2018-08-19T03:43:49.42725937Z	89.83
1.18	28.584	124	38.58	301.449	1.17	3.15	cassandra-001	38.58	2018-08-19T03:43:56.434101915Z	89.83
1.23	17.308	125	38.58	155.737	1.18	3.14	cassandra-001	38.58	2018-08-19T03:44:03.440884351Z	89.83
14.24	34.034	126	38.58	317.029	1.23	3.15	cassandra-001	38.58	2018-08-19T03:44:10.447949744Z	89.83
1.11	16.976	128	38.58	161.953	14.24	5.32	cassandra-001	38.58	2018-08-19T03:44:17.454929841Z	89.83
1.14	16.132	129	38.58	161.98	1.11	3.36	cassandra-001	38.58	2018-08-19T03:44:24.461811563Z	89.83
1.16	33.398	130	38.58	323.825	1.14	3.35	cassandra-001	38.58	2018-08-19T03:44:31.469534425Z	89.83
1.29	17.134	131	38.58	159.175	1.16	3.34	cassandra-001	38.58	2018-08-19T03:44:38.476796644Z	89.83
15.13	36.801	132	38.58	330.308	1.29	3.36	cassandra-001	38.58	2018-08-19T03:44:45.486579217Z	89.83
1.1	17.714	133	38.58	166.144	15.13	5.68	cassandra-001	38.58	2018-08-19T03:44:52.493116001Z	89.83
1.14	17.278	134	38.58	169.497	1.1	3.49	cassandra-001	38.58	2018-08-19T03:44:59.500180976Z	89.83
1.08	37.974	135	38.58	340.287	1.14	3.49	cassandra-001	38.58	2018-08-19T03:45:06.507967842Z	89.84
1.29	21.263	136	38.58	171.014	1.08	3.48	cassandra-001	38.58	2018-08-19T03:45:13.52135873Z	89.83
13.74	35.596	137	38.58	348.076	1.29	3.51	cassandra-001	38.58	2018-08-19T03:45:20.527548034Z	89.84
1.25	14.082	138	38.58	170.697	13.74	5.58	cassandra-001	38.58	2018-08-19T03:45:27.535693412Z	89.84
1.13	15.362	139	38.58	173.515	1.25	3.27	cassandra-001	38.58	2018-08-19T03:45:34.541922632Z	89.84
2.13	33.745	140	38.58	348.947	1.13	3.27	cassandra-001	38.58	2018-08-19T03:45:41.548140912Z	89.84
1.18	19.704	141	38.58	177.406	2.13	3.44	cassandra-001	38.58	2018-08-19T03:45:48.554610281Z	89.84
17.6	39.75	142	38.58	357.822	1.18	3.45	cassandra-001	38.58	2018-08-19T03:45:55.560918147Z	89.84
1.27	14.41	143	38.58	177.561	17.6	6.17	cassandra-001	38.58	2018-08-19T03:46:02.567645639Z	89.85
1.26	15.624	144	38.58	178.273	1.27	4.09	cassandra-001	38.58	2018-08-19T03:46:09.573838345Z	89.84
1.11	38.889	145	38.58	362.451	1.26	4.1	cassandra-001	38.58	2018-08-19T03:46:16.581823375Z	89.85
1.19	18.184	146	38.58	184.857	1.11	4.09	cassandra-001	38.58	2018-08-19T03:46:23.588927125Z	89.84
18.21	35.469	147	38.58	363.487	1.19	3.94	cassandra-001	38.58	2018-08-19T03:46:30.594680699Z	89.85
1.12	20.942	148	38.58	187.669	18.21	6.77	cassandra-001	38.58	2018-08-19T03:46:37.604791015Z	89.85
1.28	18.697	149	38.58	187.414	1.12	4.03	cassandra-001	38.58	2018-08-19T03:46:44.61109017Z	89.85
2.64	40.536	150	38.58	374.124	1.28	4.03	cassandra-001	38.58	2018-08-19T03:46:51.61903205Z	89.85
10.86	21.654	151	38.58	188.124	2.64	4.26	cassandra-001	38.58	2018-08-19T03:46:58.626398381Z	89.86
22.77	39.414	152	38.58	365.994	10.86	5.88	cassandra-001	38.58	2018-08-19T03:47:05.634546013Z	89.87
7.8	21.297	153	38.59	188.806	22.77	9.48	cassandra-001	38.59	2018-08-19T03:47:12.643736135Z	89.89
4.71	20.004	154	38.59	187.605	7.8	7.75	cassandra-001	38.59	2018-08-19T03:47:19.65293876Z	89.91
9.5	40.404	155	38.58	371.978	4.71	8.34	cassandra-001	38.58	2018-08-19T03:47:26.661338743Z	89.93
8.07	20.136	156	38.58	187.201	9.5	9.71	cassandra-001	38.58	2018-08-19T03:47:33.668161657Z	89.97
27.24	36.378	157	38.58	376.814	8.07	10.62	cassandra-001	38.58	2018-08-19T03:47:40.677713529Z	90.0
16.04	16.479	158	38.58	185.445	27.24	13.35	cassandra-001	38.58	2018-08-19T03:47:47.687297891Z	90.04
13.73	23.436	159	38.56	192.543	16.04	12.23	cassandra-001	38.56	2018-08-19T03:47:54.695453305Z	90.08
15.37	36.906	160	38.56	374.32	13.73	13.22	cassandra-001	38.56	2018-08-19T03:48:01.703700203Z	90.13
17.09	19.542	160	38.56	185.358	15.37	14.99	cassandra-001	38.56	2018-08-19T03:48:08.710589708Z	90.19
36.04	39.783	161	38.57	374.336	17.09	16.26	cassandra-001	38.57	2018-08-19T03:48:15.716640083Z	90.0
20.46	20.598	162	38.57	186.996	36.04	20.92	cassandra-001	38.57	2018-08-19T03:48:22.723846131Z	90.07
26.43	14.658	163	38.57	184.938	20.46	19.79	cassandra-001	38.57	2018-08-19T03:48:29.732062977Z	90.14
20.28	35.652	164	38.56	375.748	26.43	21.52	cassandra-001	38.56	2018-08-19T03:48:36.738627269Z	90.21
20.02	19.251	165	38.56	187.613	20.28	22.61	cassandra-001	38.56	2018-08-19T03:48:43.747804465Z	90.29
40.41	33.87	166	38.55	376.331	20.02	23.39	cassandra-001	38.55	2018-08-19T03:48:50.756526046Z	90.35
26.52	15.384	167	38.55	184.45	40.41	27.27	cassandra-001	38.55	2018-08-19T03:48:57.764570188Z	90.44
26.58	17.166	167	38.56	188.136	26.52	25.69	cassandra-001	38.56	2018-08-19T03:49:04.772240866Z	90.54
25.38	33.909	168	38.56	374.326	26.58	26.71	cassandra-001	38.56	2018-08-19T03:49:11.778518727Z	90.64
28.59	19.542	169	38.56	187.809	25.38	26.53	cassandra-001	38.56	2018-08-19T03:49:18.785381498Z	90.73
40.11	35.982	170	38.56	375.578	28.59	27.92	cassandra-001	38.56	2018-08-19T03:49:25.794545925Z	90.84
24.47	18.288	171	38.56	188.845	40.11	31.26	cassandra-001	38.56	2018-08-19T03:49:32.804942375Z	90.95
27.2	16.176	172	38.56	186.763	24.47	28.61	cassandra-001	38.56	2018-08-19T03:49:39.812781682Z	91.06
25.88	40.971	173	38.56	379.236	27.2	28.72	cassandra-001	38.56	2018-08-19T03:49:46.821794973Z	91.18
26.04	21.918	173	38.56	190.992	25.88	28.6	cassandra-001	38.56	2018-08-19T03:49:53.828246198Z	91.31
76.64	38.292	174	38.57	375.589	26.04	28.72	cassandra-001	38.57	2018-08-19T03:50:00.836110281Z	91.83
79.11	15.714	175	38.57	186.741	76.64	36.72	cassandra-001	38.57	2018-08-19T03:50:07.844239968Z	91.72
67.35	18.327	176	38.57	188.896	79.11	43.22	cassandra-001	38.57	2018-08-19T03:50:14.852472436Z	91.67
65.73	38.556	177	38.57	377.274	67.35	50.37	cassandra-001	38.57	2018-08-19T03:50:21.859821248Z	91.74
62.48	20.664	178	38.57	186.752	65.73	56.79	cassandra-001	38.57	2018-08-19T03:50:28.866193968Z	91.61
95.71	39.282	178	38.57	376.28	62.48	62.89	cassandra-001	38.57	2018-08-19T03:50:35.874341535Z	86.3
86.38	20.571	179	38.56	186.766	95.71	74.5	cassandra-001	38.56	2018-08-19T03:50:42.880486321Z	88.16
74.14	14.196	180	38.56	181.875	86.38	76.13	cassandra-001	38.56	2018-08-19T03:50:49.889847662Z	90.02
73.28	28.656	181	38.57	371.251	74.14	75.3	cassandra-001	38.57	2018-08-19T03:50:56.897167389Z	91.65
78.4	15.186	182	38.57	185.982	73.28	76.29	cassandra-001	38.57	2018-08-19T03:51:03.904165208Z	91.77
107.44	39.678	182	38.57	378.252	78.4	78.4	cassandra-001	38.57	2018-08-19T03:51:10.919703321Z	91.73
77.62	19.383	183	38.57	189.326	107.44	85.89	cassandra-001	38.57	2018-08-19T03:51:17.926618608Z	91.87
71.93	15.78	184	38.57	186.563	77.62	82.88	cassandra-001	38.57	2018-08-19T03:51:24.933196541Z	91.78
82.7	37.764	185	38.56	376.601	71.93	80.47	cassandra-001	38.56	2018-08-19T03:51:31.941783216Z	91.78
79.54	18.288	185	38.56	188.742	82.7	81.89	cassandra-001	38.56	2018-08-19T03:51:38.948554402Z	91.68
94.44	35.097	186	38.56	375.567	79.54	82.94	cassandra-001	38.56	2018-08-19T03:51:45.957678894Z	91.85
71.07	15.78	187	38.56	187.293	94.44	85.61	cassandra-001	38.56	2018-08-19T03:51:52.966624181Z	91.66
74.63	17.892	188	38.56	185.896	71.07	79.55	cassandra-001	38.56	2018-08-19T03:51:59.974588957Z	91.69
87.01	38.754	189	38.56	376.813	74.63	79.05	cassandra-001	38.56	2018-08-19T03:52:06.981894595Z	91.87
77.91	20.043	189	38.56	190.017	87.01	81.56	cassandra-001	38.56	2018-08-19T03:52:13.98958705Z	91.84
126.22	32.154	190	38.56	374.397	77.91	80.77	cassandra-001	38.56	2018-08-19T03:52:21.008134433Z	91.7
54.89	20.202	191	38.56	190.447	126.22	88.55	cassandra-001	38.56	2018-08-19T03:52:28.016827731Z	91.87
59.45	16.242	192	38.56	186.291	54.89	81.95	cassandra-001	38.56	2018-08-19T03:52:35.02345653Z	71.82
40.21	38.397	192	38.56	373.692	59.45	80.02	cassandra-001	38.56	2018-08-19T03:52:42.030077598Z	72.03
56.76	19.41	193	38.56	188.565	40.21	74.28	cassandra-001	38.56	2018-08-19T03:52:49.037189061Z	72.25
103.58	34.332	194	38.56	374.011	56.76	69.24	cassandra-001	38.56	2018-08-19T03:52:56.045575524Z	72.49
41.72	14.79	195	38.54	185.777	103.58	73.52	cassandra-001	38.54	2018-08-19T03:53:03.052914406Z	72.69
54.96	17.52	195	38.54	197.582	41.72	59.43	cassandra-001	38.54	2018-08-19T03:53:10.061771719Z	72.91
98.41	33.555	196	38.54	360.49	54.96	59.45	cassandra-001	38.54	2018-08-19T03:53:17.076080242Z	75.41
94.72	18.288	197	38.54	189.022	98.41	65.94	cassandra-001	38.54	2018-08-19T03:53:24.084231659Z	77.37
76.71	35.124	198	38.54	375.936	94.72	75.02	cassandra-001	38.54	2018-08-19T03:53:31.092689905Z	75.18
45.61	20.334	198	38.54	187.944	76.71	78.35	cassandra-001	38.54	2018-08-19T03:53:38.101001801Z	75.43
112.58	37.568	199	38.54	329.827	45.61	68.69	cassandra-001	38.54	2018-08-19T03:53:45.10813374Z	76.44
55.79	22.945	200	38.54	232.732	112.58	80.5	cassandra-001	38.54	2018-08-19T03:53:52.115920138Z	76.7
54.16	21.192	200	38.54	191.348	55.79	80.64	cassandra-001	38.54	2018-08-19T03:53:59.122421906Z	76.95
53.48	37.434	201	38.54	375.557	54.16	73.26	cassandra-001	38.54	2018-08-19T03:54:06.128733657Z	77.22
58.44	16.545	202	38.53	187.151	53.48	66.39	cassandra-001	38.53	2018-08-19T03:54:13.137068157Z	77.48
62.78	36.18	203	38.54	376.139	58.44	63.34	cassandra-001	38.54	2018-08-19T03:54:20.145950522Z	78.49
50.82	15.78	203	38.54	185.869	62.78	66.2	cassandra-001	38.54	2018-08-19T03:54:27.155623113Z	78.77
55.14	19.872	204	38.54	187.642	50.82	55.91	cassandra-001	38.54	2018-08-19T03:54:34.164158416Z	79.06
63.31	36.312	205	38.54	376.847	55.14	55.8	cassandra-001	38.54	2018-08-19T03:54:41.172617283Z	79.34
55.06	17.799	206	38.55	188.913	63.31	57.33	cassandra-001	38.55	2018-08-19T03:54:48.178536226Z	80.34
72.79	33.54	206	38.54	374.452	55.06	57.59	cassandra-001	38.54	2018-08-19T03:54:55.186913512Z	80.63
58.47	17.76	207	38.53	188.298	72.79	59.98	cassandra-001	38.53	2018-08-19T03:55:02.19395336Z	80.92
119.33	19.674	208	38.54	190.967	58.47	59.26	cassandra-001	38.54	2018-08-19T03:55:09.203719751Z	81.92
94.0	34.041	209	38.54	373.489	119.33	70.68	cassandra-001	38.54	2018-08-19T03:55:16.210697945Z	83.54
96.58	16.902	209	38.54	187.19	94.0	77.16	cassandra-001	38.54	2018-08-19T03:55:23.218295722Z	85.25
94.26	41.394	210	38.54	380.843	96.58	82.7	cassandra-001	38.54	2018-08-19T03:55:30.227200099Z	83.96
98.67	17.43	211	38.56	186.433	94.26	89.24	cassandra-001	38.56	2018-08-19T03:55:37.236199799Z	86.98
92.94	20.373	211	38.52	186.431	98.67	93.55	cassandra-001	38.52	2018-08-19T03:55:44.242652222Z	89.24
114.67	36.906	212	38.52	375.79	92.94	99.3	cassandra-001	38.52	2018-08-19T03:55:51.249457825Z	91.58
63.65	17.694	213	38.52	184.142	114.67	98.52	cassandra-001	38.52	2018-08-19T03:55:58.255970426Z	91.9
115.23	41.592	213	38.52	381.737	63.65	93.46	cassandra-001	38.52	2018-08-19T03:56:05.262456406Z	91.84
106.74	19.977	214	38.52	189.939	115.23	96.57	cassandra-001	38.52	2018-08-19T03:56:12.26906383Z	91.78
123.1	21.786	215	38.53	189.458	106.74	98.65	cassandra-001	38.53	2018-08-19T03:56:19.275826822Z	91.8
131.77	40.14	216	38.53	379.358	123.1	102.72	cassandra-001	38.53	2018-08-19T03:56:26.285621187Z	91.63
61.24	19.146	216	38.53	187.641	131.77	109.19	cassandra-001	38.53	2018-08-19T03:56:33.295301636Z	80.47
89.08	36.84	217	38.51	375.595	61.24	100.29	cassandra-001	38.51	2018-08-19T03:56:40.302653268Z	81.44
98.1	19.515	218	38.52	189.338	89.08	104.53	cassandra-001	38.52	2018-08-19T03:56:47.309376689Z	83.31
61.91	15.582	218	38.52	187.422	98.1	101.67	cassandra-001	38.52	2018-08-19T03:56:54.31600382Z	84.82
140.57	34.728	219	38.53	375.089	61.91	94.2	cassandra-001	38.53	2018-08-19T03:57:01.32345651Z	77.79
64.72	18.354	220	38.53	187.427	140.57	97.11	cassandra-001	38.53	2018-08-19T03:57:08.338522154Z	78.19
87.01	38.397	220	38.51	375.23	64.72	85.94	cassandra-001	38.51	2018-08-19T03:57:15.346347248Z	78.55
79.1	17.76	221	38.52	185.33	87.01	90.23	cassandra-001	38.52	2018-08-19T03:57:22.354016924Z	79.8
66.0	22.116	222	38.52	191.113	79.1	88.57	cassandra-001	38.52	2018-08-19T03:57:29.361778661Z	80.17
82.9	35.454	223	38.52	372.425	66.0	83.22	cassandra-001	38.52	2018-08-19T03:57:36.370122531Z	80.55
77.48	16.677	223	38.52	185.034	82.9	86.72	cassandra-001	38.52	2018-08-19T03:57:43.376928856Z	80.93
85.97	40.404	224	38.52	375.41	77.48	76.2	cassandra-001	38.52	2018-08-19T03:57:50.384133875Z	81.3
66.86	16.506	224	38.52	185.326	85.97	79.74	cassandra-001	38.52	2018-08-19T03:57:57.395822791Z	82.95
66.33	19.08	225	38.52	187.223	66.86	76.38	cassandra-001	38.52	2018-08-19T03:58:04.403667848Z	83.34
61.73	40.998	225	38.52	376.433	66.33	74.26	cassandra-001	38.52	2018-08-19T03:58:11.410059735Z	83.71
74.36	18.591	225	38.52	187.954	61.73	73.54	cassandra-001	38.52	2018-08-19T03:58:18.418742769Z	84.1
90.16	34.53	225	38.52	373.837	74.36	72.12	cassandra-001	38.52	2018-08-19T03:58:25.425353858Z	84.47
72.37	17.826	225	38.52	189.006	90.16	74.24	cassandra-001	38.52	2018-08-19T03:58:32.434021698Z	86.1
65.25	13.932	225	38.52	184.626	72.37	71.97	cassandra-001	38.52	2018-08-19T03:58:39.442437392Z	86.49
66.17	45.261	225	38.52	383.679	65.25	71.7	cassandra-001	38.52	2018-08-19T03:58:46.449168125Z	86.85
70.13	18.552	225	38.52	189.125	66.17	71.67	cassandra-001	38.52	2018-08-19T03:58:53.458060973Z	87.25
80.57	41.196	225	38.51	379.481	70.13	73.07	cassandra-001	38.51	2018-08-19T03:59:00.466134536Z	87.63
77.97	19.476	225	38.52	189.756	80.57	74.11	cassandra-001	38.52	2018-08-19T03:59:07.472184813Z	89.23
102.16	17.601	225	38.52	188.33	77.97	72.08	cassandra-001	38.52	2018-08-19T03:59:14.478500791Z	90.95
125.32	30.306	225	38.52	370.177	102.16	77.04	cassandra-001	38.52	2018-08-19T03:59:21.491823576Z	91.76
