container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
2.75	19137748.433	2	15.96	18642720.927	0	nan	kafka-001	15.96	2018-08-19T04:27:01.228046118Z	89.12
4.07	16.101	7	15.96	25.409	2.75	nan	kafka-001	15.96	2018-08-19T04:27:08.243815843Z	89.12
4.3	44.688	10	15.96	44.91	4.07	nan	kafka-001	15.96	2018-08-19T04:27:15.258135819Z	89.12
4.83	43.391	14	15.96	59.793	4.3	nan	kafka-001	15.96	2018-08-19T04:27:22.273756753Z	89.12
5.28	52.974	18	15.96	74.307	4.83	nan	kafka-001	15.96	2018-08-19T04:27:29.288521186Z	89.12
6.48	96.664	20	15.96	88.888	5.28	3.54	kafka-001	15.96	2018-08-19T04:27:36.301891154Z	89.12
7.26	74.621	24	15.96	98.107	6.48	4.62	kafka-001	15.96	2018-08-19T04:27:43.313527407Z	89.12
8.08	131.505	27	15.96	115.584	7.26	5.37	kafka-001	15.96	2018-08-19T04:27:50.325705886Z	89.12
8.01	97.232	30	15.96	126.023	8.08	6.04	kafka-001	15.96	2018-08-19T04:27:57.338182882Z	89.12
8.99	102.482	32	15.96	130.849	8.01	6.66	kafka-001	15.96	2018-08-19T04:28:04.352184076Z	89.12
8.73	171.382	35	15.96	147.39	8.99	7.35	kafka-001	15.96	2018-08-19T04:28:11.363769161Z	89.13
10.8	123.207	38	15.96	156.877	8.73	7.92	kafka-001	15.96	2018-08-19T04:28:18.374952306Z	89.13
9.44	201.283	40	15.96	169.53	10.8	8.64	kafka-001	15.96	2018-08-19T04:28:25.386153505Z	89.13
11.01	140.8	42	15.96	177.229	9.44	9.01	kafka-001	15.96	2018-08-19T04:28:32.397553644Z	89.13
9.0	144.472	45	15.96	180.731	11.01	9.5	kafka-001	15.96	2018-08-19T04:28:39.409674024Z	89.13
12.25	234.82	47	15.96	195.33	9.0	9.66	kafka-001	15.96	2018-08-19T04:28:46.42084377Z	89.13
13.06	159.746	49	15.96	204.497	12.25	10.2	kafka-001	15.96	2018-08-19T04:28:53.431546361Z	89.13
14.36	253.951	51	15.96	216.536	13.06	10.93	kafka-001	15.96	2018-08-19T04:29:00.442405347Z	89.14
11.87	177.625	53	15.96	222.115	14.36	11.52	kafka-001	15.96	2018-08-19T04:29:07.453651152Z	89.14
13.06	181.781	55	15.96	228.019	11.87	11.92	kafka-001	15.96	2018-08-19T04:29:14.465642348Z	89.14
13.66	284.422	57	15.96	231.68	13.06	12.27	kafka-001	15.96	2018-08-19T04:29:21.477321198Z	89.14
15.83	193.389	59	15.96	242.955	13.66	13.04	kafka-001	15.96	2018-08-19T04:29:28.489381644Z	89.14
13.87	306.848	61	15.96	255.21	15.83	13.64	kafka-001	15.96	2018-08-19T04:29:35.500548603Z	89.14
15.91	205.086	63	15.96	260.869	13.87	13.77	kafka-001	15.96	2018-08-19T04:29:42.512529791Z	89.14
13.96	214.306	65	15.96	269.011	15.91	14.03	kafka-001	15.96	2018-08-19T04:29:49.527556863Z	89.15
17.14	329.818	66	15.96	280.206	13.96	14.38	kafka-001	15.96	2018-08-19T04:29:56.539306019Z	89.15
16.25	223.514	68	15.96	285.719	17.14	15.06	kafka-001	15.96	2018-08-19T04:30:03.549991295Z	89.15
19.28	351.838	70	15.96	292.392	16.25	15.49	kafka-001	15.96	2018-08-19T04:30:10.561489835Z	89.15
16.95	234.47	71	15.96	293.501	19.28	16.07	kafka-001	15.96	2018-08-19T04:30:17.572249101Z	89.15
18.81	239.436	73	15.96	306.011	16.95	16.58	kafka-001	15.96	2018-08-19T04:30:24.583704883Z	89.16
17.83	374.526	74	15.96	308.96	18.81	17.07	kafka-001	15.96	2018-08-19T04:30:31.596655088Z	89.16
20.02	248.282	76	15.96	314.421	17.83	17.71	kafka-001	15.96	2018-08-19T04:30:38.61132343Z	89.16
19.34	392.564	78	15.96	324.312	20.02	18.19	kafka-001	15.96	2018-08-19T04:30:45.622979818Z	89.16
19.58	263.45	79	15.96	330.851	19.34	18.7	kafka-001	15.96	2018-08-19T04:30:52.634541433Z	89.16
18.39	265.726	81	15.96	335.037	19.58	18.76	kafka-001	15.96	2018-08-19T04:30:59.646256495Z	89.17
18.43	403.451	82	15.96	335.188	18.39	19.0	kafka-001	15.96	2018-08-19T04:31:06.658405881Z	89.17
20.02	275.87	84	15.96	344.861	18.43	18.93	kafka-001	15.96	2018-08-19T04:31:13.669736807Z	89.17
22.33	430.683	85	15.96	353.818	20.02	19.3	kafka-001	15.96	2018-08-19T04:31:20.682008157Z	89.18
21.12	287.904	87	15.96	361.091	22.33	19.68	kafka-001	15.96	2018-08-19T04:31:27.69305415Z	89.18
21.68	287.73	88	15.96	357.445	21.12	19.98	kafka-001	15.96	2018-08-19T04:31:34.703433874Z	89.18
21.38	449.636	90	15.96	380.231	21.68	20.33	kafka-001	15.96	2018-08-19T04:31:41.712378872Z	89.18
23.52	300.61	91	15.96	382.324	21.38	20.83	kafka-001	15.96	2018-08-19T04:31:48.723630491Z	89.19
23.71	462.584	92	15.96	386.314	23.52	21.68	kafka-001	15.96	2018-08-19T04:31:55.734817406Z	89.19
22.61	308.308	94	15.96	386.903	23.71	22.29	kafka-001	15.96	2018-08-19T04:32:02.745983736Z	89.19
21.46	315.225	95	15.96	397.267	22.61	22.34	kafka-001	15.96	2018-08-19T04:32:09.754749965Z	89.19
24.57	487.684	96	15.96	400.766	21.46	22.39	kafka-001	15.96	2018-08-19T04:32:16.765159221Z	89.19
25.49	324.236	98	15.96	411.413	24.57	22.88	kafka-001	15.96	2018-08-19T04:32:23.773955035Z	89.2
24.23	497.686	99	15.96	404.76	25.49	23.56	kafka-001	15.96	2018-08-19T04:32:30.786089574Z	89.2
22.8	330.258	100	15.96	408.337	24.23	23.68	kafka-001	15.96	2018-08-19T04:32:37.795493132Z	89.2
23.9	334.236	102	15.96	422.603	22.8	23.53	kafka-001	15.96	2018-08-19T04:32:44.805861595Z	89.21
24.82	511.024	103	15.96	431.338	23.9	23.74	kafka-001	15.96	2018-08-19T04:32:51.815780384Z	89.21
26.46	342.99	104	15.96	427.037	24.82	24.3	kafka-001	15.96	2018-08-19T04:32:58.82675962Z	89.21
26.57	532.36	105	15.96	441.152	26.46	24.62	kafka-001	15.96	2018-08-19T04:33:05.837866986Z	89.22
25.93	354.466	107	15.96	445.231	26.57	24.8	kafka-001	15.96	2018-08-19T04:33:12.848071719Z	89.22
24.45	358.316	108	15.96	449.439	25.93	25.08	kafka-001	15.96	2018-08-19T04:33:19.859733781Z	89.22
26.56	549.343	109	15.96	455.014	24.45	25.36	kafka-001	15.96	2018-08-19T04:33:26.870910305Z	89.23
27.49	363.812	110	15.96	453.907	26.56	25.8	kafka-001	15.96	2018-08-19T04:33:33.880289431Z	89.23
26.7	560.365	112	15.96	455.004	27.49	26.24	kafka-001	15.96	2018-08-19T04:33:40.89231566Z	89.23
23.77	372.115	113	15.96	470.925	26.7	26.28	kafka-001	15.96	2018-08-19T04:33:47.902793469Z	89.23
27.48	368.134	114	15.96	479.435	23.77	25.82	kafka-001	15.96	2018-08-19T04:33:54.913465473Z	89.24
27.97	585.56	115	15.96	488.232	27.48	26.08	kafka-001	15.96	2018-08-19T04:34:01.923927655Z	89.24
29.67	384.362	116	15.96	486.971	27.97	26.66	kafka-001	15.96	2018-08-19T04:34:08.937374675Z	89.25
28.22	594.332	118	15.96	493.946	29.67	27.18	kafka-001	15.96	2018-08-19T04:34:15.951003162Z	89.25
28.03	396.331	119	15.96	498.985	28.22	27.3	kafka-001	15.96	2018-08-19T04:34:22.963554439Z	89.25
29.14	397.22	120	15.96	503.619	28.03	27.52	kafka-001	15.96	2018-08-19T04:34:29.97510736Z	89.25
26.19	616.232	121	15.96	507.59	29.14	28.42	kafka-001	15.96	2018-08-19T04:34:36.986450818Z	89.26
30.16	401.197	122	15.96	500.421	26.19	28.2	kafka-001	15.96	2018-08-19T04:34:43.998129519Z	89.26
26.78	619.732	123	15.96	508.59	30.16	28.57	kafka-001	15.96	2018-08-19T04:34:51.009360765Z	89.27
30.47	410.07	124	15.96	515.831	26.78	28.09	kafka-001	15.96	2018-08-19T04:34:58.019418737Z	89.27
29.83	629.265	125	15.96	518.449	30.47	28.46	kafka-001	15.96	2018-08-19T04:35:05.030822259Z	89.28
