container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
2.3	18992357.569	2	15.96	18490241.253	0	nan	kafka-001	15.96	2018-08-19T03:36:06.971853201Z	89.1
3.54	13.092	6	15.96	22.327	2.3	nan	kafka-001	15.96	2018-08-19T03:36:13.983851828Z	89.1
4.83	41.16	10	15.96	43.618	3.54	nan	kafka-001	15.96	2018-08-19T03:36:20.994748338Z	89.1
4.51	43.147	14	15.96	60.183	4.83	nan	kafka-001	15.96	2018-08-19T03:36:28.006596445Z	89.1
5.78	82.334	18	15.96	76.146	4.51	nan	kafka-001	15.96	2018-08-19T03:36:35.01869765Z	89.1
6.84	67.802	21	15.96	90.087	5.78	3.49	kafka-001	15.96	2018-08-19T03:36:42.030723161Z	89.1
7.73	76.954	24	15.96	104.463	6.84	4.63	kafka-001	15.96	2018-08-19T03:36:49.044290781Z	89.1
7.91	132.766	27	15.96	118.56	7.73	5.54	kafka-001	15.96	2018-08-19T03:36:56.058707561Z	89.1
7.96	96.872	30	15.96	128.687	7.91	6.27	kafka-001	15.96	2018-08-19T03:37:03.069857104Z	89.1
8.65	163.78	33	15.96	143.48	7.96	6.79	kafka-001	15.96	2018-08-19T03:37:10.07844602Z	89.1
9.62	117.102	36	15.96	151.939	8.65	7.48	kafka-001	15.96	2018-08-19T03:37:17.089815343Z	89.1
9.69	123.614	38	15.96	160.879	9.62	8.12	kafka-001	15.96	2018-08-19T03:37:24.101607213Z	89.1
10.38	199.814	40	15.96	169.965	9.69	8.59	kafka-001	15.96	2018-08-19T03:37:31.115405707Z	89.1
9.54	139.844	43	15.96	177.996	10.38	9.04	kafka-001	15.96	2018-08-19T03:37:38.126941364Z	89.11
10.53	220.766	45	15.96	186.132	9.54	9.31	kafka-001	15.96	2018-08-19T03:37:45.137350437Z	89.11
11.47	155.909	47	15.96	195.255	10.53	9.74	kafka-001	15.96	2018-08-19T03:37:52.147687411Z	89.11
12.94	161.442	49	15.96	200.661	11.47	10.21	kafka-001	15.96	2018-08-19T03:37:59.160159914Z	89.11
12.39	260.854	51	15.96	217.416	12.94	10.76	kafka-001	15.96	2018-08-19T03:38:06.170219291Z	89.11
14.05	174.406	53	15.96	221.195	12.39	11.21	kafka-001	15.96	2018-08-19T03:38:13.184124733Z	89.11
14.58	280.78	55	15.96	232.486	14.05	11.82	kafka-001	15.96	2018-08-19T03:38:20.194802498Z	89.11
12.57	188.784	57	15.96	233.453	14.58	12.66	kafka-001	15.96	2018-08-19T03:38:27.208181157Z	89.12
15.38	188.386	59	15.96	245.247	12.57	13.0	kafka-001	15.96	2018-08-19T03:38:34.219111176Z	89.12
15.31	307.746	61	15.96	251.914	15.38	13.65	kafka-001	15.96	2018-08-19T03:38:41.233060558Z	89.12
16.76	210.846	63	15.96	265.901	15.31	14.05	kafka-001	15.96	2018-08-19T03:38:48.242250455Z	89.12
17.29	326.926	65	15.96	271.884	16.76	14.78	kafka-001	15.96	2018-08-19T03:38:55.25574365Z	89.12
16.3	217.942	67	15.96	280.953	17.29	15.32	kafka-001	15.96	2018-08-19T03:39:02.266455814Z	89.13
