container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
1.31	34381.857	0	38.41	322231.531	0	nan	cassandra-001	38.41	2018-08-19T06:03:32.040457279Z	87.41
1.2	0.0	0	38.41	0.0	1.31	nan	cassandra-001	38.41	2018-08-19T06:03:39.048441684Z	87.41
1.18	0.0	0	38.41	0.0	1.2	nan	cassandra-001	38.41	2018-08-19T06:03:46.057402689Z	87.41
1.18	0.342	0	38.41	0.282	1.18	nan	cassandra-001	38.41	2018-08-19T06:03:53.064519657Z	87.41
1.24	0.0	0	38.41	0.0	1.18	nan	cassandra-001	38.41	2018-08-19T06:04:00.070918436Z	87.41
1.27	0.0	0	38.41	0.0	1.24	1.02	cassandra-001	38.41	2018-08-19T06:04:07.077480786Z	87.41
1.16	0.0	0	38.41	0.0	1.27	1.23	cassandra-001	38.41	2018-08-19T06:04:14.084323346Z	87.41
2.09	0.342	0	38.45	0.282	1.16	1.2	cassandra-001	38.43	2018-08-19T06:04:21.091023392Z	87.45
1.17	0.0	0	38.45	0.0	2.09	1.35	cassandra-001	38.45	2018-08-19T06:04:28.097275398Z	87.45
1.67	0.0	0	38.48	0.0	1.17	1.35	cassandra-001	38.48	2018-08-19T06:04:35.102957686Z	87.48
1.24	0.0	0	38.48	0.0	1.67	1.43	cassandra-001	38.48	2018-08-19T06:04:42.109092109Z	87.48
1.22	0.171	0	38.48	0.141	1.24	1.43	cassandra-001	38.48	2018-08-19T06:04:49.11511789Z	87.48
