container_cpu%	net_send	sensor_count	memory_rss%	net_receive	host_cpu	host_moving_avg_cpu	name	memory_active_anon%	timestamp	memory%
2.24	19286113.938	0	15.96	18798893.104	0	nan	kafka-001	15.96	2018-08-19T05:14:05.214719349Z	89.15
1.64	1.584	0	15.96	2.607	2.24	nan	kafka-001	15.96	2018-08-19T05:14:12.226268296Z	89.15
1.75	1.44	0	15.96	2.607	1.64	nan	kafka-001	15.96	2018-08-19T05:14:19.237658449Z	89.15
1.74	1.89	0	15.96	3.464	1.75	nan	kafka-001	15.96	2018-08-19T05:14:26.249632325Z	89.15
2.39	1.712	0	15.96	2.793	1.74	nan	kafka-001	15.96	2018-08-19T05:14:33.259242061Z	89.15
1.91	1.49	0	15.96	2.556	2.39	1.63	kafka-001	15.96	2018-08-19T05:14:40.272397687Z	89.15
1.75	2.074	0	15.96	3.357	1.91	1.94	kafka-001	15.96	2018-08-19T05:14:47.28518375Z	89.15
1.63	2.226	0	15.96	3.567	1.75	1.86	kafka-001	15.96	2018-08-19T05:14:54.299397867Z	89.15
1.66	1.546	0	15.96	2.888	1.63	1.86	kafka-001	15.96	2018-08-19T05:15:01.308848208Z	89.15
2.38	1.18	0	15.96	2.051	1.66	1.85	kafka-001	15.96	2018-08-19T05:15:08.318901992Z	89.15
1.92	1.682	0	15.96	2.922	2.38	1.95	kafka-001	15.96	2018-08-19T05:15:15.331088311Z	89.15
1.68	1.44	0	15.96	2.607	1.92	1.87	kafka-001	15.96	2018-08-19T05:15:22.342858969Z	89.15
